var,rel.inf
MAP,35.715235037359044
rough_Elevation,13.587649228578707
CEC,10.588404539041946
rough_MAP,6.950530197331337
PDQ,6.193278969647847
rough_NDVI,5.40473484907206
Elevation,5.325034256463857
rough_Soil.C,3.944537123970538
rough_CEC,3.2702649454729578
pH,2.250307384685812
Surface.T,2.0831603110334855
rough_Surface.T,1.8825891973507647
Clay,1.435760424614428
rough_PDQ,1.3685135353772169
