var,rel.inf
rough_Elevation,21.027350420414887
rough_Surface.T,16.119744016463432
rough_MAP,11.812956556835502
Elevation,11.184867861205522
rough_CEC,8.180797213767711
MAP,7.528879619827153
PDQ,6.019396856190139
rough_Soil.C,5.396330150998227
Clay,4.6557269968426676
CEC,3.0874535430007968
rough_Clay,3.043041964064269
pH,1.9434548003896877
