var,rel.inf
rough_Soil.C,39.23199820905774
PDQ,8.993275890614985
rough_Elevation,6.740235549021158
Surface.T,6.367859922649748
rough_Surface.T,5.1696964949495126
MAP,4.976764936774766
CEC,4.63764953297171
rough_PDQ,4.632277827606281
pH,4.551014223533926
Elevation,4.287748701150924
rough_NDVI,4.270297539012164
Clay,2.651700186929122
rough_MAP,1.9310879018973628
rough_CEC,1.5583930838305942
