model_type,nt,pseudo_r2,pred_obs_r2,pred_obs_r2_exp,path,region,response,scale,rep
replicates,8250,0.500285080500823,0.8092363014049182,0.7002026480209531,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_504.csv,GCFR,richness,QDS,504
replicates,8100,0.4784327596125869,0.8079510739481276,0.6955598866280193,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_505.csv,GCFR,richness,QDS,505
replicates,7500,0.48747065478326,0.7989383297928216,0.6869612852296855,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_506.csv,GCFR,richness,QDS,506
replicates,8300,0.4980278258385109,0.8101700787997103,0.6984164884213483,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_507.csv,GCFR,richness,QDS,507
replicates,7800,0.48191119126347903,0.8041315623737917,0.6921949710838385,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_508.csv,GCFR,richness,QDS,508
replicates,8100,0.4918543195782711,0.8083276541114969,0.6971216317538126,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_509.csv,GCFR,richness,QDS,509
replicates,7700,0.4968692105584348,0.8024386705271062,0.6874806721589474,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_510.csv,GCFR,richness,QDS,510
replicates,8500,0.4905721491458651,0.8124085822825604,0.7016866393309985,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_511.csv,GCFR,richness,QDS,511
replicates,8700,0.4879304004642473,0.8158395495722792,0.7047499467657338,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_512.csv,GCFR,richness,QDS,512
replicates,8500,0.45957393116400724,0.8129881135300941,0.7005625749433819,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_513.csv,GCFR,richness,QDS,513
replicates,8650,0.48768266668969473,0.815116044926596,0.7027305453920633,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_514.csv,GCFR,richness,QDS,514
replicates,9500,0.5034894864075857,0.8257252303704009,0.7149730036681161,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_515.csv,GCFR,richness,QDS,515
replicates,8100,0.46949981229750193,0.8075862756358472,0.6954797684841377,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_516.csv,GCFR,richness,QDS,516
replicates,7750,0.47510743229832164,0.8023997740955423,0.6917178382690308,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_517.csv,GCFR,richness,QDS,517
replicates,8800,0.5060527153498856,0.8174883782851323,0.7046968083089356,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_518.csv,GCFR,richness,QDS,518
replicates,8800,0.4986415805752,0.8176767163079309,0.7051760460570714,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_519.csv,GCFR,richness,QDS,519
replicates,7050,0.47598087808912315,0.7916001728761,0.6788868481743804,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_520.csv,GCFR,richness,QDS,520
replicates,8300,0.5131817293229872,0.8108288840435663,0.696161018743096,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_521.csv,GCFR,richness,QDS,521
replicates,9450,0.49997939306119765,0.8244788256377941,0.7126556979382034,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_522.csv,GCFR,richness,QDS,522
replicates,8950,0.4848521684935633,0.81906571822018,0.7062216835092275,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_523.csv,GCFR,richness,QDS,523
replicates,7450,0.5026738849315298,0.7983549875135156,0.6827908531226056,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_524.csv,GCFR,richness,QDS,524
replicates,7950,0.49256740349645767,0.8047442671982963,0.69224098119176,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_525.csv,GCFR,richness,QDS,525
replicates,8050,0.5105029755973112,0.8073110540135102,0.6938809268870811,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_526.csv,GCFR,richness,QDS,526
replicates,8100,0.5089958452466272,0.8082687756548426,0.6960238677508497,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_527.csv,GCFR,richness,QDS,527
replicates,7350,0.4721046899939155,0.7968454416060681,0.682111762213964,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_528.csv,GCFR,richness,QDS,528
replicates,8600,0.5060938907881656,0.8145611361344776,0.7047046453677753,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_529.csv,GCFR,richness,QDS,529
replicates,7550,0.5034797038708939,0.7987184106982204,0.687787469239728,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_530.csv,GCFR,richness,QDS,530
replicates,7300,0.4672337238368308,0.7959822140272665,0.6831816916506577,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_531.csv,GCFR,richness,QDS,531
replicates,8550,0.5056248120565927,0.8145783938740957,0.7035719156462178,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_532.csv,GCFR,richness,QDS,532
replicates,7500,0.5022623227533971,0.7991217094338771,0.6863293837568529,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_533.csv,GCFR,richness,QDS,533
replicates,9300,0.5066010318198217,0.8230978873855153,0.7110523971493428,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_534.csv,GCFR,richness,QDS,534
replicates,7450,0.49099854730754156,0.7976562505761631,0.6851855329232975,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_535.csv,GCFR,richness,QDS,535
replicates,8e3,0.4950043140221503,0.80601897490457175,0.6930103184732728,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_536.csv,GCFR,richness,QDS,536
replicates,8200,0.5000182159016322,0.8092738410860129,0.6960517557219975,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_537.csv,GCFR,richness,QDS,537
replicates,8900,0.5029474758453907,0.8188885700909797,0.7078008925458104,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_538.csv,GCFR,richness,QDS,538
replicates,9300,0.4983054368755978,0.8231043137738832,0.7101033790148865,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_539.csv,GCFR,richness,QDS,539
replicates,8900,0.5094432758475728,0.8189941451322436,0.706810550766982,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_540.csv,GCFR,richness,QDS,540
replicates,9100,0.5054518349741566,0.8216649153663214,0.7092755860881667,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_541.csv,GCFR,richness,QDS,541
replicates,8250,0.5023716560698853,0.8095989637492921,0.6989820967743438,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_542.csv,GCFR,richness,QDS,542
replicates,8650,0.4828177024243411,0.8152225797696013,0.7041611990857647,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_543.csv,GCFR,richness,QDS,543
replicates,9150,0.5027719290564115,0.8211717805567131,0.7095851778066308,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_544.csv,GCFR,richness,QDS,544
replicates,7950,0.47264828505833056,0.8057001931869237,0.691065885421535,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_545.csv,GCFR,richness,QDS,545
replicates,8400,0.48827762550135767,0.8121155617450126,0.7007582796121411,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_546.csv,GCFR,richness,QDS,546
replicates,8600,0.49492772146023956,0.8147206291421992,0.7029484364807417,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_547.csv,GCFR,richness,QDS,547
replicates,9100,0.5181470406244391,0.8205963667443488,0.7074232561284974,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_548.csv,GCFR,richness,QDS,548
replicates,7600,0.4849506683490996,0.800433712449876,0.6871693757200565,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_549.csv,GCFR,richness,QDS,549
replicates,8050,0.472186497282182,0.8059664153768724,0.6950907580776464,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_550.csv,GCFR,richness,QDS,550
replicates,7350,0.4729626603368394,0.7972194664911706,0.6825884361039425,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_551.csv,GCFR,richness,QDS,551
replicates,8250,0.49557986257416176,0.8100121976231384,0.6978438323640147,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_552.csv,GCFR,richness,QDS,552
replicates,7550,0.48932527997720365,0.7998966195301763,0.687774143675248,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_553.csv,GCFR,richness,QDS,553
replicates,7700,0.4915716439109433,0.8019413128430533,0.689615791289392,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_554.csv,GCFR,richness,QDS,554
replicates,7900,0.48690813119740617,0.8045479900045639,0.6932687004698699,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_555.csv,GCFR,richness,QDS,555
replicates,7500,0.48272390993751735,0.7989287189240044,0.6858386232605626,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_556.csv,GCFR,richness,QDS,556
replicates,9350,0.5158710322628703,0.8240756428439341,0.7127423706045105,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_557.csv,GCFR,richness,QDS,557
replicates,7850,0.4941351244463361,0.8038597732659762,0.692294105602615,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_558.csv,GCFR,richness,QDS,558
replicates,7700,0.49684936078800657,0.8018856983246031,0.6877652888918736,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_559.csv,GCFR,richness,QDS,559
replicates,7650,0.47420307594083533,0.8005435192166983,0.6899772621491018,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_560.csv,GCFR,richness,QDS,560
replicates,9950,0.5014267259891886,0.8306119658001058,0.7175837795942526,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_561.csv,GCFR,richness,QDS,561
replicates,8400,0.48915621866615566,0.8120564087149222,0.7007662995475518,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_562.csv,GCFR,richness,QDS,562
replicates,7800,0.49223974254533,0.804047926291788,0.6892599548546227,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_563.csv,GCFR,richness,QDS,563
replicates,7800,0.5026506349259512,0.8038061414485279,0.6906263993086499,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_564.csv,GCFR,richness,QDS,564
replicates,8150,0.49612000585534055,0.8088209053693338,0.6965541648121832,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_565.csv,GCFR,richness,QDS,565
replicates,8500,0.5026338326249566,0.8130576540501935,0.6999934956962287,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_566.csv,GCFR,richness,QDS,566
replicates,8700,0.4910765914994115,0.8163742596326871,0.7030507250438666,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_567.csv,GCFR,richness,QDS,567
replicates,8100,0.47738081960670864,0.807364120719908,0.6961479210578854,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_568.csv,GCFR,richness,QDS,568
replicates,7400,0.4844523497798512,0.7977991991017193,0.6839300291690419,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_569.csv,GCFR,richness,QDS,569
replicates,8100,0.5001876732016497,0.8076272943033953,0.6963764474120152,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_570.csv,GCFR,richness,QDS,570
replicates,8e3,0.49070489991117294,0.8059944943936488,0.6925713522744803,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_571.csv,GCFR,richness,QDS,571
replicates,7250,0.49601496040492354,0.7942748437402356,0.6797663629237172,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_572.csv,GCFR,richness,QDS,572
replicates,7850,0.47474592478169275,0.8044930400029743,0.6934913185655789,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_573.csv,GCFR,richness,QDS,573
replicates,7700,0.4804141707029479,0.8019641172387572,0.6880484682558907,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_574.csv,GCFR,richness,QDS,574
replicates,8550,0.48313364861194297,0.8137924306807462,0.7043352086055097,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_575.csv,GCFR,richness,QDS,575
replicates,8100,0.4989917378480694,0.8080923469446986,0.6959706650047868,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_576.csv,GCFR,richness,QDS,576
replicates,7250,0.47428560902234496,0.7948976603471631,0.6817717012250788,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_577.csv,GCFR,richness,QDS,577
replicates,9250,0.490603013707962,0.8222627093961868,0.7103644374417966,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_578.csv,GCFR,richness,QDS,578
replicates,7500,0.4995783461550751,0.7987678020592245,0.686684690222269,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_579.csv,GCFR,richness,QDS,579
replicates,7450,0.5008988532126084,0.7986765532033714,0.6842958773656062,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_580.csv,GCFR,richness,QDS,580
replicates,8950,0.4968596322955542,0.8188846159555673,0.7063314215068441,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_581.csv,GCFR,richness,QDS,581
replicates,7900,0.48748863593317915,0.8043425970961249,0.6916018184415101,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_582.csv,GCFR,richness,QDS,582
replicates,8150,0.48416172068556296,0.8079524623876562,0.6959241523673181,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_583.csv,GCFR,richness,QDS,583
replicates,8300,0.49553701879125744,0.8097804118550599,0.6996699509686287,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_584.csv,GCFR,richness,QDS,584
replicates,8700,0.5240874288548449,0.8163858698078271,0.7061316449735149,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_585.csv,GCFR,richness,QDS,585
replicates,8350,0.48931645042027083,0.8116449477500667,0.6996931761851198,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_586.csv,GCFR,richness,QDS,586
replicates,7850,0.48301795815739934,0.8043499667064667,0.6917658208256043,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_587.csv,GCFR,richness,QDS,587
replicates,8050,0.49376453373999496,0.8069501904721502,0.6932144321737587,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_588.csv,GCFR,richness,QDS,588
replicates,9150,0.4971918070001772,0.821608735023933,0.7088314316639374,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_589.csv,GCFR,richness,QDS,589
replicates,8650,0.4809914184858878,0.8154252444527725,0.7016561112476892,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_590.csv,GCFR,richness,QDS,590
replicates,6950,0.47380691274870557,0.7900202221042011,0.6765185767652583,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_591.csv,GCFR,richness,QDS,591
replicates,7750,0.4974846415311345,0.8019366051914205,0.6902436421447692,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_592.csv,GCFR,richness,QDS,592
replicates,7900,0.4888520268643065,0.8054010394660679,0.6935185046061284,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_593.csv,GCFR,richness,QDS,593
replicates,6600,0.4721468812096945,0.7842112000075219,0.6690565949310968,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_594.csv,GCFR,richness,QDS,594
replicates,8500,0.48875777281554866,0.8130248697239804,0.7011038250935926,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_595.csv,GCFR,richness,QDS,595
replicates,9600,0.5046918627243931,0.8275598904583411,0.7174071767317071,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_596.csv,GCFR,richness,QDS,596
replicates,8550,0.4985504081719143,0.8135344506854522,0.7023390098965875,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_597.csv,GCFR,richness,QDS,597
replicates,8200,0.48296118097072804,0.8092630170165424,0.6977109924541257,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_598.csv,GCFR,richness,QDS,598
replicates,8700,0.4812479043743746,0.8161283449906609,0.701357777672267,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_599.csv,GCFR,richness,QDS,599
replicates,8e3,0.5013383198672563,0.8063192263302581,0.6934767533249372,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_600.csv,GCFR,richness,QDS,600
replicates,7400,0.4812708377065752,0.796909252204428,0.6845291408729723,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_601.csv,GCFR,richness,QDS,601
replicates,8900,0.5137529558572418,0.8193539077779349,0.7082319336761037,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_602.csv,GCFR,richness,QDS,602
replicates,7800,0.4953124880178552,0.8030683663761803,0.6889380835548695,/home/ruan/Desktop/Cape-vs-SWA/outputs/species-environment-relationships/from-local-machines/QDS-richness-models_1000-reps/GCFR_QDS-richness-gbm-step_summary_2018-12-04_603.csv,GCFR,richness,QDS,603
