Elevation,MAP,PDQ,Surface T,NDVI,CEC,Clay,Soil C,pH
0.9981617647058824,0.6073529411764705,0.7691176470588236,0.7393382352941177,0.5856617647058824,0.6838235294117647,0.6058823529411764,0.5125,0.64375
0.9878676470588236,0.6154411764705883,0.8106617647058824,0.7113970588235294,0.6470588235294118,0.6654411764705882,0.5113970588235294,0.4823529411764706,0.6176470588235294
0.9716911764705882,0.5540441176470589,0.7349264705882353,0.7455882352941177,0.6680147058823529,0.6411764705882353,0.5731617647058823,0.4698529411764706,0.6426470588235295
0.98125,0.5628676470588235,0.8941176470588236,0.7514705882352941,0.6316176470588235,0.5856617647058824,0.6683823529411764,0.6279411764705882,0.6878676470588235
0.986764705882353,0.5713235294117647,0.7897058823529411,0.7716911764705883,0.5977941176470588,0.5970588235294118,0.6125,0.6102941176470589,0.6779411764705883
0.9860294117647059,0.5283088235294118,0.8518382352941176,0.7183823529411765,0.5790441176470589,0.6268382352941176,0.586764705882353,0.5363970588235294,0.6992647058823529
0.9834558823529411,0.6128676470588236,0.8117647058823529,0.7551470588235294,0.64375,0.6147058823529412,0.5944852941176471,0.5477941176470589,0.6275735294117647
0.9790441176470588,0.5915441176470588,0.8816176470588235,0.705514705882353,0.6551470588235294,0.6022058823529411,0.5816176470588236,0.49926470588235294,0.6606617647058823
0.9801470588235294,0.5698529411764706,0.8558823529411764,0.70625,0.6294117647058823,0.6511029411764706,0.5422794117647058,0.5198529411764706,0.6356617647058823
0.981985294117647,0.5882352941176471,0.8503676470588235,0.7672794117647059,0.5753676470588235,0.6621323529411764,0.6011029411764706,0.5525735294117647,0.6286764705882353
0.9786764705882353,0.49301470588235297,0.7511029411764706,0.7444852941176471,0.6279411764705882,0.6367647058823529,0.5933823529411765,0.48051470588235295,0.6911764705882353
0.9959558823529412,0.6338235294117647,0.8117647058823529,0.7106617647058824,0.5904411764705882,0.575735294117647,0.6808823529411765,0.5191176470588236,0.6746323529411765
0.9871323529411765,0.5705882352941176,0.8077205882352941,0.7025735294117647,0.6525735294117647,0.6503676470588236,0.5952205882352941,0.506985294117647,0.6404411764705882
0.9834558823529411,0.6338235294117647,0.8286764705882353,0.7180147058823529,0.6753676470588236,0.5305147058823529,0.6238970588235294,0.5169117647058824,0.65625
0.9838235294117647,0.5547794117647059,0.8191176470588235,0.7433823529411765,0.6264705882352941,0.5882352941176471,0.5165441176470589,0.4974264705882353,0.7040441176470589
0.9849264705882353,0.5419117647058823,0.7897058823529411,0.7691176470588236,0.6084558823529411,0.5128676470588235,0.5330882352941176,0.5650735294117647,0.6378676470588235
0.9904411764705883,0.5933823529411765,0.8227941176470588,0.7147058823529412,0.65625,0.6349264705882353,0.6294117647058823,0.5117647058823529,0.7363970588235295
0.9908088235294118,0.5584558823529412,0.8341911764705883,0.7661764705882353,0.5426470588235294,0.6485294117647059,0.5419117647058823,0.5272058823529412,0.6547794117647059
0.9897058823529412,0.5360294117647059,0.8242647058823529,0.6849264705882353,0.6356617647058823,0.5897058823529412,0.7051470588235295,0.5286764705882353,0.6580882352941176
0.9761029411764706,0.48566176470588235,0.8397058823529412,0.7477941176470588,0.5371323529411764,0.5275735294117647,0.5779411764705882,0.5632352941176471,0.6485294117647059
0.9919117647058824,0.5117647058823529,0.8525735294117647,0.731985294117647,0.6852941176470588,0.6878676470588235,0.6040441176470588,0.46838235294117647,0.694485294117647
0.993014705882353,0.6011029411764706,0.7602941176470588,0.7808823529411765,0.6786764705882353,0.6488970588235294,0.5922794117647059,0.5375,0.649264705882353
0.9915441176470589,0.5183823529411765,0.8713235294117647,0.7371323529411765,0.6323529411764706,0.6970588235294117,0.5117647058823529,0.4922794117647059,0.6915441176470588
