region,Elevation,MAP,PDQ,Surface.T,NDVI,CEC,Clay,Soil.C,pH
GCFR,256.1512800481155,18.10058324778493,1.5294734191701884,1.0872131768777453,1990941.833921962,1.365530886922706,2.0559178118292913,9.025339352988244,2.313409458426096
GCFR,192.79615407497036,25.823369506902505,1.7262214914028868,1.139940058594192,2474760.186327882,1.309135570169631,2.1927234834911777,11.950571357880943,5.543548748417085
GCFR,169.15258434850674,37.240822746678404,3.0664060817768704,3.8896717203300453,2299499.1277037505,1.3655469428724656,2.4531307428679723,16.369130322183526,8.102222952650063
GCFR,82.10003088202711,25.720844512698008,3.1979836126349825,1.1410443513416113,966048.3080595374,1.1522649953478017,1.2205322305115114,6.635491889054236,1.6294401914142411
GCFR,79.65347890033732,18.197405863784844,4.470884464573897,1.4264358276289641,1499644.8526987657,0.8751798124951229,1.2639596054179898,3.4716581208341144,1.8146698812664184
GCFR,253.9830440625382,32.495808985450495,2.1680044662572966,1.6274009301457844,1794197.3564909995,1.7470040124726374,2.4636047841029725,9.80071993235308,4.155813119593402
GCFR,248.51853127455595,34.12617109907848,2.1217592095982853,1.7065929294423654,2769044.68760459,1.6994884895213813,3.0534903116046026,13.469495408733621,5.249252431433435
GCFR,159.41296603348223,34.52320514790098,2.565167165681309,1.1453525470825454,2392803.006144287,1.732711230358028,3.312740006821703,11.075070504225096,6.2778570476645825
GCFR,84.85823555737434,31.93063518648107,3.8787778276801355,1.0140886798188191,1264992.9679216354,1.2036973343629707,3.0284828339138468,5.5728373570584395,3.509529704428296
GCFR,87.20101252269389,20.595483065851678,4.304400444338789,0.5033241103536644,1136706.158074772,0.9464066876579346,2.6290273196570415,3.317962989625944,1.4188643655509523
GCFR,118.07954884780524,13.766525414314856,4.084356064130778,0.7305679962414805,924024.8956427015,0.9552819004765265,2.616806434442275,2.6965079222888995,1.4329390000154234
GCFR,205.58547857137117,29.359624366944544,4.638707673192601,1.1379297398368824,2216588.205434783,1.7142564153152957,2.712296302007593,12.08046101141667,5.128644227014074
GCFR,321.0217298349642,23.961339294253918,2.46342628357851,1.0542945074539816,3359202.861331242,1.6245975180558696,3.139522239738171,16.758396492485467,4.0281824945046285
GCFR,156.81772155909897,25.305621803828647,2.9245360598677683,0.943626197272792,3447283.656072119,1.274568970095646,3.0048670337785897,12.448151270349307,5.056014349880204
GCFR,88.33607238331513,23.111870179600473,3.4688416450908544,0.8750103915373515,2332180.5089561054,1.6359211220165173,3.539138583931517,9.476692351283937,4.756515783202836
GCFR,65.6835667999711,13.259166938410582,2.209186885239244,0.47504621092587385,1782382.4789526197,1.946020652234149,4.428451860299476,6.03845797902178,3.915419811576054
GCFR,192.47824215653122,17.92093295394733,6.023710768479173,1.3017506170785254,2076536.9383870969,1.0434504323428675,1.60942275962522,13.656632582884962,2.201801731663366
GCFR,264.5893690340713,18.635772389120397,3.29088991286751,0.8421449488392098,3290559.9380645147,1.202031084766036,1.5921300231916018,12.271069194849368,2.0999063150783814
GCFR,340.0645690557374,29.546123843522672,2.763898908339338,2.756743708931374,3163231.172229262,2.3157232753760804,3.107259886967972,18.031146984427206,3.683136918336009
GCFR,201.8718327640352,16.450509637928214,3.686132022040733,0.955072621845062,3779258.9481150797,1.4132520059082245,2.242064821398448,10.334287991306137,3.928468758794997
GCFR,143.20656476396854,12.04250458681781,2.6052854833489407,1.0046610986775022,5021886.5868703695,2.0301288320345257,2.732720020959061,10.284100420060925,2.9165055281448082
GCFR,97.84918623556425,11.765354274296902,2.2542425606048075,0.8165192089369384,3384636.7753547807,1.8980686693846647,2.345963283776566,11.784698014306676,2.8831024737231816
GCFR,202.9789841149109,11.039616896831319,3.688768145702397,0.9242113755291163,1113969.451802951,1.3169959159951472,1.430886525368506,9.530424024618156,0.7049953609742209
GCFR,253.676869967701,13.09874752529742,4.056404232249973,1.076048429393282,2372908.187158664,1.5058433519930916,1.4186827246828009,6.871411270022123,2.077116485207224
GCFR,288.53784397817003,29.13590911192399,3.396076366104442,1.2113334316959197,3891718.429155593,2.121370255901568,2.212004327446651,10.636711365902013,2.8639289783454576
GCFR,241.26331651738505,30.06388747459022,4.1278689412904574,0.9431137134778638,4545867.599087634,2.3519414746650256,2.8748807457938543,13.44651123363627,2.61663441506669
GCFR,142.6681606776824,27.424583497719418,3.0629477627592547,1.016879635918201,4742302.63980775,1.1638882275073346,1.8023475364517725,12.064536703962153,2.5782154577314884
GCFR,86.09098518192968,24.740586078922533,1.5006980289875989,0.8547743137491608,3224670.7417056863,0.8247208707415004,1.2302587255426873,11.169160085585606,1.9263784307035472
GCFR,117.20550800021095,16.369675308698774,7.240676771667964,1.0555960377385247,1676388.305983996,2.5214339742797045,1.3798222294483367,6.735209564130047,0.9462096330147176
GCFR,102.06634547270137,18.009431884730738,3.3488279347945586,1.0554594344583197,2748552.1763258665,0.8426825239950233,1.0615858483531697,5.429249598796407,1.8558272821466386
GCFR,230.0013605820486,35.490866828149606,4.197354823544968,2.0126475513073885,5909270.32504845,2.752770491912383,2.482717376392941,9.179987419058184,3.509149433106412
GCFR,222.1389776609255,62.874532800757365,3.9583897891251936,1.2718842232745686,6480832.565108695,2.937918691816537,3.560741699415705,11.136400369250254,2.918669701659166
GCFR,241.23509245168898,28.401811303769268,5.574931848978402,1.2432255242152124,4427238.492522255,2.132471366019745,2.8992648886980663,12.821101068325099,2.112681580630152
GCFR,187.95580327335566,29.333509284546412,4.427816646843452,1.5786765842479251,3442668.383140491,0.9306118646619579,0.9099275893265523,9.48098825632908,1.9508444428550529
GCFR,77.66545462290706,43.238059333086376,4.844890838665459,1.2958470365891894,3987095.7672745823,1.7737933197644689,1.0659032986593069,7.887101470226661,2.363226560397841
GCFR,209.90448415028226,46.7541964379353,5.4080008649257,1.5866988023238875,2864658.9146226034,2.3526325538485744,1.7681141026294367,9.640249141738252,2.0284721743394174
GCFR,247.40892920970919,41.91670783996582,4.445746448040008,2.0585746765136577,5646805.18625,2.3102110528945925,2.0279580700397495,6.942710332870483,2.600476593971252
GCFR,257.0015370989772,33.83886578467251,6.285820390524194,1.843130625774421,5040276.52020202,0.8822112779267186,1.7501668650314803,8.112646190608853,2.63366312540865
GCFR,359.1907608051535,20.012419353378824,8.69223126352687,2.2968306416890334,2620754.3854256854,1.2060297829240236,1.412752364708351,5.562178981741625,1.7518376432527458
GCFR,193.86503982907684,16.0394190501427,8.790260917820866,1.5403760910180135,2123624.435098562,1.3953063318258094,0.4850823189779696,4.533599345884248,1.370219330195295
GCFR,59.61514918086755,20.89002971178263,8.627229331524557,1.0615034692708263,2285929.6184996683,0.6031209932530992,0.40001707851892265,8.898589320958914,2.1180219621542733
GCFR,87.19023528262012,10.964614775889354,6.998063117059732,0.529061967354797,1409451.9861903905,0.8108718570401651,0.47459329817641444,7.006938914945418,0.9328278329019734
GCFR,95.62089912740808,47.66346663893315,7.543223860305653,1.0744476050661167,3820120.3915204685,1.2978176101188212,1.4328372227518187,6.012804276148479,2.0556275873016907
GCFR,249.78996452542773,60.61795441610771,6.473570924307171,1.4241284085993158,3767893.014561405,2.0284199271285743,1.4241618759381156,8.884440251860703,2.019422931085554
