resolution,region,variable,roughness,z_roughness
0.05º,Cape,Elevation,113.40905599288286,1.4172715761847487
0.05º,Cape,Elevation,45.53568494385642,0.05559263598053352
0.05º,Cape,Elevation,43.081302014931175,0.0063526837892657305
0.05º,Cape,Elevation,198.4932515897827,3.124234933063375
0.05º,Cape,Elevation,28.024707205449808,-0.2957134689063128
0.05º,Cape,Elevation,25.373171862049755,-0.3489087026262798
0.05º,Cape,Elevation,15.603906051130984,-0.544900198412991
0.05º,Cape,Elevation,77.84295347329163,0.7037426614194918
0.05º,Cape,Elevation,37.827843964737795,-0.09904245247157327
0.05º,Cape,Elevation,25.905601893646697,-0.3382270648948323
0.05º,Cape,Elevation,52.31128915000503,0.19152514400356044
0.05º,Cape,Elevation,23.597325558523202,-0.3845358193463988
0.05º,Cape,Elevation,59.603066353210615,0.33781314032385895
0.05º,Cape,Elevation,58.070368947486074,0.3070640888648821
0.05º,Cape,Elevation,40.64994216136604,-0.042425378320928166
0.05º,Cape,Elevation,29.84199390059127,-0.25925497299191336
0.05º,Cape,Elevation,45.75884164648114,0.06006961682932628
0.05º,Cape,Elevation,25.23788239751427,-0.35162288658152213
0.05º,Cape,Elevation,90.30968736839358,0.9538508958525286
0.05º,Cape,Elevation,50.42351459993631,0.15365251724357082
0.05º,Cape,Elevation,14.408632914718538,-0.5688798274263934
0.05º,Cape,Elevation,23.91685648293219,-0.37812537407475577
0.05º,Cape,Elevation,96.36394036332821,1.0753116200578432
0.05º,Cape,Elevation,137.97516751280426,1.910118125315521
0.05º,Cape,Elevation,217.44852058746892,3.504516480909457
0.05º,Cape,Elevation,14.928878980899714,-0.5584426250141058
0.05º,Cape,Elevation,65.39143004996411,0.45393958022646225
0.05º,Cape,Elevation,16.02136098917741,-0.5365251967173852
0.05º,Cape,Elevation,27.397253991017884,-0.3083014664501249
0.05º,Cape,Elevation,37.399273001250045,-0.1076404644215436
0.05º,Cape,Elevation,66.21926282022193,0.470547602369001
0.05º,Cape,Elevation,38.59919970194062,-0.08356747537052282
0.05º,Cape,Elevation,93.95557128888281,1.0269948000999451
0.05º,Cape,Elevation,90.5798290403066,0.9592704914881988
0.05º,Cape,Elevation,69.76827346469943,0.5417480301428758
0.05º,Cape,Elevation,144.73848450994092,2.045804126741235
0.05º,Cape,Elevation,113.0999581195647,1.4110704393021385
0.05º,Cape,Elevation,34.90717373821984,-0.15763708358041106
0.05º,Cape,Elevation,83.31415665005487,0.8135062112216018
0.05º,Cape,Elevation,38.47071483552367,-0.08614514514043208
0.05º,Cape,Elevation,42.38050310725491,-0.007706778694358423
0.05º,Cape,Elevation,32.2858486964545,-0.21022623672890486
0.05º,Cape,Elevation,112.71826000061199,1.4034127926866775
0.05º,Cape,Elevation,89.8810153180976,0.945250855893992
0.05º,Cape,Elevation,109.18238059800005,1.3324758045391354
0.05º,Cape,Elevation,75.20638142062504,0.6508476219812143
0.05º,Cape,Elevation,64.0085994670051,0.42619716440737027
0.05º,Cape,Elevation,175.15898709334698,2.656101760084527
0.05º,Cape,Elevation,142.47870540582994,2.0004683261463474
0.05º,Cape,Elevation,48.907196840086776,0.12323207505346154
0.05º,Cape,Elevation,255.27195536033602,4.263332107426651
0.05º,Cape,Elevation,78.03441660035948,0.7075838041817338
0.05º,Cape,Elevation,17.11276463620546,-0.5146294025576006
0.05º,Cape,Elevation,171.77964107337795,2.588305152432154
0.05º,Cape,Elevation,129.83621728339452,1.7468341016775575
0.05º,Cape,Elevation,30.092066291685608,-0.25423800826455795
0.05º,Cape,Elevation,68.42279852553854,0.5147550451045377
0.05º,Cape,Elevation,35.88495981857521,-0.13802069068483772
0.05º,Cape,Elevation,59.289111693023564,0.3315145663419231
0.05º,Cape,Elevation,81.92466720819365,0.7856302050445716
0.05º,Cape,Elevation,42.364125035718466,-0.008035356378767598
0.05º,Cape,Elevation,22.676697267695907,-0.40300550983031813
0.05º,Cape,Elevation,22.19388936946057,-0.41269162585830266
0.05º,Cape,Elevation,9.306467879219776,-0.6712397157140493
0.05º,Cape,Elevation,30.133040214503126,-0.25341598739045307
0.05º,Cape,Elevation,33.65137586126527,-0.18283096294389564
0.05º,Cape,Elevation,43.79217905008504,0.020614334166769895
0.05º,Cape,Elevation,87.27076660821001,0.8928839166656195
0.05º,Cape,Elevation,235.7883240690834,3.8724505290114712
0.05º,Cape,Elevation,27.495152500073825,-0.30633742170034256
0.05º,Cape,Elevation,104.92601080237823,1.2470843023514346
0.05º,Cape,Elevation,153.9965763383932,2.2315404247096122
0.05º,Cape,Elevation,76.09743865974562,0.6687240565574576
0.05º,Cape,Elevation,38.21604185606217,-0.0912544071000495
0.05º,Cape,Elevation,24.551121752697604,-0.365400712738594
0.05º,Cape,Elevation,76.68843936114538,0.680580741974787
0.05º,Cape,Elevation,123.18847685786518,1.6134668031703274
0.05º,Cape,Elevation,105.1194577174608,1.2509652439673322
0.05º,Cape,Elevation,15.397718670622677,-0.5490367398788809
0.05º,Cape,Elevation,110.72435792579242,1.3634110302554268
0.05º,Cape,Elevation,84.37193332314789,0.8347273793605711
0.05º,Cape,Elevation,55.65245877629465,0.258555854950307
0.05º,Cape,Elevation,27.673191122545933,-0.3027656020158874
0.05º,Cape,Elevation,24.34587212741283,-0.3695184409126257
0.05º,Cape,Elevation,50.34264174731854,0.1520300420586516
0.05º,Cape,Elevation,38.24164774540294,-0.09074070047664713
0.05º,Cape,Elevation,122.33233539892598,1.5962908507098084
0.05º,Cape,Elevation,39.748893593259226,-0.0605022594354078
