region,Elevation,MAP,PDQ,Surface.T,NDVI,CEC,Clay,Soil.C,pH
GCFR,270.61400882929405,32.26150510336947,3.903276972635519,1.2248790343045357,2692556.1549086794,1.4030241609176535,2.4294209930147717,8.364087755829951,2.911533416876119
GCFR,201.20587603889606,30.981355450063916,4.669228243097487,1.390776674335579,3053416.227549263,2.459313749615313,4.013928301807804,14.28065622758224,8.160931423044262
GCFR,55.675717740878355,24.9764858259353,3.366333808008207,0.8926746235433853,1569498.9459221866,1.5594357691616925,3.963833882717883,7.193357315502006,3.9629698786576633
GCFR,94.53599029934713,11.823143368216876,2.821692588106398,0.5159128397129678,1107363.2816271326,1.1034969580555476,4.40399131219783,7.556659647801297,3.2987583279460893
GCFR,280.6191109960598,29.789210739996374,3.0730692951145793,0.8782917303925127,3539213.720222558,1.3544887481414523,2.974062394183444,11.80589889249102,3.304168308632884
GCFR,327.64141712125115,26.661484647438026,3.3491253961602387,1.5464248914090035,3646643.9812584873,1.1412088595549266,3.489922089436252,8.409557536385432,4.4641547163509845
GCFR,127.84149024718985,19.648936308840398,4.889760698689731,0.8450354857195066,4140335.912288159,1.6552258116036647,5.009353620786575,12.19675954906276,5.204531957389842
GCFR,250.66450814613432,12.07496896973106,2.9937193924034644,0.5286971714730555,2495328.674718225,1.0010025493482175,1.6552704976658388,7.028498377490114,1.8739596289316462
GCFR,277.306182848081,13.206589665590048,3.7235180441107003,0.7175434104551641,3206286.379001493,1.005399878933944,1.690711851042075,8.975230673574458,2.2159387936261368
GCFR,280.75060788949287,18.795651447824234,4.529772089925836,1.2256561835492903,4304663.480033202,1.9085672514875438,2.5845081937428396,9.14171359722119,3.1204872205116345
GCFR,189.04919781050228,25.23628242228208,4.541337845334812,1.0199742110482248,4224206.942021433,1.8876963017409594,2.123461738581611,10.83675996895284,3.059265867836834
GCFR,178.4743497069494,30.268157477626794,7.376188563693725,1.1567973277108052,1917272.3168773958,1.8057727076639278,1.335749464979835,10.10179519715698,1.1932978468666864
GCFR,241.4756854351744,37.933822104167476,3.818936755839054,1.3201269419991815,3006306.9824928655,2.378116080774145,1.7822203104531786,9.205582841772983,1.9194617652889374
GCFR,239.43929017907146,46.15564569222867,4.6954420259563,1.4107494636191618,5828107.571698317,2.0316732144865286,2.230768968436452,8.86895372412733,2.534158667899696
GCFR,318.5880720477831,34.35737305314219,6.702594083243992,1.9021405453468836,4793500.370408257,2.0516770681790915,2.369441963295339,9.944179641767342,2.5506592859845543
GCFR,266.5743874085998,32.711942560000594,6.138232076781206,2.182507566575828,3350376.3106973665,1.484250326248489,1.068975604422154,13.730249621951698,2.0502499307731457
GCFR,200.92807610143993,69.12694320584383,5.474947105009834,1.8575125961294978,5480958.423261506,2.6740589915994044,1.2561074106596521,10.177901088454275,3.0257750883484076
GCFR,267.4747767755144,74.60236003665985,7.175044017415567,2.443039846852564,7200199.231661741,1.9527557086477358,1.2877791893822446,14.700442770988497,3.407229666938771
GCFR,325.22193174852,68.74821194518015,13.829347571512288,3.807411789043492,8615013.025939053,1.424929403541315,2.171255221866978,7.0785945614317525,4.270032706497585
GCFR,376.4165545275218,27.792881444353235,7.757422558034402,1.873034256885725,3078444.9481242457,1.5453692842733198,0.973150044978091,4.380482489830186,2.1569462629133915
GCFR,309.6474790833977,27.36527076087908,13.20593023996506,0.7343820970400164,3204921.9682852332,1.6708599987463664,0.6847555881329738,5.750741800349014,0.77327652106356
GCFR,378.4033462882518,23.89873134628907,13.253722444821225,0.5445524850637327,1884737.0393234426,1.3534718566116428,1.458513227613759,6.022322435889283,0.9919406903581205
