Elevation_mean,MAP_mean,PDQ_mean,Surface T_mean,NDVI_mean,CEC_mean,Clay_mean,Soil C_mean,pH_mean,Elevation_sd,MAP_sd,PDQ_sd,Surface T_sd,NDVI_sd,CEC_sd,Clay_sd,Soil C_sd,pH_sd
0.9581474264705883,0.6552191176470589,0.8349220588235294,0.7974202205882353,0.6104007352941176,0.6613915441176471,0.6185474264705882,0.6561408088235294,0.6396764705882353,0.019440880599667375,0.05032452326634148,0.040738088172951326,0.04123633911595404,0.05706044180058388,0.048305570008357945,0.04925156736406128,0.05141150734811792,0.05064871483436867
