var,rel.inf
rough_Surface.T,18.891736456219004
rough_Elevation,14.988973120152414
rough_CEC,11.951878577832986
MAP,11.540943160961243
rough_MAP,11.02847883754921
rough_Soil.C,9.616813337456108
Elevation,5.05428891631751
rough_Clay,4.760331418664366
Clay,4.713089312764757
pH,2.734432525471979
PDQ,2.49940347487166
CEC,2.219630861738766
