var,rel.inf
MAP,37.24595483753213
PDQ,14.047266660561489
rough_MAP,12.347313457720178
Elevation,9.827727482722818
CEC,6.07018599046902
rough_PDQ,3.9174765832829896
pH,2.9181221344806088
Clay,2.602264903662559
rough_Elevation,2.5075683175973165
rough_CEC,2.169722487173602
rough_Soil.C,1.9761862337014189
rough_NDVI,1.6326672781738554
Surface.T,1.4860057576775725
rough_Surface.T,1.2515378752444426
