species,n_collections
Geissorhiza purpureolutea,35
Gethyllis verticillata,35
Haworthia maraisii,35
Helichrysum petiolare,35
Hermbstaedtia glauca,35
Hessea cinnamomea,35
Hordeum capense,35
Indigofera nebrowniana,35
Ixia erubescens,35
Lachnaea filicaulis,35
Laevicarpa kolbei,35
Metalasia calcicola,35
Microdon polygaloides,35
Moraea collina,35
Moraea tricuspidata,35
Moraea versicolor,35
Nemesia diffusa,35
Nivenia corymbosa,35
Oftia revoluta,35
Osteospermum ciliatum,35
Osteospermum rigidum,35
Othonna arbuscula,35
Oxalis salteri,35
Pelargonium hermaniifolium,35
Petroselinum crispum,35
Platylophus trifoliatus,35
Pomaderris kumeraho,35
Restio adpressus,35
Restio bolusii,35
Restio patens,35
Rhamnus prinoides,35
Ruschia tenella,35
Ruschia viridifolia,35
Scirpoides dioeca,35
Sebaea elongata,35
Senecio ilicifolius,35
Serruria flava,35
Sparaxis metelerkampiae,35
Spatalla barbigera,35
Stoebe gomphrenoides,35
Syncarpha argyropsis,35
Tanquana prismatica,35
Tritonia flabellifolia,35
Tritonia pallida,35
Ursinia quinquepartita,35
Watsonia rogersii,35
Watsonia zeyheri,35
Wimmerella pygmaea,35
Acacia pycnantha,34
Adromischus maculatus,34
Agathosma pungens,34
Amphithalea biovulata,34
Amphithalea cuneifolia,34
Androcymbium volutare,34
Aspalathus argyrella,34
Aspalathus fusca,34
Aspalathus leucophylla,34
Babiana spathacea,34
Berzelia ecklonii,34
Berzelia galpinii,34
Cadaba aphylla,34
Cephalophyllum inaequale,34
Cheiridopsis derenbergiana,34
Chrysocoma cernua,34
Chrysocoma valida,34
Cliffortia denticulata,34
Cliffortia dichotoma,34
Cliffortia subsetacea,34
Coleonema album,34
Cotula barbata,34
Crassula pubescens,34
Cussonia thyrsiflora,34
Cyathocoma hexandra,34
Disperis paludosa,34
Eberlanzia cyathiformis,34
Empleurum fragrans,34
Erica arachnocalyx,34
Erica autumnalis,34
Erica bokkeveldia,34
Erica fairii,34
Erica hendricksei,34
Erica hirtiflora,34
Erica paludicola,34
Erica villosa,34
Eriocephalus namaquensis,34
Euclea crispa,34
Euryops virgineus,34
Ficinia levynsiae,34
Geissorhiza schinzii,34
Gethyllis campanulata,34
Haworthia floribunda,34
Hermannia abrotanoides,34
Hermannia coccocarpa,34
Hermas quinquedentata,34
Hibiscus trionum,34
Hypodiscus rigidus,34
Isolepis rubicunda,34
Ixia calendulacea,34
Lachnostylis hirta,34
Lampranthus promontorii,34
Lebeckia contaminata,34
Leucadendron sericeum,34
Leucospermum tomentosum,34
Melolobium aethiopicum,34
Melolobium exudans,34
Mimetes hirtus,34
Moraea bifida,34
Moraea bipartita,34
Moraea caeca,34
Moraea galaxia,34
Notobubon galbanum,34
Othonna ramulosa,34
Oxalis furcillata,34
Oxalis heterophylla,34
Pellaea rufa,34
Persicaria decipiens,34
Phiambolia mentiens,34
Phylica lasiocarpa,34
Polygala triquetra,34
Psoralea odoratissima,34
Relhania corymbosa,34
Restio ejuncidus,34
Restio triflorus,34
Rhynchosia chrysoscias,34
Rosenia humilis,34
Scopelogena verruculata,34
Searsia rehmanniana,34
Secamone alpini,34
Selago pinguicula,34
Tetragonia decumbens,34
Tetragonia robusta,34
Thamnochortus pluristachyus,34
Thesium nudicaule,34
Trachyandra chlamydophylla,34
Tylecodon pearsonii,34
Tylecodon reticulatus,34
Watsonia stenosiphon,34
Watsonia stokoei,34
Adromischus filicaulis,33
Aspalathus nudiflora,33
Aspalathus salteri,33
Asparagus lignosus,33
Athanasia tomentosa,33
Babiana dregei,33
Berkheya barbata,33
Brunia sphaerocephala,33
Brunsvigia comptonii,33
Chironia melampyrifolia,33
Clutia pulchella,33
Coelidium cedarbergensis,33
Coleonema virgatum,33
Crassula namaquensis,33
Crinum variabile,33
Crotalaria capensis,33
Cyrtanthus ventricosus,33
Diascia capensis,33
Diosma aspalathoides,33
Dischisma spicatum,33
Elegia neesii,33
Erepsia heteropetala,33
Erica carduifolia,33
Erica kougabergensis,33
Erica opulenta,33
Erica radicans,33
Erica tristis,33
Erica zeyheriana,33
Euchaetis scabricosta,33
Ficinia trispicata,33
Gasteria brachyphylla,33
Gladiolus equitans,33
Gloveria integrifolia,33
Haemanthus unifoliatus,33
Helichrysum herniarioides,33
Helichrysum zwartbergense,33
Heliophila macowaniana,33
Hermannia muricata,33
Hermannia prismatocarpa,33
Hydrophilus rattrayi,33
Lachnaea naviculifolia,33
Lampranthus stenopetalus,33
Lampranthus vernalis,33
Leonotis ocymifolia,33
Leucadendron concavum,33
Leucadendron nervosum,33
Lidbeckia pectinata,33
Melianthus pectinatus,33
Microloma calycinum,33
Mystroxylon aethiopicum,33
Otholobium zeyheri,33
Othonna ciliata,33
Othonna multicaulis,33
Oxalis depressa,33
Oxalis lanata,33
Oxalis tenuifolia,33
Ozoroa dispar,33
Pelargonium incarnatum,33
Pelargonium ribifolium,33
Pentameris capensis,33
Pentameris pholiuroides,33
Phyllopodium pumilum,33
Phymaspermum appressum,33
Platycaulos depauperatus,33
Plecostachys polifolia,33
Prismatocarpus sessilis,33
Psoralea alata,33
Rafnia spicata,33
Restio marlothii,33
Restio pachystachyus,33
Restio scaberulus,33
Restio subverticillatus,33
Romulea monadelpha,33
Roridula gorgonias,33
Ruschia karroidea,33
Sarcocornia mossiana,33
Selago glabrata,33
Senecio piptocoma,33
Senecio scapiflorus,33
Serruria brownii,33
Stapelia grandiflora,33
Stoebe nervigera,33
Tetraria crinifolia,33
Thamnea massoniana,33
Thesium capituliflorum,33
Thesium subnudum,33
Trachyandra bulbinifolia,33
Trifolium hybridum,33
Troglophyton capillaceum,33
Vexatorella amoena,33
Viscum rotundifolium,33
Wiborgia leptoptera,33
Widdringtonia schwarzii,33
Agathosma namaquensis,32
Anchusa riparia,32
Anisodontea elegans,32
Anthochortus ecklonii,32
Arthrocnemum littoreum,32
Aspalathus aristata,32
Aspalathus chenopoda,32
Aspalathus granulata,32
Aspalathus pedicellata,32
Aspalathus pedunculata,32
Aspalathus perforata,32
Asparagus stipulaceus,32
Athanasia scabra,32
Avonia papyracea,32
Baeometra uniflora,32
Bobartia lilacina,32
Brachyglottis kirkii,32
Brunsvigia herrei,32
Centella linifolia,32
Cephalophyllum pillansii,32
Ceratandra grandiflora,32
Cleretum hestermalense,32
Cliffortia hexandra,32
Cliffortia paucistaminea,32
Codon royenii,32
Cotula bipinnata,32
Cotula nudicaulis,32
Cynanchum africanum,32
Cyperus textilis,32
Dasispermum suffruticosum,32
Diascia tanyceras,32
Diosma apetala,32
Dipcadi brevifolium,32
Drosera aliciae,32
Dryopteris antarctica,32
Elaphoglossum angustatum,32
Elegia fastigiata,32
Empodium plicatum,32
Epischoenus complanatus,32
Erica blandfordii,32
Erica conferta,32
Erica floccifera,32
Erica lanuginosa,32
Erica pannosa,32
Erica tragulifera,32
Erica triflora,32
Eriocephalus purpureus,32
Euchaetis glomerata,32
Geissorhiza bolusii,32
Geissorhiza inaequalis,32
Geissorhiza inconspicua,32
Gibbaeum nuciforme,32
Gnidia deserticola,32
Gnidia penicillata,32
Helichrysum herbaceum,32
Hermannia trifoliata,32
Holothrix condensata,32
Ifloga thellungiana,32
Lampranthus godmaniae,32
Lapeirousia dolomitica,32
Lebeckia sepiaria,32
Leucadendron ericifolium,32
Leucospermum parile,32
Macrostylis cauliflora,32
Malephora luteola,32
Medicago laciniata,32
Mimetes argenteus,32
Moraea fugacissima,32
Moraea pritzeliana,32
Muraltia pauciflora,32
Myrsine pillansii,32
Noltea africana,32
Ornithogalum conicum,32
Otholobium swartbergense,32
Othonna floribunda,32
Othonna lobata,32
Ottosonderia monticola,32
Oxalis knuthiana,32
Pegolettia retrofracta,32
Pelargonium setulosum,32
Pentameris cirrhulosa,32
Phylica nigrita,32
Pterygodium schelpei,32
Restio decipiens,32
Restio degenerans,32
Romulea subfistulosa,32
Romulea triflora,32
Ruschia subpaniculata,32
Schotia latifolia,32
Senecio junceus,32
Senecio juniperinus,32
Senecio purpureus,32
Senecio wittebergensis,32
Serruria cyanoides,32
Solanum guineense,32
Struthiola hirsuta,32
Thamnochortus acuminatus,32
Thamnochortus guthrieae,32
Trachyandra tabularis,32
Trianoptiles capensis,32
Trifolium campestre,32
Tritoniopsis dodii,32
Zaluzianskya violacea,32
Agathosma orbicularis,31
Agrostis bergiana,31
Aloe falcata,31
Anacampseros lanceolata,31
Apatesia pillansii,31
Aspalathus rubiginosa,31
Babiana purpurea,31
Brunia callunoides,31
Catapodium rigidum,31
Centella triloba,31
Cliffortia tenuis,31
Crassula biplanata,31
Cyclopia galioides,31
Cyphia bulbosa,31
Daubenya aurea,31
Diosma echinulata,31
Disa graminifolia,31
Erica acuta,31
Erica grata,31
Erica lehmannii,31
Erica patersonii,31
Erica sacciflora,31
Erica tetrathecoides,31
Eriocephalus capitellatus,31
Euchaetis schlechteri,31
Euclea acutifolia,31
Euryops thunbergii,31
Eustachys paspaloides,31
Felicia fruticosa,31
Ficinia minutiflora,31
Freesia fergusoniae,31
Freesia occidentalis,31
Fusifilum depressum,31
Gazania tenuifolia,31
Geissorhiza longifolia,31
Gethyllis ciliaris,31
Haworthia glauca,31
Helichrysum diffusum,31
Helichrysum lambertianum,31
Heliophila elata,31
Indigofera porrecta,31
Lachenalia purpureocaerulea,31
Lampranthus leptosepalus,31
Lebeckia halenbergensis,31
Leipoldtia laxa,31
Lessertia spinescens,31
Leucadendron foedum,31
Leucospermum erubescens,31
Limeum aethiopicum,31
Malephora lutea,31
Mesembryanthemum barklyi,31
Mimetes capitulatus,31
Mimetes saxatilis,31
Moraea nana,31
Nidorella foetida,31
Oscularia falciformis,31
Otholobium rotundifolium,31
Paranomus spicatus,31
Pentameris capillaris,31
Pentameris triseta,31
Pharnaceum albens,31
Pharnaceum confertum,31
Phylica lanata,31
Phylica vulgaris,31
Polycarena capensis,31
Protea revoluta,31
Rafnia ovata,31
Restio quadratus,31
Restio rigidus,31
Rhoicissus digitata,31
Robsonodendron eucleiforme,31
Roepera pygmaea,31
Satyrium lupulinum,31
Selago corymbosa,31
Selago dolosa,31
Selago esterhuyseniae,31
Serruria incrassata,31
Serruria trilopha,31
Sorocephalus capitatus,31
Stapelia glanduliflora,31
Sterculia alexandri,31
Tetraria bolusii,31
Trichodesma africanum,31
Tritoniopsis elongata,31
Tritoniopsis pulchra,31
Wahlenbergia procumbens,31
Zyrphelis perezioides,31
Acmadenia latifolia,30
Adromischus triflorus,30
Agathosma geniculata,30
Agathosma subteretifolia,30
Albuca viscosa,30
Amellus alternifolius,30
Aponogeton distachyos,30
Arctotheca populifolia,30
Aspalathus lanceifolia,30
Asparagus undulatus,30
Babiana fourcadei,30
Babiana regia,30
Babiana scariosa,30
Braunsia maximiliani,30
Cadiscus aquaticus,30
Cannomois taylorii,30
Centella eriantha,30
Cineraria platycarpa,30
Cliffortia acutifolia,30
Cliffortia hantamensis,30
Cliffortia hirsuta,30
Coelidium villosum,30
Conophytum ficiforme,30
Conophytum minusculum,30
Cotyledon cuneata,30
Crassula columnaris,30
Crassula strigosa,30
Crassula thunbergiana,30
Dianthus bolusii,30
Drimia convallarioides,30
Elegia ebracteata,30
Eragrostis obtusa,30
Erica bakeri,30
Erica cylindrica,30
Erica rugata,30
Euclea natalensis,30
Eulophia litoralis,30
Euryops linearis,30
Euryops pinnatipartitus,30
Euryops spathaceus,30
Geissorhiza foliosa,30
Gomphocarpus phillipsiae,30
Harveya pauciflora,30
Helichrysum excisum,30
Heliophila digitata,30
Heliophila elongata,30
Hymenogyne glabra,30
Indigofera verrucosa,30
Inuloides tomentosa,30
Isolepis levynsiana,30
Ixia stricta,30
Jamesbrittenia racemosa,30
Jamesbrittenia thunbergii,30
Leptospermum laevigatum,30
Lessertia rigida,30
Leucadendron sorocephalodes,30
Leucospermum utriculosum,30
Lobelia anceps,30
Macrostylis barbigera,30
Macrostylis decipiens,30
Mesembryanthemum coriarium,30
Mesembryanthemum emarcidum,30
Muraltia alba,30
Muraltia horrida,30
Orphium frutescens,30
Pelargonium sidoides,30
Pharnaceum lanuginosum,30
Phylica lachneaeoides,30
Phylica rogersii,30
Protea venusta,30
Psammotropha quadrangularis,30
Pseudopentameris brachyphylla,30
Pteronia empetrifolia,30
Rafnia elliptica,30
Searsia crenata,30
Selago fruticosa,30
Selago gracilis,30
Selago luxurians,30
Senecio abruptus,30
Senecio bipinnatus,30
Senna didymobotrya,30
Serruria furcellata,30
Serruria leipoldtii,30
Serruria linearis,30
Skiatophytum tripolium,30
Solanum retroflexum,30
Spatalla colorata,30
Spatalla propinqua,30
Stilpnogyne bellidioides,30
Stoebe prostrata,30
Tetraria pleosticha,30
Thesium brachygyne,30
Trachyandra filiformis,30
Trachyandra zebrina,30
Tritoniopsis revoluta,30
Zantedeschia aethiopica,30
Adiantum capillus-veneris,29
Agathosma eriantha,29
Arctotis auriculata,29
Argyrolobium filiforme,29
Aspalathus cytisoides,29
Aspalathus excelsa,29
Aspalathus sceptrum-aureum,29
Aspalathus securifolia,29
Aspalathus tylodes,29
Atrichantha gemmifera,29
Babiana secunda,29
Berkheya heterophylla,29
Cheilanthes deltoidea,29
Cheilanthes viridis,29
Chrysocoma longifolia,29
Corycium bicolorum,29
Crassula saxifraga,29
Crassula subaphylla,29
Cyclopia sessiliflora,29
Cyrtanthus fergusoniae,29
Diascia batteniana,29
Diosma meyeriana,29
Disa gladioliflora,29
Disa uniflora,29
Drosanthemum speciosum,29
Drosanthemum striatum,29
Elegia mucronata,29
Elegia nuda,29
Empodium flexile,29
Erica capillaris,29
Erica glandulifera,29
Erica karooica,29
Erica krugeri,29
Erica mundii,29
Erica odorata,29
Erica sparmannii,29
Erica vernicosa,29
Erica wendlandiana,29
Euchaetis esterhuyseniae,29
Felicia scabrida,29
Ferraria foliosa,29
Ficinia polystachya,29
Ficinia trichodes,29
Foveolina tenella,29
Freesia leichtlinii,29
Gazania heterochaeta,29
Geissorhiza tenella,29
Gladiolus teretifolius,29
Gnidia linearifolia,29
Helichrysum tricostatum,29
Heliophila diffusa,29
Hermannia concinnifolia,29
Hermannia involucrata,29
Hermannia quartiniana,29
Hymenolepis dentata,29
Indigofera pungens,29
Klattia stokoei,29
Lachenalia bachmannii,29
Lebeckia leipoldtiana,29
Leucadendron nobile,29
Leucadendron pubibracteolatum,29
Leucadendron rourkei,29
Leucospermum arenarium,29
Linconia alopecuroidea,29
Lobelia pubescens,29
Lobostemon trigonus,29
Lotononis digitata,29
Manulea corymbosa,29
Manulea rubra,29
Metalasia strictifolia,29
Metalasia tenuifolia,29
Monoculus hyoseroides,29
Monsonia crassicaulis,29
Morella cordifolia,29
Muraltia decipiens,29
Nuxia floribunda,29
Oldenburgia papionum,29
Osteospermum bidens,29
Otholobium stachyerum,29
Othonna sedifolia,29
Pelargonium althaeoides,29
Pelargonium nanum,29
Pelargonium stipulaceum,29
Pentameris aurea,29
Phylica buxifolia,29
Pteronia onobromoides,29
Restio andreaeanus,29
Restio harveyi,29
Restio quinquefarius,29
Romulea fibrosa,29
Ruschia schollii,29
Salvia verbenaca,29
Schismus inermis,29
Searsia burchellii,29
Selago articulata,29
Senecio niveus,29
Sparaxis parviflora,29
Spiloxene scullyi,29
Steirodiscus tagetes,29
Thamnochortus obtusus,29
Tritonia crocata,29
Tulbaghia violacea,29
Veltheimia capensis,29
Wahlenbergia subulata,29
Xipotheca canescens,29
Zaluzianskya capensis,29
Afrolimon peregrinum,28
Agathosma microcalyx,28
Agathosma puberula,28
Albuca acuminata,28
Alepidea capensis,28
Aloe glauca,28
Androcymbium dregei,28
Anemone tenuifolia,28
Annesorhiza altiscapa,28
Antimima maleolens,28
Aristea biflora,28
Aristea teretifolia,28
Aspalathus candicans,28
Aspalathus capensis,28
Aspalathus desertorum,28
Aspalathus lanifera,28
Aspalathus longipes,28
Aspalathus marginalis,28
Aspalathus teres,28
Aspalathus varians,28
Aspalathus wittebergensis,28
Asparagus burchellii,28
Bartholina etheliae,28
Bulbinella barkerae,28
Cassine parvifolia,28
Cephalophyllum loreum,28
Conophytum ectypum,28
Crassula orbicularis,28
Cyrtanthus leucanthus,28
Cytinus sanguineus,28
Diastella parilis,28
Dioscorea hemicrypta,28
Diosma sabulosa,28
Disa fasciata,28
Disperis cucullata,28
Dovyalis rhamnoides,28
Drosanthemum pulverulentum,28
Erica amoena,28
Erica corydalis,28
Erica monadelphia,28
Erica nematophylla,28
Felicia fascicularis,28
Ficinia capillifolia,28
Frankenia pulverulenta,28
Galenia pubescens,28
Gladiolus angustus,28
Gladiolus grandiflorus,28
Gladiolus meliusculus,28
Gladiolus ornatus,28
Gnidia laxa,28
Gnidia spicata,28
Gorteria personata,28
Helichrysum capense,28
Heliophila maraisiana,28
Hermannia disticha,28
Hermannia heterophylla,28
Hypodiscus rugosus,28
Ifloga polycnemoides,28
Indigofera gifbergensis,28
Indigofera stricta,28
Ixia campanulata,28
Ixia metelerkampiae,28
Kohautia ramosissima,28
Lasiopogon muscoides,28
Leucadendron discolor,28
Leucospermum winteri,28
Liparia angustifolia,28
Lobelia setacea,28
Lycium ferocissimum,28
Manulea annua,28
Mesembryanthemum baylissii,28
Mesembryanthemum hypertrophicum,28
Metalasia lichtensteinii,28
Metalasia octoflora,28
Moraea saxicola,28
Muraltia comptonii,28
Octopoma connatum,28
Otholobium arborescens,28
Oxalis dines,28
Pelargonium alpinum,28
Pelargonium ellaphieae,28
Persicaria senegalensis,28
Phylica ambigua,28
Phylica rigida,28
Phylica strigulosa,28
Phyllosma capensis,28
Protea piscina,28
Pseudoselago serrata,28
Pteronia leptospermoides,28
Romulea minutiflora,28
Satyrium rhynchanthum,28
Selago albida,28
Selago morrisii,28
Senecio coleophyllus,28
Senecio laxus,28
Serruria heterophylla,28
Spatalla tulbaghensis,28
Stapelia erectiflora,28
Stilbe rupestris,28
Stoebe microphylla,28
Struthiola parviflora,28
Stylapterus ericoides,28
Sutera aethiopica,28
Sutera subnuda,28
Sutherlandia tomentosa,28
Syncarpha lepidopodium,28
Tetraria maculata,28
Tetraria pygmaea,28
Tetraria thermalis,28
Triglochin striata,28
Tritoniopsis pulchella,28
Urochlaena pusilla,28
Wahlenbergia cernua,28
Wahlenbergia parvifolia,28
Acmadenia macradenia,27
Adenandra uniflora,27
Agathosma blaerioides,27
Agathosma umbonata,27
Allium synnotii,27
Amphibolia laevis,27
Andropogon eucomus,27
Anisodontea bryoniifolia,27
Anisodontea fruticosa,27
Annesorhiza nuda,27
Arctotis campanulata,27
Aspalathus acanthophylla,27
Asplenium adiantum-nigrum,27
Augea capensis,27
Azolla filiculoides,27
Carpacoce spermacocea,27
Centella callioda,27
Cliffortia arcuata,27
Cliffortia dodecandra,27
Cliffortia grandifolia,27
Cliffortia heterophylla,27
Cliffortia ovalis,27
Cliffortia pulchella,27
Conophytum turrigerum,27
Cuscuta nitida,27
Cyclopia bowieana,27
Diascia elongata,27
Diascia patens,27
Diastella fraterna,27
Diospyros lycioides,27
Disa densiflora,27
Drosanthemum brevifolium,27
Drosera regia,27
Echiostachys spicatus,27
Elegia galpinii,27
Elegia prominens,27
Eleocharis limosa,27
Emilia hantamensis,27
Erepsia pentagona,27
Erepsia polypetala,27
Erica calcareophila,27
Erica chionophila,27
Erica dodii,27
Erica excavata,27
Erica gracilipes,27
Erica gysbertii,27
Erica halicacaba,27
Erica solandra,27
Erica stokoeanthus,27
Euchaetis albertiniana,27
Geissorhiza malmesburiensis,27
Geissorhiza tulbaghensis,27
Gladiolus nerineoides,27
Halleria elliptica,27
Haworthia cooperi,27
Haworthia scabra,27
Helichrysum pandurifolium,27
Hermannia amoena,27
Hermannia rugosa,27
Indigofera depressa,27
Indigofera hispida,27
Indigofera ionii,27
Jacobsenia kolbei,27
Jamesbrittenia aspalathoides,27
Juncus cephalotes,27
Kniphofia tabularis,27
Lachenalia bulbifera,27
Lachenalia namaquensis,27
Lachenalia patula,27
Lachnaea ericoides,27
Lachnaea villosa,27
Lampranthus spectabilis,27
Lapeirousia montana,27
Laurembergia tetrandra,27
Lessertia annularis,27
Lessertia pauciflora,27
Leucadendron orientale,27
Leucadendron singulare,27
Leucospermum patersonii,27
Lobostemon lucidus,27
Lotononis maximiliani,27
Lycium afrum,27
Macrostylis tenuis,27
Mesembryanthemum englischiae,27
Moraea lurida,27
Moraea macronyx,27
Muraltia filiformis,27
Muraltia tenuifolia,27
Oncinema lineare,27
Paranomus tomentosus,27
Passerina burchellii,27
Pelargonium anethifolium,27
Pelargonium articulatum,27
Pharnaceum dichotomum,27
Phylica disticha,27
Phylica thunbergiana,27
Podalyria argentea,27
Polygala refracta,27
Protea lorea,27
Psoralea trullata,27
Pteronia ovalifolia,27
Rafnia rostrata,27
Rhodocoma arida,27
Roella spicata,27
Romulea sabulosa,27
Ruschia approximata,27
Ruschia lineolata,27
Selago divaricata,27
Selago eckloniana,27
Senecio erubescens,27
Senecio repandus,27
Seriphium incanum,27
Serruria dodii,27
Serruria hirsuta,27
Smelophyllum capense,27
Solanum linnaeanum,27
Sparaxis pillansii,27
Struthiola martiana,27
Struthiola tomentosa,27
Tenaxia dura,27
Thaminophyllum latifolium,27
Vahlia capensis,27
Willdenowia humilis,27
Adenandra fragrans,26
Adenandra multiflora,26
Agathosma apiculata,26
Agathosma spinosa,26
Aizoon canariense,26
Allophylus decipiens,26
Aloe krapohliana,26
Anaphalis nepalensis,26
Androcymbium capense,26
Anisodontea anomala,26
Apatesia helianthoides,26
Arctotis laevis,26
Arctotis venusta,26
Aristida vestita,26
Aspalathus aculeata,26
Asparagus recurvispinus,26
Athanasia filiformis,26
Babiana blanda,26
Babiana cuneata,26
Babiana flabellifolia,26
Babiana leipoldtii,26
Babiana lineolata,26
Babiana pygmaea,26
Bobartia aphylla,26
Brunia macrocephala,26
Cephalophyllum purpureo-album,26
Cheilanthes hirta,26
Cineraria humifusa,26
Clematis brachiata,26
Cliffortia dispar,26
Coelidium pageae,26
Crassula perforata,26
Cucumis heptadactylus,26
Cyanella alba,26
Digitaria gymnostachys,26
Dimorphotheca polyptera,26
Diosma tenella,26
Disa lugens,26
Drosanthemum calycinum,26
Dyerophytum africanum,26
Echiostachys ecklonianus,26
Erepsia aperta,26
Erepsia distans,26
Erepsia pillansii,26
Erica arenaria,26
Erica atromontana,26
Erica baccans,26
Erica bolusanthus,26
Erica florifera,26
Erica lerouxiae,26
Erica longipedunculata,26
Erica maderi,26
Erica pyxidiflora,26
Erica recta,26
Erica rhodopis,26
Erica winteri,26
Eriocephalus aromaticus,26
Eriocephalus tenuipes,26
Esterhuysenia alpina,26
Euryops annuus,26
Felicia hirta,26
Ficinia pinguior,26
Fusifilum physodes,26
Geissorhiza similis,26
Gibbaeum gibbosum,26
Gladiolus cunonius,26
Gladiolus miniatus,26
Glischrocolla formosa,26
Gomphocarpus physocarpus,26
Haworthia venosa,26
Hebenstretia parviflora,26
Helichrysum interzonale,26
Helictotrichon longum,26
Heliophila pectinata,26
Hermannia joubertiana,26
Histiopteris incisa,26
Ifloga pilulifera,26
Indigofera candolleana,26
Ixia trifolia,26
Lachenalia obscura,26
Lampranthus tenuifolius,26
Lapeirousia oreogena,26
Lebeckia sessilifolia,26
Leucadendron loeriense,26
Lobostemon hottentoticus,26
Lonchostoma myrtoides,26
Merciera azurea,26
Monsonia lheritieri,26
Moraea algoensis,26
Moraea speciosa,26
Moraea vegeta,26
Muraltia knysnaensis,26
Nemesia leipoldtii,26
Notobubon tenuifolium,26
Othonna heterophylla,26
Oxalis annae,26
Oxalis cathara,26
Oxalis ciliaris,26
Oxalis lasiorrhiza,26
Oxalis meisneri,26
Pelargonium radicatum,26
Pelargonium radulifolium,26
Pelargonium tetragonum,26
Pentameris oreophila,26
Pentameris pusilla,26
Phylica constricta,26
Phylica humilis,26
Pillansia templemannii,26
Polypodium ensiforme,26
Pseudoselago spuria,26
Psoralea fleta,26
Restio similis,26
Ruschia virgata,26
Satyrium carneum,26
Schoenoxiphium ecklonii,26
Selago linearis,26
Selago psammophila,26
Senecio cardaminifolius,26
Seriphium cinereum,26
Spiloxene alba,26
Spiloxene canaliculata,26
Staavia capitella,26
Stapelia montana,26
Tetragonia herbacea,26
Thesium hispidulum,26
Trachyandra divaricata,26
Trimeria grandifolia,26
Tritonia cooperi,26
Tylecodon ventricosus,26
Ursinia hispida,26
Ursinia serrata,26
Viscum hoolei,26
Wahlenbergia desmantha,26
Watsonia wilmaniae,26
Wurmbea recurva,26
Zaluzianskya villosa,26
Agapanthus africanus,25
Agathosma dielsiana,25
Anthochortus graminifolius,25
Anthospermum dregei,25
Argyrolobium incanum,25
Aspalathus millefolia,25
Asparagus scandens,25
Astephanus triflorus,25
Atalaya capensis,25
Babiana attenuata,25
Blechnum attenuatum,25
Brachysiphon acutus,25
Brunia alopecuroides,25
Bulbine annua,25
Bulbine minima,25
Bulbinella elata,25
Bulbinella gracilis,25
Burchellia bubalina,25
Canthium inerme,25
Capeobolus brevicaulis,25
Cheilanthes robusta,25
Cheiridopsis robusta,25
Cliffortia burgersii,25
Cliffortia hirta,25
Cliffortia phillipsii,25
Cliffortia uncinata,25
Clutia pterogona,25
Conophytum meyeri,25
Crassula vaillantii,25
Dactyloctenium australe,25
Diosma pedicellata,25
Diosma rourkei,25
Diplosoma retroversum,25
Drimia dregei,25
Erepsia esterhuyseniae,25
Erica guthriei,25
Erica hispiduloides,25
Erica ingeana,25
Erica jacksoniana,25
Erica melanacme,25
Erica mucronata,25
Erica pillansii,25
Erica pilosiflora,25
Erica savileae,25
Erica shannonii,25
Erica sicifolia,25
Eriocephalus pedicellaris,25
Euchaetis meridionalis,25
Euphorbia loricata,25
Euphorbia silenifolia,25
Felicia cymbalarioides,25
Felicia ferulacea,25
Felicia muricata,25
Ficinia elatior,25
Ficinia truncata,25
Geissorhiza furva,25
Geissorhiza splendidissima,25
Geissorhiza sulphurascens,25
Gladiolus blommesteinii,25
Gladiolus emiliae,25
Gladiolus priorii,25
Gnidia decurrens,25
Gnidia linoides,25
Gnidia nitida,25
Haworthia monticola,25
Haworthia pygmaea,25
Helichrysum appendiculatum,25
Hermannia holosericea,25
Hermannia johanssenii,25
Hermannia pulverata,25
Indigofera exigua,25
Indigofera stenophylla,25
Ixianthes retzioides,25
Juncus obliquus,25
Lachenalia rosea,25
Lampranthus purpureus,25
Laphangium luteoalbum,25
Leucadendron stelligerum,25
Lobelia comosa,25
Machairophyllum bijliae,25
Macrostylis ramulosa,25
Manulea fragrans,25
Manulea laxa,25
Microdon parviflorus,25
Miscanthus ecklonii,25
Moraea anomala,25
Moraea vallisbelli,25
Muraltia angulosa,25
Myrsine melanophloeos,25
Olea exasperata,25
Otholobium decumbens,25
Othonna digitata,25
Othonna petiolaris,25
Oxalis lateriflora,25
Pappea capensis,25
Passerina comosa,25
Pelargonium citronellum,25
Pelargonium luteolum,25
Pelargonium scabroide,25
Pelargonium undulatum,25
Phylica agathosmoides,25
Phylica leipoldtii,25
Polygala ephedroides,25
Protea scabriuscula,25
Protea stokoei,25
Pteronia uncinata,25
Puccinellia angusta,25
Restio acockii,25
Rhynchosia leucoscias,25
Roepera cordifolia,25
Ruschia cymosa,25
Scutia myrtina,25
Selago glomerata,25
Selago rigida,25
Senecio cakilefolius,25
Senecio vestitus,25
Siphocodon spartioides,25
Spatalla thyrsiflora,25
Stapeliopsis saxatilis,25
Stirtonanthus insignis,25
Stoebe muirii,25
Stoebe rugulosa,25
Strumaria unguiculata,25
Syncarpha mucronata,25
Tapinanthus oleifolius,25
Tenaxia disticha,25
Thamnochortus spicigerus,25
Tulbaghia capensis,25
Ursinia abrotanifolia,25
Ursinia speciosa,25
Wachendorfia brachyandra,25
Watsonia vanderspuyae,25
Zyrphelis foliosa,25
Zyrphelis microcephala,25
