species,n_collections
Stipagrostis brevifolia,13
Stoebe incana,13
Struthiola confusa,13
Syncarpha marlothii,13
Syncarpha zeyheri,13
Tetragonia echinata,13
Thamnochortus stokoei,13
Thesium fallax,13
Thesium flexuosum,13
Thesium pinifolium,13
Thesium spinosum,13
Trachyandra oligotricha,13
Tritonia dubia,13
Tritoniopsis caledonensis,13
Vellereophyton pulvinatum,13
Vexatorella latebrosa,13
Wahlenbergia polyantha,13
Wurmbea inusta,13
Acmadenia tetracarpellata,12
Adenandra dahlgrenii,12
Adromischus phillipsiae,12
Afrolimon purpuratum,12
Agathosma alticola,12
Agathosma decurrens,12
Agathosma foleyana,12
Agathosma hirsuta,12
Aloinopsis luckhoffii,12
Amellus nanus,12
Ammi majus,12
Amphiglossa grisea,12
Anchusa capensis,12
Antimima granitica,12
Arenifera pungens,12
Argemone ochroleuca,12
Argyroderma congregatum,12
Argyrolobium tomentosum,12
Argyrolobium tuberosum,12
Aristea anceps,12
Aristea cantharophila,12
Aristea latifolia,12
Aristea recisa,12
Askidiosperma chartaceum,12
Aspalathus leptoptera,12
Aspalathus pallescens,12
Aspalathus patens,12
Aspalathus prostrata,12
Aspalathus repens,12
Aspalathus salicifolia,12
Aspalathus tulbaghensis,12
Aspalathus ulicina,12
Astridia longifolia,12
Astroloba bullulata,12
Atriplex eardleyae,12
Babiana geniculata,12
Bassia diffusa,12
Blepharis macra,12
Bobartia parva,12
Brachysiphon rupestris,12
Brunia dregeana,12
Buddleja glomerata,12
Capelio caledonica,12
Celtis africana,12
Cephalaria rigida,12
Cerochlamys pachyphylla,12
Chaenostoma paniculatum,12
Chascanum pumilum,12
Cheilanthes namaquensis,12
Cheiridopsis acuminata,12
Chenopodiopsis hirta,12
Chlorophytum crispum,12
Chrysocoma esterhuyseniae,12
Cleretum booysenii,12
Cliffortia conifera,12
Cotula mexicana,12
Crassula filiformis,12
Crassula pyramidalis,12
Crassula roggeveldii,12
Crassula sebaeoides,12
Crassula subacaulis,12
Crotalaria lebeckioides,12
Cyphia incisa,12
Delosperma inconspicuum,12
Dicoma capensis,12
Dicoma fruticosa,12
Dimorphotheca tragus,12
Diospyros scabrida,12
Disa brachyceras,12
Disa ovalifolia,12
Disa vasselotii,12
Dischisma tomentosum,12
Drimia elata,12
Drimia multifolia,12
Drosanthemum austricola,12
Drosanthemum deciduum,12
Duvalia caespitosa,12
Echinochloa crus-galli,12
Ehretia rigida,12
Endonema lateriflora,12
Erica cederbergensis,12
Erica chlorosepala,12
Erica collina,12
Erica hippurus,12
Erica ignita,12
Erica inclusa,12
Erica kirstenii,12
Erica lananthera,12
Erica lanipes,12
Erica loganii,12
Erica macrophylla,12
Erica mauritanica,12
Erica mitchellensis,12
Erica ostiaria,12
Erica pauciovulata,12
Erica petricola,12
Erica pillarkopensis,12
Erica pulvinata,12
Erica unilateralis,12
Erica vallis-fluminis,12
Erica xanthina,12
Eriospermum descendens,12
Eucalyptus cladocalyx,12
Euchaetis longicornis,12
Euphorbia braunsii,12
Euphorbia kraussiana,12
Euphorbia multiceps,12
Euphorbia polygona,12
Euryops imbricatus,12
Euryops wageneri,12
Felicia diffusa,12
Felicia puberula,12
Ferraria densepunctulata,12
Foeniculum vulgare,12
Freesia alba,12
Galenia herniariaefolia,12
Galenia meziana,12
Gasteria rawlinsonii,12
Gazania rigens,12
Geissorhiza bryicola,12
Geissorhiza rupicola,12
Geranium molle,12
Gethyllis grandiflora,12
Gladiolus crispulatus,12
Glottiphyllum suave,12
Gnidia clavata,12
Gnidia parviflora,12
Grammatotheca bergiana,12
Gymnanthemum mespilifolium,12
Haemanthus graniticus,12
Harpochloa falx,12
Helictotrichon hirtulum,12
Hereroa hesperantha,12
Hermannia grandiflora,12
Hermannia lacera,12
Hesperantha rivulicola,12
Hippia bolusae,12
Hippia hutchinsonii,12
Hirpicium echinus,12
Holothrix brevipetala,12
Holothrix mundii,12
Hymenophyllum marlothii,12
Hypodiscus alternans,12
Hypodiscus procurrens,12
Ifloga paronychioides,12
Ischyrolepis longiaristata,12
Ixeris debilis,12
Ixia curvata,12
Ixia rouxii,12
Ixia tenuifolia,12
Jamesbrittenia incisa,12
Jatropha capensis,12
Kedrostis psammophila,12
Lachenalia esterhuysenae,12
Lachenalia martinae,12
Lachenalia mediana,12
Lachenalia salteri,12
Lachnaea elsieae,12
Lampranthus dregeanus,12
Lampranthus laxifolius,12
Lampranthus saturatus,12
Lebeckia spinescens,12
Lepidium africanum,12
Leucadendron tradouwense,12
Leucospermum secundifolium,12
Liparia bonaespei,12
Lobostemon paniculiformis,12
Lotononis fastigiata,12
Lotononis lenticula,12
Lupinus luteus,12
Manulea androsacea,12
Manulea pusilla,12
Massonia pustulata,12
Maytenus undata,12
Mentha aquatica,12
Mesembryanthemum chrysophthalmum,12
Mesembryanthemum digitatum,12
Metalasia aurea,12
Moraea barnardii,12
Muraltia crassifolia,12
Muraltia mixta,12
Muraltia parvifolia,12
Myoporum tenuifolium,12
Myriopteris rawsonii,12
Nemesia lanceolata,12
Oedera resinifera,12
Oldenburgia intermedia,12
Ornithogalum niveum,12
Ornithogalum thermophilum,12
Osteospermum microphyllum,12
Osteospermum rotundifolium,12
Othonna macrophylla,12
Oxalis droseroides,12
Oxalis inconspicua,12
Oxalis leptogramma,12
Oxalis reclinata,12
Oxalis strigosa,12
Oxalis tenella,12
Pelargonium antidysentericum,12
Pelargonium caespitosum,12
Pelargonium gracillimum,12
Pelargonium hybridum,12
Pelargonium ionidiflorum,12
Phylica incurvata,12
Phylica laevis,12
Phylica retrorsa,12
Phylica trachyphylla,12
Polpoda capensis,12
Prismatocarpus candolleanus,12
Prismatocarpus cliffortioides,12
Protea subvestita,12
Pseudoselago recurvifolia,12
Pteronia intermedia,12
Pterygodium cruciferum,12
Rafnia schlechteriana,12
Restio colliculospermus,12
Restio paludicola,12
Restio papyraceus,12
Restio peculiaris,12
Restio wittebergensis,12
Rhigiophyllum squarrosum,12
Rhodocoma gracilis,12
Rhoiacarpos capensis,12
Rhynchosia adenodes,12
Roella bryoides,12
Roella dregeana,12
Romulea diversiformis,12
Romulea unifolia,12
Ruschia bolusiae,12
Ruschia intrusa,12
Satyrium rupestre,12
Schmidtia kalahariensis,12
Sebaea ambigua,12
Selago micradenia,12
Selago spectabilis,12
Senecio deltoideus,12
Senecio eriobasis,12
Soroveta ambigua,12
Spatalla ericoides,12
Sphenopus divaricatus,12
Staavia zeyheri,12
Stapelia divaricata,12
Stilbe overbergensis,12
Stomatium mustelinum,12
Strumaria villosa,12
Sutera subspicata,12
Thamnochortus pellucidus,12
Thesium euphrasioides,12
Thesium glomeruliflorum,12
Thesium paniculatum,12
Thesium polycephalum,12
Trianoptiles stipitata,12
Tripteris dentata,12
Tylecodon buchholzianus,12
Tylecodon tenuis,12
Vachellia erioloba,12
Villarsia manningiana,12
Wahlenbergia decipiens,12
Wahlenbergia psammophila,12
Zaluzianskya collina,12
Zaluzianskya minima,12
Zanthoxylum davyi,12
Zostera capensis,12
Acacia implexa,11
Adromischus hemisphaericus,11
Agathosma pilifera,11
Agathosma pubigera,11
Agathosma trichocarpa,11
Albuca spiralis,11
Amellus coilopodius,11
Amellus flosculosus,11
Anaxeton brevipes,11
Anaxeton nycthemerum,11
Androcymbium circinatum,11
Anisodontea dissecta,11
Antimima concinna,11
Antimima insidens,11
Antimima leipoldtii,11
Antimima pusilla,11
Antimima watermeyeri,11
Apodytes geldenhuysii,11
Arctotis discolor,11
Arctotis pinnatifida,11
Arenifera spinescens,11
Argyrolobium pachyphyllum,11
Argyrolobium pauciflorum,11
Argyrolobium pumilum,11
Aristea palustris,11
Askidiosperma insigne,11
Aspalathus campestris,11
Aspalathus florulenta,11
Aspalathus macrocarpa,11
Aspalathus pycnantha,11
Aspalathus venosa,11
Asparagus exsertus,11
Athanasia hirsuta,11
Avonia quinaria,11
Babiana lewisiana,11
Babiana noctiflora,11
Babiana pubescens,11
Babiana virginea,11
Blepharis ilicina,11
Brachysiphon mundii,11
Brunsvigia elandsmontana,11
Bulbostylis humilis,11
Calpurnia intrusa,11
Cannomois aristata,11
Cannomois grandis,11
Carpobrotus quadrifidus,11
Cassinopsis ilicifolia,11
Centella caespitosa,11
Cephalophyllum parviflorum,11
Ceratocaryum decipiens,11
Chaenostoma integrifolium,11
Cheiridopsis peculiaris,11
Chlorophytum comosum,11
Chlorophytum rigidum,11
Cleretum pinnatifidum,11
Cliffortia apiculata,11
Cliffortia lanceolata,11
Cliffortia obcordata,11
Clivia mirabilis,11
Corycium microglossum,11
Corymbium laxum,11
Cotula myriophylloides,11
Cotula zeyheri,11
Crassula cultrata,11
Crassula cymosa,11
Crassula exilis,11
Crassula multiflora,11
Crassula peculiaris,11
Crotalaria pearsonii,11
Cyrtanthus herrei,11
Cyrtanthus staadensis,11
Denekia capensis,11
Diascia diffusa,11
Digitaria argyrograpta,11
Disa atrorubens,11
Disa aurata,11
Disa physodes,11
Disa triloba,11
Disa virginalis,11
Drimia marginata,11
Drosanthemum crassum,11
Drosanthemum longipes,11
Drosanthemum oculatum,11
Drosanthemum splendens,11
Enarganthe octonaria,11
Eragrostis racemosa,11
Erica aspalathoides,11
Erica constantia,11
Erica cubitans,11
Erica cyathiformis,11
Erica eriophoros,11
Erica fausta,11
Erica flexistyla,11
Erica flocciflora,11
Erica gossypioides,11
Erica hansfordii,11
Erica irregularis,11
Erica irrorata,11
Erica juniperina,11
Erica karwyderi,11
Erica magistrati,11
Erica margaritacea,11
Erica mira,11
Erica niveniana,11
Erica oliveri,11
Erica outeniquae,11
Erica rudolfii,11
Erica rusticula,11
Erica stenantha,11
Eriocephalus pauperrimus,11
Eriospermum patentiflorum,11
Eriospermum spirale,11
Euphorbia celata,11
Euphorbia ericoides,11
Felicia ebracteata,11
Felicia odorata,11
Fockea comaru,11
Galenia affinis,11
Galenia cymosa,11
Geissorhiza divaricata,11
Geissorhiza namaquensis,11
Gethyllis spiralis,11
Gladiolus bilineatus,11
Gladiolus watermeyeri,11
Gymnosporia heterophylla,11
Gymnosporia lucida,11
Haemanthus nortieri,11
Haworthia pulchella,11
Helichrysum pulchellum,11
Heliophila pubescens,11
Hereroa aspera,11
Hermannia denudata,11
Hermannia helicoidea,11
Hermas gigantea,11
Hesperantha erecta,11
Hesperantha lithicola,11
Hesperantha luticola,11
Hypoxis argentea,11
Indigofera complicata,11
Indigofera leptocarpa,11
Isolepis capensis,11
Isolepis hemiuncialis,11
Isolepis trachysperma,11
Ixia brevituba,11
Ixia cedarmontana,11
Ixia mostertii,11
Ixia paucifolia,11
Jamesbrittenia foliolosa,11
Jordaaniella uniflora,11
Juncus rupestris,11
Kleinia longiflora,11
Lachenalia elegans,11
Lachenalia membranacea,11
Lachenalia perryae,11
Lachenalia physocaulos,11
Lachenalia reflexa,11
Lachenalia sessiliflora,11
Lachenalia splendida,11
Lachenalia valeriae,11
Lachnaea ruscifolia,11
Lampranthus falcatus,11
Langebergia canescens,11
Leobordea pentaphylla,11
Lessertia meyeri,11
Lessertia miniata,11
Leucospermum cordatum,11
Leucospermum glabrum,11
Lobelia cuneifolia,11
Lobostemon muirii,11
Lotononis azurea,11
Mairia coriacea,11
Marasmodes undulata,11
Mesembryanthemum englishiae,11
Mesembryanthemum sladenianum,11
Metalasia bodkinii,11
Metalasia plicata,11
Metalasia pulchella,11
Moraea aspera,11
Moraea punctata,11
Moraea verecunda,11
Muraltia brachyceras,11
Muraltia caledonensis,11
Muraltia lignosa,11
Muraltia spicata,11
Nemesia bodkinii,11
Nerine ridleyi,11
Nevillea singularis,11
Nivenia stenosiphon,11
Oscularia ornata,11
Oscularia vernicolor,11
Osteospermum elsieae,11
Osteospermum sinuatum,11
Osyris lanceolata,11
Otholobium pungens,11
Othonna pinnata,11
Othonna spinescens,11
Oxalis campicola,11
Oxalis compressa,11
Oxalis involuta,11
Oxalis massoniana,11
Oxalis multicaulis,11
Oxalis punctata,11
Pachypodium namaquanum,11
Paspalum urvillei,11
Passerina ericoides,11
Pegolettia baccaridifolia,11
Pelargonium caffrum,11
Pelargonium inquinans,11
Pelargonium multiradiatum,11
Pelargonium pilosellifolium,11
Pelargonium reflexum,11
Pelargonium viciifolium,11
Perdicium capense,11
Phiambolia persistens,11
Phiambolia stayneri,11
Phylica brevifolia,11
Phylica virgata,11
Phyllanthus incurvus,11
Phyllopodium anomalum,11
Phyllopodium caespitosum,11
Phyllopodium cephalophorum,11
Platycaulos cascadensis,11
Polyarrhena prostrata,11
Polygala asbestina,11
Portulacaria fruticulosa,11
Portulacaria namaquensis,11
Ptaeroxylon obliquum,11
Pteronia scariosa,11
Pteronia undulata,11
Restio coactilis,11
Restio cymosus,11
Restio durus,11
Restio inveteratus,11
Restio nubigenus,11
Restio pratensis,11
Restio schoenoides,11
Restio zwartbergensis,11
Roepera debilis,11
Roepera divaricata,11
Romulea austinii,11
Romulea sphaerocarpa,11
Ruschia altigena,11
Ruschia cymbifolia,11
Ruschia erecta,11
Ruschia gracilis,11
Ruschia langebaanensis,11
Ruschia laxiflora,11
Satyrium outeniquense,11
Searsia pyroides,11
Selago burchellii,11
Selago grandiceps,11
Selago lamprocarpa,11
Senecio cordifolius,11
Senecio laevigata,11
Senecio rehmannii,11
Serruria lacunosa,11
Sorocephalus pinifolius,11
Stachys flavescens,11
Stayneria neilii,11
Steirodiscus speciosus,11
Strelitzia juncea,11
Streptocarpus rexii,11
Struthiola fasciata,11
Tetragonia virgata,11
Tetraria variabilis,11
Thamnea ustulata,11
Thereianthus longicollis,11
Thesium sedifolium,11
Trachyandra arenicola,11
Trianoptiles solitaria,11
Trieenea taylorii,11
Trifolium glomeratum,11
Ursinia filipes,11
Ursinia merxmuelleri,11
Ursinia oreogena,11
Valeriana capensis,11
Wahlenbergia buseriana,11
Walleria gracilis,11
Watsonia amabilis,11
Zaluzianskya pumila,11
Abutilon pycnodon,10
Acmadenia tenax,10
Acokanthera oppositifolia,10
Acrolophia ustulata,10
Adenolobus garipensis,10
Adiantum raddianum,10
Adromischus mammillaris,10
Agathosma alpina,10
Agathosma giftbergensis,10
Agathosma hookeri,10
Agathosma involucrata,10
Agathosma phillipsii,10
Agathosma stipitata,10
Aloe longistyla,10
Aloe plicatilis,10
Aloinopsis spathulata,10
Amphibolia succulenta,10
Amphiglossa perotrichoides,10
Amphiglossa susannae,10
Anaxeton hirsutum,10
Anginon swellendamensis,10
Annesorhiza latifolia,10
Apodolirion lanceolatum,10
Arctotis lanceolata,10
Argyroderma subalbum,10
Argyrolobium crassifolium,10
Argyrolobium molle,10
Aristea inaequalis,10
Aristea nana,10
Aspalathus acidota,10
Aspalathus cinerascens,10
Aspalathus fourcadei,10
Aspalathus potbergensis,10
Aspalathus rostrata,10
Asparagus mariae,10
Aspidoglossum heterophyllum,10
Athanasia adenantha,10
Babiana fimbriata,10
Babiana lobata,10
Babiana pauciflora,10
Berkheya pinnatifida,10
Boscia albitrunca,10
Brachylaena ilicifolia,10
Brachysiphon microphyllus,10
Brunia palustris,10
Caesia capensis,10
Caesia sabulosa,10
Capelio tomentosa,10
Cephalophyllum corniculatum,10
Ceropegia zeyheri,10
Chascanum garipense,10
Cheiridopsis pilosula,10
Chlorophytum crassinerve,10
Chlorophytum lewisae,10
Clausena anisata,10
Cliffortia nivenioides,10
Cliffortia obovata,10
Clutia brevifolia,10
Conophytum breve,10
Conophytum stephanii,10
Convolvulus farinosus,10
Crassula lactea,10
Crassula sericea,10
Cyanella cygnea,10
Cyclopia bolusii,10
Cyperus tabularis,10
Cyphia longiflora,10
Cyphia oligotricha,10
Cyrtanthus ochroleucus,10
Cytisus scoparius,10
Delosperma guthriei,10
Delosperma patersoniae,10
Diascia decipiens,10
Dierama pendulum,10
Disa aconitoides,10
Disa marlothii,10
Disphyma crassifolium,10
Dolichos hastiformis,10
Drimia arenicola,10
Drosanthemum ambiguum,10
Drosera alba,10
Ehrharta microlaena,10
Elegia grandispicata,10
Elegia squamosa,10
Erepsia hallii,10
Erica aghillana,10
Erica amphigena,10
Erica depressa,10
Erica intricata,10
Erica leptantha,10
Erica leucosiphon,10
Erica maritima,10
Erica mollis,10
Erica multiflexuosa,10
Erica oreophila,10
Erica phillipsii,10
Erica plumigera,10
Erica tenuicaulis,10
Erica verticillata,10
Eriocephalus scariosus,10
Eriocephalus tenuifolius,10
Eriosema squarrosum,10
Eriospermum folioliferum,10
Eriospermum lanuginosum,10
Eriospermum schlechteri,10
Euphorbia globosa,10
Euryops nodosus,10
Euryops virgatus,10
Eustegia minuta,10
Faucaria felina,10
Felicia hispida,10
Felicia nordenstamii,10
Felicia venusta,10
Geissorhiza bonae-spei,10
Gibbaeum dispar,10
Gibbaeum shandii,10
Gladiolus kamiesbergensis,10
Gladiolus marlothii,10
Gladiolus overbergensis,10
Gladiolus sufflavus,10
Glottiphyllum cruciatum,10
Glottiphyllum peersii,10
Gnidia microphylla,10
Gnidia thesioides,10
Gymnosporia linearis,10
Hainardia cylindrica,10
Haworthia kingiana,10
Haworthia pubescens,10
Hebenstretia cordata,10
Helichrysum aureofolium,10
Heliophila adpressa,10
Heliophila affinis,10
Heliophila monosperma,10
Heliophila tricuspidata,10
Hermannia althaeoides,10
Hermannia rigida,10
Hertia kraussii,10
Hesperantha ciliolata,10
Hibiscus pedunculatus,10
Holcus lanatus,10
Huernia pillansii,10
Hypoxis setosa,10
Indigofera guthriei,10
Ixia robusta,10
Jamesbrittenia stellata,10
Kedrostis capensis,10
Lachenalia barkeriana,10
Lachenalia congesta,10
Lachenalia framesii,10
Lachenalia quadricolor,10
Lachnaea marlothii,10
Lachnaea pudens,10
Lachnaea sociorum,10
Lapeirousia tenuis,10
Laportea peduncularis,10
Lebeckia bowieana,10
Lebeckia brevicarpa,10
Leipoldtia weigangiana,10
Leucadendron bonum,10
Leucadendron olens,10
Liparia racemosa,10
Lobostemon glaber,10
Lobostemon stachydeus,10
Malephora crocea,10
Manulea exigua,10
Manulea gariesiana,10
Marasmodes oligocephala,10
Melolobium microphyllum,10
Menodora juncea,10
Mesembryanthemum flavidum,10
Mesembryanthemum neglectum,10
Mestoklema tuberosum,10
Mimetes chrysanthus,10
Monsonia ciliata,10
Moraea albiflora,10
Moraea britteniae,10
Moraea deserticola,10
Moraea fenestrata,10
Moraea fuscomontana,10
Moraea longiaristata,10
Moraea margaretae,10
Moraea patens,10
Moraea riparia,10
Muraltia collina,10
Muraltia mutabilis,10
Muraltia splendens,10
Nemesia pageae,10
Nymphaea nouchali,10
Oophytum oviforme,10
Orbea verrucosa,10
Ornithogalum pullatum,10
Oscularia cedarbergensis,10
Osteospermum glabrum,10
Osyris speciosa,10
Otholobium argenteum,10
Otholobium flexuosum,10
Otholobium hamatum,10
Otholobium nitens,10
Othonna cakilifolia,10
Othonna opima,10
Othonna protecta,10
Oxalis adspersa,10
Oxalis amblyosepala,10
Oxalis monophylla,10
Oxalis orbicularis,10
Paranomus candicans,10
Passerina nivicola,10
Pelargonium exstipulatum,10
Pelargonium karooicum,10
Pelargonium violiflorum,10
Pentameris hirtiglumis,10
Pentameris pseudopallescens,10
Pentameris reflexa,10
Phaneroglossa bolusii,10
Phylica altigena,10
Phylica insignis,10
Phylica meyeri,10
Phylica propinqua,10
Phyllopodium alpinum,10
Podalyria amoena,10
Podalyria racemulosa,10
Podalyria variabilis,10
Polhillia canescens,10
Polygala hispida,10
Polygala ludwigiana,10
Populus canescens,10
Prismatocarpus altiflorus,10
Pteronia ambrariifolia,10
Pteronia aspalatha,10
Pteronia fastigiata,10
Pteronia hutchinsoniana,10
Relhania spathulifolia,10
Restio communis,10
Restio curvibracteatus,10
Restio implicatus,10
Restio miser,10
Restio monostylis,10
Restio sporadicus,10
Rhinephyllum graniforme,10
Rhynchosia pinnata,10
Roella arenaria,10
Roella goodiana,10
Roepera teretifolia,10
Romulea saxatilis,10
Romulea tortilis,10
Ruschia fugitans,10
Ruschia misera,10
Ruschia muricata,10
Salix babylonica,10
Sanicula elata,10
Saphesia flaccida,10
Scaevola plumieri,10
Schoenoplectus triqueter,10
Schoenoxiphium sparteum,10
Searsia dentata,10
Searsia pterota,10
Sebaea minutiflora,10
Selago ciiiata,10
Selago geniculata,10
Selago polystachya,10
Selago setulosa,10
Senecio arenarius,10
Senecio glabrifolius,10
Senecio haworthii,10
Senecio leptophyllus,10
Senecio spiraeifolius,10
Septulina ovalis,10
Serruria confragosa,10
Serruria rebeloi,10
Sheilanthera pubens,10
Solanum capense,10
Spartium junceum,10
Sporobolus subulatus,10
Stachys zeyheri,10
Stapelia arenosa,10
Stipagrostis geminifolia,10
Strumaria merxmuelleriana,10
Strumaria perryae,10
Sutera campanulata,10
Syncarpha montana,10
Tephrosia grandiflora,10
Tetragonia calycina,10
Tetragonia namaquensis,10
Thamnochortus papyraceus,10
Thereianthus racemosus,10
Thesium minus,10
Thesium oresigenum,10
Tribulus cistoides,10
Trichodiadema occidentale,10
Trichodiadema pomeridianum,10
Tridentea gemmiflora,10
Trifolium arvense,10
Triglochin elongata,10
Tritoniopsis intermedia,10
Ursinia dregeana,10
Ursinia macropoda,10
Ursinia pygmaea,10
Wahlenbergia adpressa,10
Wahlenbergia brachycarpa,10
Wahlenbergia macrostachys,10
Wiborgiella mucronata,10
Wimmerella secunda,10
Zaluzianskya inflata,10
Zaluzianskya venusta,10
Zygophyllum simplex,10
Acacia elata,9
Agathosma crassifolia,9
Agathosma divaricata,9
Agathosma mucronulata,9
Ageratina adenophora,9
Aizoon glinoides,9
Albuca cremnophila,9
Albuca foetida,9
Albuca fragrans,9
Albuca leucantha,9
Albuca setosa,9
Alhagi maurorum,9
Aloe kouebokkeveldensis,9
Amaranthus hybridus,9
Amauropelta bergiana,9
Amphibolia rupis-arcuatae,9
Anacampseros telephiastrum,9
Androcymbium cuspidatum,9
Anemone anemonoides,9
Anisodontea reflexa,9
Anisothrix kuntzei,9
Annesorhiza lateriflora,9
Anthospermum bergianum,9
Anthospermum comptonii,9
Anthospermum hirtum,9
Anthospermum prostratum,9
Antimima fenestrata,9
Antimima fergusoniae,9
Antimima minutifolia,9
Antimima persistens,9
Antimima prostrata,9
Antimima subtruncata,9
Arctotis gumbletonii,9
Arctotis linearis,9
Arctotis petiolata,9
Aspalathus aciloba,9
Aspalathus barbata,9
Aspalathus comptonii,9
Aspalathus fasciculata,9
Aspalathus glossoides,9
Aspalathus ramosissima,9
Aspalathus vulpina,9
Asparagus juniperoides,9
Asparagus mollis,9
Asparagus ovatus,9
Aster bakerianus,9
Astroloba corrugata,9
Astroloba spiralis,9
Athanasia pectinata,9
Athanasia spathulata,9
Avonia albissima,9
Avonia mallei,9
Babiana toximontana,9
Babiana tritonioides,9
Bulbine asphodeloides,9
Bulbine fallax,9
Bulbine vittatifolia,9
Bulbine wiesei,9
Calobota elongata,9
Calodendrum capense,9
Calpurnia villosa,9
Centella macrodus,9
Cephalophyllum ebracteatum,9
Cephalophyllum parvibracteatum,9
Ceratiosicyos laevis,9
Ceratocaryum persistens,9
Chaenostoma comptonii,9
Chasmanthe bicolor,9
Chrysocoma obtusata,9
Cissampelos torulosa,9
Citrullus lanatus,9
Coelidium flavum,9
Conophytum velutinum,9
Cotula andreae,9
Cotula sororia,9
Crassula coccinea,9
Crassula fallax,9
Crassula grisea,9
Crassula lanceolata,9
Crassula pageae,9
Crassula pseudohemisphaerica,9
Crassula pustulata,9
Cullumia micracantha,9
Cyrtanthus debilis,9
Cyrtanthus helictus,9
Cyrtanthus inaequalis,9
Diascia insignis,9
Diascia minutiflora,9
Dimorphotheca dregei,9
Diosma strumosa,9
Disa hallackii,9
Disa longicornu,9
Disa reticulata,9
Disa salteri,9
Drosanthemum luederitzii,9
Drosanthemum papillatum,9
Eberlanzia sedoides,9
Erepsia dunensis,9
Erica alnea,9
Erica columnaris,9
Erica gillii,9
Erica hanekomii,9
Erica hottentotica,9
Erica humansdorpensis,9
Erica ioniana,9
Erica remota,9
Erica sagittata,9
Erica saxicola,9
Erica turrisbabylonica,9
Eriospermum deserticolum,9
Eriospermum ratelpoortianum,9
Eriospermum subtile,9
Eriospermum undulatum,9
Euchaetis cristagalli,9
Euchaetis ericoides,9
Euphorbia brachiata,9
Euphorbia guerichiana,9
Euphorbia mammillaris,9
Euryops glutinosus,9
Excoecaria simii,9
Faucaria bosscheana,9
Felicia amelloides,9
Felicia linifolia,9
Felicia microsperma,9
Felicia nigrescens,9
Felicia stenophylla,9
Felicia tenera,9
Ficinia distans,9
Flueggea verrucosa,9
Freylinia densiflora,9
Galenia pruinosa,9
Gasteria acinacifolia,9
Gasteria croucheri,9
Gasteria nitida,9
Gazania othonnites,9
Gazania rigida,9
Geissorhiza delicatula,9
Geissorhiza elsiae,9
Geissorhiza pseudinaequalis,9
Geissorhiza purpurascens,9
Geissorhiza uliginosa,9
Gerbera serrata,9
Gladiolus ceresianus,9
Gladiolus stokoei,9
Globulariopsis adpressa,9
Globulariopsis wittebergensis,9
Gnidia ericoides,9
Gnidia inconspicua,9
Guilleminea densa,9
Gymnosporia capitata,9
Gymnostephium leve,9
Haplocarpha parvifolia,9
Haworthia wittebergensis,9
Helichrysum saxicola,9
Heliophila arenosa,9
Heliophila brachycarpa,9
Hermannia gariepina,9
Hermannia pulchella,9
Hesperantha pallescens,9
Huernia barbata,9
Huernia guttata,9
Huernia praestans,9
Hyobanche rubra,9
Indigofera disticha,9
Indigofera hantamensis,9
Indigofera quinquefolia,9
Isolepis karroica,9
Ixia cochlearis,9
Ixia dieramoides,9
Ixia gloriosa,9
Ixia thomasiae,9
Jamesbrittenia calciphila,9
Juncus dregeanus,9
Juncus oxycarpus,9
Kleinia ficoides,9
Lachenalia aurioliae,9
Lachenalia comptonii,9
Lachenalia concordiana,9
Lachenalia suaveolens,9
Lachenalia ventricosa,9
Lachenalia zebrina,9
Lactuca serriola,9
Lampranthus glaucoides,9
Lampranthus laetus,9
Lampranthus sauerae,9
Lasiospermum poterioides,9
Lebeckia humilis,9
Ledebouria ovalifolia,9
Ledebouria revoluta,9
Lepidium divaricatum,9
Lessertia inflata,9
Leucadendron sheilae,9
Lichtensteinia interrupta,9
Limonium equisetinum,9
Liparia boucheri,9
Lobelia muscoides,9
Lobostemon daltonii,9
Lotononis perplexa,9
Lotononis villosa,9
Manulea diandra,9
Mesembryanthemum decurvatum,9
Mesembryanthemum pseudoschlichtianum,9
Metalasia luteola,9
Metalasia riparia,9
Mitrophyllum abbreviatum,9
Monticapra gonglodes,9
Moraea fenestralis,9
Moraea flavescens,9
Moraea hesperantha,9
Moraea louisabolusiae,9
Moraea vespertina,9
Muraltia alticola,9
Muraltia bondii,9
Muraltia cliffortiifolia,9
Muraltia cyclolopha,9
Nemesia pinnata,9
Nemesia suaveolens,9
Nenax coronata,9
Nivenia dispar,9
Nivenia inaequalis,9
Notechidnopsis tesseilata,9
Orbea namaquensis,9
Oscularia piquetbergensis,9
Osmitopsis tenuis,9
Osteospermum karooicum,9
Osteospermum subulatum,9
Otholobium macradenium,9
Otholobium pictum,9
Othonna mucronata,9
Othonna oleracea,9
Oxalis kamiesbergensis,9
Oxalis perineson,9
Oxalis petraea,9
Oxalis pillansiana,9
Oxalis recticaulis,9
Oxalis reflexa,9
Oxalis stictocheila,9
Pelargonium attenuatum,9
Pelargonium oblongatum,9
Pelargonium oreophilum,9
Phiambolia longifolia,9
Phlegmariurus saururus,9
Phylica diosmoides,9
Phylica elimensis,9
Phylica fourcadei,9
Phyllopodium cordatum,9
Poecilolepis maritima,9
Polycarena selaginoides,9
Polycarena tenella,9
Priestleya laevigata,9
Prismatocarpus lycopodioides,9
Prosopis velutina,9
Pseudoselago langebergensis,9
Pseudoselago pulchra,9
Psoralea filifolia,9
Pteronia lucilioides,9
Quaqua pruinosa,9
Quaqua pulchra,9
