region,qdgc,hdgc,dgc,lat,lon,n_collections,QDS_richness
SWAFR,E118S34CB,E118S34C,E118S34,-34.625,118.375,660,464
SWAFR,E118S34CC,E118S34C,E118S34,-34.875,118.125,1545,909
SWAFR,E118S34CD,E118S34C,E118S34,-34.875,118.375,1010,662
SWAFR,E118S34DA,E118S34D,E118S34,-34.625,118.625,844,679
SWAFR,E118S34DB,E118S34D,E118S34,-34.625,118.875,444,434
SWAFR,E119S29AC,E119S29A,E119S29,-29.375,119.125,99,91
SWAFR,E119S29CA,E119S29C,E119S29,-29.625,119.125,32,30
SWAFR,E119S30CC,E119S30C,E119S30,-30.875,119.125,371,299
SWAFR,E119S31AA,E119S31A,E119S31,-31.125,119.125,166,144
SWAFR,E119S31AC,E119S31A,E119S31,-31.375,119.125,323,267
SWAFR,E119S31AD,E119S31A,E119S31,-31.375,119.375,354,301
SWAFR,E119S31CA,E119S31C,E119S31,-31.625,119.125,142,124
SWAFR,E119S31CB,E119S31C,E119S31,-31.625,119.375,106,93
SWAFR,E119S31CC,E119S31C,E119S31,-31.875,119.125,209,190
SWAFR,E119S31CD,E119S31C,E119S31,-31.875,119.375,85,80
SWAFR,E119S31DA,E119S31D,E119S31,-31.625,119.625,527,401
SWAFR,E119S31DC,E119S31D,E119S31,-31.875,119.625,206,156
SWAFR,E119S31DD,E119S31D,E119S31,-31.875,119.875,99,92
SWAFR,E119S32AA,E119S32A,E119S32,-32.125,119.125,333,286
SWAFR,E119S32AB,E119S32A,E119S32,-32.125,119.375,65,64
SWAFR,E119S32AC,E119S32A,E119S32,-32.375,119.125,376,295
SWAFR,E119S32AD,E119S32A,E119S32,-32.375,119.375,468,397
SWAFR,E119S32BA,E119S32B,E119S32,-32.125,119.625,322,273
SWAFR,E119S32BB,E119S32B,E119S32,-32.125,119.875,251,215
SWAFR,E119S32BC,E119S32B,E119S32,-32.375,119.625,660,479
SWAFR,E119S32BD,E119S32B,E119S32,-32.375,119.875,351,297
SWAFR,E119S32CA,E119S32C,E119S32,-32.625,119.125,280,256
SWAFR,E119S32CB,E119S32C,E119S32,-32.625,119.375,519,402
SWAFR,E119S32CC,E119S32C,E119S32,-32.875,119.125,388,333
SWAFR,E119S32CD,E119S32C,E119S32,-32.875,119.375,154,140
SWAFR,E119S32DA,E119S32D,E119S32,-32.625,119.625,126,117
SWAFR,E119S32DB,E119S32D,E119S32,-32.625,119.875,295,238
SWAFR,E119S32DC,E119S32D,E119S32,-32.875,119.625,275,232
SWAFR,E119S32DD,E119S32D,E119S32,-32.875,119.875,399,322
SWAFR,E119S33AA,E119S33A,E119S33,-33.125,119.125,592,437
SWAFR,E119S33AB,E119S33A,E119S33,-33.125,119.375,470,355
SWAFR,E119S33AC,E119S33A,E119S33,-33.375,119.125,312,267
SWAFR,E119S33AD,E119S33A,E119S33,-33.375,119.375,407,320
SWAFR,E119S33BA,E119S33B,E119S33,-33.125,119.625,885,611
SWAFR,E119S33BB,E119S33B,E119S33,-33.125,119.875,861,601
SWAFR,E119S33BC,E119S33B,E119S33,-33.375,119.625,379,333
SWAFR,E119S33BD,E119S33B,E119S33,-33.375,119.875,793,570
SWAFR,E119S33CA,E119S33C,E119S33,-33.625,119.125,329,270
SWAFR,E119S33CB,E119S33C,E119S33,-33.625,119.375,276,221
SWAFR,E119S33CC,E119S33C,E119S33,-33.875,119.125,543,419
SWAFR,E119S33CD,E119S33C,E119S33,-33.875,119.375,686,516
SWAFR,E119S33DA,E119S33D,E119S33,-33.625,119.625,474,363
SWAFR,E119S33DB,E119S33D,E119S33,-33.625,119.875,982,670
SWAFR,E119S33DC,E119S33D,E119S33,-33.875,119.625,505,415
SWAFR,E119S33DD,E119S33D,E119S33,-33.875,119.875,1373,870
SWAFR,E119S34AA,E119S34A,E119S34,-34.125,119.125,541,442
SWAFR,E119S34AB,E119S34A,E119S34,-34.125,119.375,1138,742
SWAFR,E119S34AC,E119S34A,E119S34,-34.375,119.125,376,291
SWAFR,E119S34AD,E119S34A,E119S34,-34.375,119.375,1280,806
SWAFR,E119S34BA,E119S34B,E119S34,-34.125,119.625,887,639
SWAFR,E119S34BC,E119S34B,E119S34,-34.375,119.625,87,86
SWAFR,E120S31CC,E120S31C,E120S31,-31.875,120.125,103,100
SWAFR,E120S32AA,E120S32A,E120S32,-32.125,120.125,31,29
SWAFR,E120S32AB,E120S32A,E120S32,-32.125,120.375,198,173
SWAFR,E120S32AC,E120S32A,E120S32,-32.375,120.125,171,151
SWAFR,E120S32AD,E120S32A,E120S32,-32.375,120.375,115,102
SWAFR,E120S32BC,E120S32B,E120S32,-32.375,120.625,182,145
SWAFR,E120S32CA,E120S32C,E120S32,-32.625,120.125,30,29
SWAFR,E120S32CB,E120S32C,E120S32,-32.625,120.375,83,75
SWAFR,E120S32CC,E120S32C,E120S32,-32.875,120.125,171,157
SWAFR,E120S32CD,E120S32C,E120S32,-32.875,120.375,364,283
SWAFR,E120S32DA,E120S32D,E120S32,-32.625,120.625,383,319
SWAFR,E120S32DB,E120S32D,E120S32,-32.625,120.875,318,246
SWAFR,E120S32DC,E120S32D,E120S32,-32.875,120.625,116,111
SWAFR,E120S32DD,E120S32D,E120S32,-32.875,120.875,47,45
SWAFR,E120S33AA,E120S33A,E120S33,-33.125,120.125,504,390
SWAFR,E120S33AB,E120S33A,E120S33,-33.125,120.375,160,142
SWAFR,E120S33AC,E120S33A,E120S33,-33.375,120.125,560,448
SWAFR,E120S33AD,E120S33A,E120S33,-33.375,120.375,101,93
SWAFR,E120S33BA,E120S33B,E120S33,-33.125,120.625,160,142
SWAFR,E120S33BB,E120S33B,E120S33,-33.125,120.875,125,113
SWAFR,E120S33BC,E120S33B,E120S33,-33.375,120.625,217,187
SWAFR,E120S33BD,E120S33B,E120S33,-33.375,120.875,430,326
SWAFR,E120S33CA,E120S33C,E120S33,-33.625,120.125,1992,1073
SWAFR,E120S33CB,E120S33C,E120S33,-33.625,120.375,996,606
SWAFR,E120S33CC,E120S33C,E120S33,-33.875,120.125,1468,898
SWAFR,E120S33CD,E120S33C,E120S33,-33.875,120.375,376,305
SWAFR,E120S33DA,E120S33D,E120S33,-33.625,120.625,712,508
SWAFR,E120S33DB,E120S33D,E120S33,-33.625,120.875,591,436
SWAFR,E120S33DC,E120S33D,E120S33,-33.875,120.625,266,219
SWAFR,E120S33DD,E120S33D,E120S33,-33.875,120.875,345,252
SWAFR,E121S32CA,E121S32C,E121S32,-32.625,121.125,93,82
SWAFR,E121S32CB,E121S32C,E121S32,-32.625,121.375,299,252
SWAFR,E121S32CC,E121S32C,E121S32,-32.875,121.125,595,446
SWAFR,E121S32CD,E121S32C,E121S32,-32.875,121.375,204,178
SWAFR,E121S32DA,E121S32D,E121S32,-32.625,121.625,287,216
SWAFR,E121S32DB,E121S32D,E121S32,-32.625,121.875,65,63
SWAFR,E121S32DC,E121S32D,E121S32,-32.875,121.625,524,341
SWAFR,E121S32DD,E121S32D,E121S32,-32.875,121.875,134,119
SWAFR,E121S33AA,E121S33A,E121S33,-33.125,121.125,309,260
SWAFR,E121S33AB,E121S33A,E121S33,-33.125,121.375,174,141
SWAFR,E121S33AC,E121S33A,E121S33,-33.375,121.125,258,216
SWAFR,E121S33AD,E121S33A,E121S33,-33.375,121.375,108,98
SWAFR,E121S33BA,E121S33B,E121S33,-33.125,121.625,434,320
SWAFR,E121S33BB,E121S33B,E121S33,-33.125,121.875,206,169
SWAFR,E121S33BC,E121S33B,E121S33,-33.375,121.625,599,399
SWAFR,E121S33BD,E121S33B,E121S33,-33.375,121.875,520,378
SWAFR,E121S33CA,E121S33C,E121S33,-33.625,121.125,593,409
SWAFR,E121S33CB,E121S33C,E121S33,-33.625,121.375,507,391
SWAFR,E121S33CC,E121S33C,E121S33,-33.875,121.125,531,454
SWAFR,E121S33CD,E121S33C,E121S33,-33.875,121.375,181,172
SWAFR,E121S33DA,E121S33D,E121S33,-33.625,121.625,305,258
SWAFR,E121S33DB,E121S33D,E121S33,-33.625,121.875,805,559
SWAFR,E121S33DC,E121S33D,E121S33,-33.875,121.625,103,97
SWAFR,E121S33DD,E121S33D,E121S33,-33.875,121.875,1239,840
SWAFR,E122S32AC,E122S32A,E122S32,-32.375,122.125,24,24
SWAFR,E122S32AD,E122S32A,E122S32,-32.375,122.375,39,37
SWAFR,E122S32BB,E122S32B,E122S32,-32.125,122.875,442,337
SWAFR,E122S32BC,E122S32B,E122S32,-32.375,122.625,26,25
SWAFR,E122S32BD,E122S32B,E122S32,-32.375,122.875,35,33
SWAFR,E122S32CA,E122S32C,E122S32,-32.625,122.125,7,7
SWAFR,E122S32CB,E122S32C,E122S32,-32.625,122.375,13,13
SWAFR,E122S32CC,E122S32C,E122S32,-32.875,122.125,14,13
SWAFR,E122S32CD,E122S32C,E122S32,-32.875,122.375,23,23
SWAFR,E122S32DA,E122S32D,E122S32,-32.625,122.625,6,6
SWAFR,E122S32DB,E122S32D,E122S32,-32.625,122.875,67,60
SWAFR,E122S32DC,E122S32D,E122S32,-32.875,122.625,10,10
SWAFR,E122S32DD,E122S32D,E122S32,-32.875,122.875,21,21
SWAFR,E122S33AA,E122S33A,E122S33,-33.125,122.125,213,181
SWAFR,E122S33AB,E122S33A,E122S33,-33.125,122.375,117,105
SWAFR,E122S33AC,E122S33A,E122S33,-33.375,122.125,657,448
SWAFR,E122S33AD,E122S33A,E122S33,-33.375,122.375,480,374
SWAFR,E122S33BA,E122S33B,E122S33,-33.125,122.625,183,145
SWAFR,E122S33BB,E122S33B,E122S33,-33.125,122.875,148,124
SWAFR,E122S33BC,E122S33B,E122S33,-33.375,122.625,277,234
SWAFR,E122S33BD,E122S33B,E122S33,-33.375,122.875,145,120
SWAFR,E122S33CA,E122S33C,E122S33,-33.625,122.125,241,202
SWAFR,E122S33CB,E122S33C,E122S33,-33.625,122.375,372,305
SWAFR,E122S33CC,E122S33C,E122S33,-33.875,122.125,1181,752
SWAFR,E122S33CD,E122S33C,E122S33,-33.875,122.375,572,406
SWAFR,E122S33DA,E122S33D,E122S33,-33.625,122.625,443,361
SWAFR,E122S33DB,E122S33D,E122S33,-33.625,122.875,527,403
SWAFR,E122S33DC,E122S33D,E122S33,-33.875,122.625,656,464
SWAFR,E122S33DD,E122S33D,E122S33,-33.875,122.875,515,389
SWAFR,E123S32CA,E123S32C,E123S32,-32.625,123.125,9,9
SWAFR,E123S32CB,E123S32C,E123S32,-32.625,123.375,29,29
SWAFR,E123S32CC,E123S32C,E123S32,-32.875,123.125,128,118
SWAFR,E123S32CD,E123S32C,E123S32,-32.875,123.375,172,156
SWAFR,E123S32DD,E123S32D,E123S32,-32.875,123.875,9,9
SWAFR,E123S33AA,E123S33A,E123S33,-33.125,123.125,207,181
SWAFR,E123S33AB,E123S33A,E123S33,-33.125,123.375,234,189
SWAFR,E123S33AC,E123S33A,E123S33,-33.375,123.125,330,291
SWAFR,E123S33AD,E123S33A,E123S33,-33.375,123.375,730,597
SWAFR,E123S33BA,E123S33B,E123S33,-33.125,123.625,16,16
SWAFR,E123S33BB,E123S33B,E123S33,-33.125,123.875,17,17
SWAFR,E123S33BC,E123S33B,E123S33,-33.375,123.625,87,84
SWAFR,E123S33BD,E123S33B,E123S33,-33.375,123.875,46,46
SWAFR,E123S33CA,E123S33C,E123S33,-33.625,123.125,324,267
SWAFR,E123S33CB,E123S33C,E123S33,-33.625,123.375,406,300
SWAFR,E123S33CC,E123S33C,E123S33,-33.875,123.125,604,486
SWAFR,E123S33CD,E123S33C,E123S33,-33.875,123.375,156,144
SWAFR,E123S33DA,E123S33D,E123S33,-33.625,123.625,352,246
SWAFR,E123S33DB,E123S33D,E123S33,-33.625,123.875,717,543
SWAFR,E123S33DC,E123S33D,E123S33,-33.875,123.625,117,108
SWAFR,E123S34AA,E123S34A,E123S34,-34.125,123.125,420,408
SWAFR,E124S32CC,E124S32C,E124S32,-32.875,124.125,1,1
SWAFR,E124S32CD,E124S32C,E124S32,-32.875,124.375,13,13
SWAFR,E124S32DA,E124S32D,E124S32,-32.625,124.625,4,4
SWAFR,E124S32DB,E124S32D,E124S32,-32.625,124.875,105,92
SWAFR,E124S32DC,E124S32D,E124S32,-32.875,124.625,58,55
SWAFR,E124S32DD,E124S32D,E124S32,-32.875,124.875,65,65
SWAFR,E124S33AA,E124S33A,E124S33,-33.125,124.125,36,34
SWAFR,E124S33AC,E124S33A,E124S33,-33.375,124.125,2,2
SWAFR,E125S32AD,E125S32A,E125S32,-32.375,125.375,147,119
SWAFR,E125S32BB,E125S32B,E125S32,-32.125,125.875,63,56
SWAFR,E125S32BC,E125S32B,E125S32,-32.375,125.625,70,58
SWAFR,E125S32BD,E125S32B,E125S32,-32.375,125.875,6,5
SWAFR,E125S32CA,E125S32C,E125S32,-32.625,125.125,76,76
SWAFR,E125S32CB,E125S32C,E125S32,-32.625,125.375,53,50
SWAFR,E126S31DC,E126S31D,E126S31,-31.875,126.625,35,28
SWAFR,E126S32AA,E126S32A,E126S32,-32.125,126.125,233,176
SWAFR,E126S32AB,E126S32A,E126S32,-32.125,126.375,280,211
GCFR,E016S34CC,E016S34C,E016S34,-34.875,16.125,NA,NA
GCFR,E016S34CA,E016S34C,E016S34,-34.625,16.125,NA,NA
GCFR,E016S34AC,E016S34A,E016S34,-34.375,16.125,NA,NA
GCFR,E016S34AA,E016S34A,E016S34,-34.125,16.125,NA,NA
GCFR,E016S33CC,E016S33C,E016S33,-33.875,16.125,NA,NA
GCFR,E016S33CA,E016S33C,E016S33,-33.625,16.125,NA,NA
GCFR,E016S33AC,E016S33A,E016S33,-33.375,16.125,NA,NA
GCFR,E016S33AA,E016S33A,E016S33,-33.125,16.125,NA,NA
GCFR,E016S32CC,E016S32C,E016S32,-32.875,16.125,NA,NA
GCFR,E016S32CA,E016S32C,E016S32,-32.625,16.125,NA,NA
GCFR,E016S32AC,E016S32A,E016S32,-32.375,16.125,NA,NA
GCFR,E016S32AA,E016S32A,E016S32,-32.125,16.125,NA,NA
GCFR,E016S31CC,E016S31C,E016S31,-31.875,16.125,NA,NA
GCFR,E016S31CA,E016S31C,E016S31,-31.625,16.125,NA,NA
GCFR,E016S31AC,E016S31A,E016S31,-31.375,16.125,NA,NA
GCFR,E016S31AA,E016S31A,E016S31,-31.125,16.125,NA,NA
GCFR,E016S30CC,E016S30C,E016S30,-30.875,16.125,NA,NA
GCFR,E016S30CA,E016S30C,E016S30,-30.625,16.125,NA,NA
GCFR,E016S30AC,E016S30A,E016S30,-30.375,16.125,NA,NA
GCFR,E016S30AA,E016S30A,E016S30,-30.125,16.125,NA,NA
GCFR,E016S29CC,E016S29C,E016S29,-29.875,16.125,NA,NA
GCFR,E016S29CA,E016S29C,E016S29,-29.625,16.125,NA,NA
GCFR,E016S29AC,E016S29A,E016S29,-29.375,16.125,NA,NA
GCFR,E016S29AA,E016S29A,E016S29,-29.125,16.125,NA,NA
GCFR,E016S28CC,E016S28C,E016S28,-28.875,16.125,NA,NA
GCFR,E016S28CA,E016S28C,E016S28,-28.625,16.125,NA,NA
GCFR,E016S28AC,E016S28A,E016S28,-28.375,16.125,NA,NA
GCFR,E016S28AA,E016S28A,E016S28,-28.125,16.125,NA,NA
GCFR,E016S27CC,E016S27C,E016S27,-27.875,16.125,NA,NA
GCFR,E016S27CA,E016S27C,E016S27,-27.625,16.125,NA,NA
GCFR,E016S27AC,E016S27A,E016S27,-27.375,16.125,NA,NA
GCFR,E016S27AA,E016S27A,E016S27,-27.125,16.125,NA,NA
GCFR,E016S34CD,E016S34C,E016S34,-34.875,16.375,NA,NA
GCFR,E016S34CB,E016S34C,E016S34,-34.625,16.375,NA,NA
GCFR,E016S34AD,E016S34A,E016S34,-34.375,16.375,NA,NA
GCFR,E016S34AB,E016S34A,E016S34,-34.125,16.375,NA,NA
GCFR,E016S33CD,E016S33C,E016S33,-33.875,16.375,NA,NA
GCFR,E016S33CB,E016S33C,E016S33,-33.625,16.375,NA,NA
GCFR,E016S33AD,E016S33A,E016S33,-33.375,16.375,NA,NA
GCFR,E016S33AB,E016S33A,E016S33,-33.125,16.375,NA,NA
GCFR,E016S32CD,E016S32C,E016S32,-32.875,16.375,NA,NA
GCFR,E016S32CB,E016S32C,E016S32,-32.625,16.375,NA,NA
GCFR,E016S32AD,E016S32A,E016S32,-32.375,16.375,NA,NA
GCFR,E016S32AB,E016S32A,E016S32,-32.125,16.375,NA,NA
GCFR,E016S31CD,E016S31C,E016S31,-31.875,16.375,NA,NA
GCFR,E016S31CB,E016S31C,E016S31,-31.625,16.375,NA,NA
GCFR,E016S31AD,E016S31A,E016S31,-31.375,16.375,NA,NA
GCFR,E016S31AB,E016S31A,E016S31,-31.125,16.375,NA,NA
GCFR,E016S30CD,E016S30C,E016S30,-30.875,16.375,NA,NA
GCFR,E016S30CB,E016S30C,E016S30,-30.625,16.375,NA,NA
GCFR,E016S30AD,E016S30A,E016S30,-30.375,16.375,NA,NA
GCFR,E016S30AB,E016S30A,E016S30,-30.125,16.375,NA,NA
GCFR,E016S29CD,E016S29C,E016S29,-29.875,16.375,NA,NA
GCFR,E016S29CB,E016S29C,E016S29,-29.625,16.375,NA,NA
GCFR,E016S29AD,E016S29A,E016S29,-29.375,16.375,NA,NA
GCFR,E016S29AB,E016S29A,E016S29,-29.125,16.375,NA,NA
GCFR,E016S28CD,E016S28C,E016S28,-28.875,16.375,NA,NA
GCFR,E016S28AD,E016S28A,E016S28,-28.375,16.375,NA,NA
GCFR,E016S28AB,E016S28A,E016S28,-28.125,16.375,NA,NA
GCFR,E016S27CD,E016S27C,E016S27,-27.875,16.375,NA,NA
GCFR,E016S27CB,E016S27C,E016S27,-27.625,16.375,NA,NA
GCFR,E016S27AD,E016S27A,E016S27,-27.375,16.375,NA,NA
GCFR,E016S27AB,E016S27A,E016S27,-27.125,16.375,NA,NA
GCFR,E016S34DC,E016S34D,E016S34,-34.875,16.625,NA,NA
GCFR,E016S34DA,E016S34D,E016S34,-34.625,16.625,NA,NA
GCFR,E016S34BC,E016S34B,E016S34,-34.375,16.625,NA,NA
GCFR,E016S34BA,E016S34B,E016S34,-34.125,16.625,NA,NA
GCFR,E016S33DC,E016S33D,E016S33,-33.875,16.625,NA,NA
GCFR,E016S33DA,E016S33D,E016S33,-33.625,16.625,NA,NA
GCFR,E016S33BC,E016S33B,E016S33,-33.375,16.625,NA,NA
GCFR,E016S33BA,E016S33B,E016S33,-33.125,16.625,NA,NA
GCFR,E016S32DC,E016S32D,E016S32,-32.875,16.625,NA,NA
GCFR,E016S32DA,E016S32D,E016S32,-32.625,16.625,NA,NA
GCFR,E016S32BC,E016S32B,E016S32,-32.375,16.625,NA,NA
GCFR,E016S32BA,E016S32B,E016S32,-32.125,16.625,NA,NA
GCFR,E016S31DC,E016S31D,E016S31,-31.875,16.625,NA,NA
GCFR,E016S31DA,E016S31D,E016S31,-31.625,16.625,NA,NA
GCFR,E016S31BC,E016S31B,E016S31,-31.375,16.625,NA,NA
GCFR,E016S31BA,E016S31B,E016S31,-31.125,16.625,NA,NA
GCFR,E016S30DC,E016S30D,E016S30,-30.875,16.625,NA,NA
GCFR,E016S30DA,E016S30D,E016S30,-30.625,16.625,NA,NA
GCFR,E016S30BC,E016S30B,E016S30,-30.375,16.625,NA,NA
GCFR,E016S30BA,E016S30B,E016S30,-30.125,16.625,NA,NA
GCFR,E016S29DC,E016S29D,E016S29,-29.875,16.625,NA,NA
GCFR,E016S29DA,E016S29D,E016S29,-29.625,16.625,NA,NA
GCFR,E016S29BC,E016S29B,E016S29,-29.375,16.625,NA,NA
GCFR,E016S29BA,E016S29B,E016S29,-29.125,16.625,NA,NA
GCFR,E016S28BC,E016S28B,E016S28,-28.375,16.625,NA,NA
GCFR,E016S28BA,E016S28B,E016S28,-28.125,16.625,NA,NA
GCFR,E016S27DC,E016S27D,E016S27,-27.875,16.625,NA,NA
GCFR,E016S27DA,E016S27D,E016S27,-27.625,16.625,NA,NA
GCFR,E016S27BC,E016S27B,E016S27,-27.375,16.625,NA,NA
GCFR,E016S27BA,E016S27B,E016S27,-27.125,16.625,NA,NA
GCFR,E016S34DD,E016S34D,E016S34,-34.875,16.875,NA,NA
GCFR,E016S34DB,E016S34D,E016S34,-34.625,16.875,NA,NA
GCFR,E016S34BD,E016S34B,E016S34,-34.375,16.875,NA,NA
GCFR,E016S34BB,E016S34B,E016S34,-34.125,16.875,NA,NA
GCFR,E016S33DD,E016S33D,E016S33,-33.875,16.875,NA,NA
GCFR,E016S33DB,E016S33D,E016S33,-33.625,16.875,NA,NA
GCFR,E016S33BD,E016S33B,E016S33,-33.375,16.875,NA,NA
GCFR,E016S33BB,E016S33B,E016S33,-33.125,16.875,NA,NA
GCFR,E016S32DD,E016S32D,E016S32,-32.875,16.875,NA,NA
GCFR,E016S32DB,E016S32D,E016S32,-32.625,16.875,NA,NA
GCFR,E016S32BD,E016S32B,E016S32,-32.375,16.875,NA,NA
GCFR,E016S32BB,E016S32B,E016S32,-32.125,16.875,NA,NA
GCFR,E016S31DD,E016S31D,E016S31,-31.875,16.875,NA,NA
GCFR,E016S31DB,E016S31D,E016S31,-31.625,16.875,NA,NA
GCFR,E016S31BD,E016S31B,E016S31,-31.375,16.875,NA,NA
GCFR,E016S31BB,E016S31B,E016S31,-31.125,16.875,NA,NA
GCFR,E016S30DD,E016S30D,E016S30,-30.875,16.875,NA,NA
GCFR,E016S30DB,E016S30D,E016S30,-30.625,16.875,NA,NA
GCFR,E016S30BD,E016S30B,E016S30,-30.375,16.875,NA,NA
GCFR,E016S30BB,E016S30B,E016S30,-30.125,16.875,NA,NA
GCFR,E016S29DD,E016S29D,E016S29,-29.875,16.875,NA,NA
GCFR,E016S29DB,E016S29D,E016S29,-29.625,16.875,NA,NA
GCFR,E016S28BB,E016S28B,E016S28,-28.125,16.875,NA,NA
GCFR,E016S27DD,E016S27D,E016S27,-27.875,16.875,NA,NA
GCFR,E016S27DB,E016S27D,E016S27,-27.625,16.875,NA,NA
GCFR,E016S27BD,E016S27B,E016S27,-27.375,16.875,NA,NA
GCFR,E016S27BB,E016S27B,E016S27,-27.125,16.875,NA,NA
GCFR,E017S34CC,E017S34C,E017S34,-34.875,17.125,NA,NA
GCFR,E017S34CA,E017S34C,E017S34,-34.625,17.125,NA,NA
GCFR,E017S34AC,E017S34A,E017S34,-34.375,17.125,NA,NA
GCFR,E017S34AA,E017S34A,E017S34,-34.125,17.125,NA,NA
GCFR,E017S33CC,E017S33C,E017S33,-33.875,17.125,NA,NA
GCFR,E017S33CA,E017S33C,E017S33,-33.625,17.125,NA,NA
GCFR,E017S33AC,E017S33A,E017S33,-33.375,17.125,NA,NA
GCFR,E017S33AA,E017S33A,E017S33,-33.125,17.125,NA,NA
GCFR,E017S32CC,E017S32C,E017S32,-32.875,17.125,NA,NA
GCFR,E017S32CA,E017S32C,E017S32,-32.625,17.125,NA,NA
GCFR,E017S32AC,E017S32A,E017S32,-32.375,17.125,NA,NA
GCFR,E017S32AA,E017S32A,E017S32,-32.125,17.125,NA,NA
GCFR,E017S31CC,E017S31C,E017S31,-31.875,17.125,NA,NA
GCFR,E017S31CA,E017S31C,E017S31,-31.625,17.125,NA,NA
GCFR,E017S31AC,E017S31A,E017S31,-31.375,17.125,NA,NA
GCFR,E017S31AA,E017S31A,E017S31,-31.125,17.125,NA,NA
GCFR,E017S30CC,E017S30C,E017S30,-30.875,17.125,NA,NA
GCFR,E017S30CA,E017S30C,E017S30,-30.625,17.125,NA,NA
GCFR,E017S30AC,E017S30A,E017S30,-30.375,17.125,NA,NA
GCFR,E017S27CC,E017S27C,E017S27,-27.875,17.125,NA,NA
GCFR,E017S27CA,E017S27C,E017S27,-27.625,17.125,NA,NA
GCFR,E017S27AC,E017S27A,E017S27,-27.375,17.125,NA,NA
GCFR,E017S27AA,E017S27A,E017S27,-27.125,17.125,NA,NA
GCFR,E017S34CD,E017S34C,E017S34,-34.875,17.375,NA,NA
GCFR,E017S34CB,E017S34C,E017S34,-34.625,17.375,NA,NA
GCFR,E017S34AD,E017S34A,E017S34,-34.375,17.375,NA,NA
GCFR,E017S34AB,E017S34A,E017S34,-34.125,17.375,NA,NA
GCFR,E017S33CD,E017S33C,E017S33,-33.875,17.375,NA,NA
GCFR,E017S33CB,E017S33C,E017S33,-33.625,17.375,NA,NA
GCFR,E017S33AD,E017S33A,E017S33,-33.375,17.375,NA,NA
GCFR,E017S33AB,E017S33A,E017S33,-33.125,17.375,NA,NA
GCFR,E017S32CD,E017S32C,E017S32,-32.875,17.375,NA,NA
GCFR,E017S32CB,E017S32C,E017S32,-32.625,17.375,NA,NA
GCFR,E017S32AD,E017S32A,E017S32,-32.375,17.375,NA,NA
GCFR,E017S32AB,E017S32A,E017S32,-32.125,17.375,NA,NA
GCFR,E017S31CD,E017S31C,E017S31,-31.875,17.375,NA,NA
GCFR,E017S31CB,E017S31C,E017S31,-31.625,17.375,NA,NA
GCFR,E017S31AD,E017S31A,E017S31,-31.375,17.375,NA,NA
GCFR,E017S31AB,E017S31A,E017S31,-31.125,17.375,NA,NA
GCFR,E017S30CD,E017S30C,E017S30,-30.875,17.375,NA,NA
GCFR,E017S28AB,E017S28A,E017S28,-28.125,17.375,NA,NA
GCFR,E017S27CD,E017S27C,E017S27,-27.875,17.375,NA,NA
GCFR,E017S27CB,E017S27C,E017S27,-27.625,17.375,NA,NA
GCFR,E017S27AD,E017S27A,E017S27,-27.375,17.375,NA,NA
GCFR,E017S27AB,E017S27A,E017S27,-27.125,17.375,NA,NA
GCFR,E017S34DC,E017S34D,E017S34,-34.875,17.625,NA,NA
GCFR,E017S34DA,E017S34D,E017S34,-34.625,17.625,NA,NA
GCFR,E017S34BC,E017S34B,E017S34,-34.375,17.625,NA,NA
GCFR,E017S34BA,E017S34B,E017S34,-34.125,17.625,NA,NA
GCFR,E017S33DC,E017S33D,E017S33,-33.875,17.625,NA,NA
GCFR,E017S33DA,E017S33D,E017S33,-33.625,17.625,NA,NA
GCFR,E017S33BC,E017S33B,E017S33,-33.375,17.625,NA,NA
GCFR,E017S33BA,E017S33B,E017S33,-33.125,17.625,NA,NA
GCFR,E017S32DC,E017S32D,E017S32,-32.875,17.625,NA,NA
GCFR,E017S32DA,E017S32D,E017S32,-32.625,17.625,NA,NA
GCFR,E017S32BC,E017S32B,E017S32,-32.375,17.625,NA,NA
GCFR,E017S32BA,E017S32B,E017S32,-32.125,17.625,NA,NA
GCFR,E017S31DC,E017S31D,E017S31,-31.875,17.625,NA,NA
GCFR,E017S31DA,E017S31D,E017S31,-31.625,17.625,NA,NA
GCFR,E017S31BC,E017S31B,E017S31,-31.375,17.625,NA,NA
GCFR,E017S28DA,E017S28D,E017S28,-28.625,17.625,NA,NA
GCFR,E017S28BC,E017S28B,E017S28,-28.375,17.625,NA,NA
GCFR,E017S28BA,E017S28B,E017S28,-28.125,17.625,NA,NA
GCFR,E017S27DC,E017S27D,E017S27,-27.875,17.625,NA,NA
GCFR,E017S27DA,E017S27D,E017S27,-27.625,17.625,NA,NA
GCFR,E017S27BC,E017S27B,E017S27,-27.375,17.625,NA,NA
GCFR,E017S27BA,E017S27B,E017S27,-27.125,17.625,NA,NA
GCFR,E017S34DD,E017S34D,E017S34,-34.875,17.875,NA,NA
GCFR,E017S34DB,E017S34D,E017S34,-34.625,17.875,NA,NA
GCFR,E017S34BD,E017S34B,E017S34,-34.375,17.875,NA,NA
GCFR,E017S34BB,E017S34B,E017S34,-34.125,17.875,NA,NA
GCFR,E017S33DD,E017S33D,E017S33,-33.875,17.875,NA,NA
GCFR,E017S33DB,E017S33D,E017S33,-33.625,17.875,NA,NA
GCFR,E017S33BD,E017S33B,E017S33,-33.375,17.875,NA,NA
