region,hdgc,dgc,lat,lon,n_collections,HDS_richness,mean_QDS_richness,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,PC1,PC2,PC1_residual,multivariate_residual
GCFR,E016S28D,E016S28,-28.75,16.75,1238,465,163.75,1.2799212860373086,-0.6770970720937086,-0.3039879503940807,1.271237113215399,0.03895506973069676,0.1966391775758051,0.6881320893500301,0.8867156317398072,1.0299690859885549,1.4478410322407118,1.054374225985313,-633.9411494319436,40.30112496572025
GCFR,E017S28C,E017S28,-28.75,17.25,1917,710,281.75,0.8480067622960656,-0.5863553377656531,-0.8014434120411378,1.0111884174365358,0.532642768770182,1.4604426125063585,1.7539129820244874,-0.10052533951908682,0.6039975691479222,1.1816093339888423,2.1507581998471634,-356.1644903293885,160.15938882619565
GCFR,E017S29A,E017S29,-29.25,17.25,1039,450,158,1.0914331429601523,0.1283334060705973,-0.49504986851475147,-0.679168884612148,-0.9022788900074263,1.7262696194020086,0.3362971723983855,-0.04331011031495439,-0.20055803120338758,-0.035400205056488686,1.5796920553911,-466.3344473714242,-636.9189221205376
GCFR,E017S29B,E017S29,-29.25,17.75,2427,806,322.75,1.239466797154423,0.1353585839781779,-0.7656592843918176,0.09462699148963766,-0.3939365399174325,1.5051447472526207,1.5610319001761945,0.4800739801798307,1.8600060782868493,1.5060830931063567,2.1543509367555735,-300.1115209052102,340.97114051965326
GCFR,E017S29C,E017S29,-29.75,17.25,1264,577,202,0.43345349395234056,-0.6365750350106779,0.9816282521805589,1.1949607585108397,-1.6176132880734375,0.9747589225284924,0.6497665426409137,0.24991593666776474,0.5384432224772109,0.7533685471794888,1.6010172661818403,-436.44236003751803,272.4856294204545
GCFR,E017S29D,E017S29,-29.75,17.75,4925,1104,478.25,1.7037593849278994,-0.8382810307836719,-0.39953639003810937,-0.02988793841285748,-0.25012855338674683,0.14660203755484394,0.5499420251651719,-0.23872753406850428,-0.8632251813009246,-0.24182623622854443,0.8185451739909619,213.07933955945973,69.0462512119263
GCFR,E017S30B,E017S30,-30.25,17.75,3324,939,364,1.8252972702812935,-0.22653780022946904,-1.087045511242327,1.067060917017121,-0.8200014400985658,0.5588213087889361,1.7383874865211941,1.0630869349701666,-0.08324607934344264,1.0525386402244357,2.01357113900438,-111.27417314542917,-121.62068264075927
GCFR,E017S30D,E017S30,-30.75,17.75,1186,550,194.75,0.7321078629718775,-2.5389800890564405,0.9006530911613527,0.8481914129138997,-2.501267474192929,0.7916588930023738,-0.048041769559682215,0.09231749343036262,-0.4654985651448441,-0.8919737655132711,2.1076317085197505,-260.8788619858142,718.3413263663384
GCFR,E018S29A,E018S29,-29.25,18.25,219,144,43.75,1.0908182862279905,0.16199194262608504,-0.7323923619191072,1.097455574009287,-1.3596172717136745,-0.2513673381517535,0.537368823785639,0.06990930555015083,1.033440794939067,0.5125812847704007,0.6848458493458781,-839.7982490317942,-219.42634975709413
GCFR,E018S29C,E018S29,-29.75,18.25,680,387,116.75,1.031808472527681,-1.2214343342191665,-0.29814160937931034,-0.3952237349317854,-1.7735187361580105,-0.39755123521956653,-1.1750822568142631,0.3388863495855463,1.3819166462951906,-0.7040685923822809,0.33054326586354843,-447.01248523113827,625.772878779796
