region,hdgc,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,PC1,PC2
GCFR,E016S28D,1.2799212860373086,-0.6770970720937086,-0.3039879503940807,1.271237113215399,0.03895506973069676,0.1966391775758051,0.6881320893500301,0.8867156317398072,1.0299690859885549,1.4478410322407118,1.054374225985313
GCFR,E017S28C,0.8480067622960656,-0.5863553377656531,-0.8014434120411378,1.0111884174365358,0.532642768770182,1.4604426125063585,1.7539129820244874,-0.10052533951908682,0.6039975691479222,1.1816093339888423,2.1507581998471634
GCFR,E017S29A,1.0914331429601523,0.1283334060705973,-0.49504986851475147,-0.679168884612148,-0.9022788900074263,1.7262696194020086,0.3362971723983855,-0.04331011031495439,-0.20055803120338758,-0.035400205056488686,1.5796920553911
GCFR,E017S29B,1.239466797154423,0.1353585839781779,-0.7656592843918176,0.09462699148963766,-0.3939365399174325,1.5051447472526207,1.5610319001761945,0.4800739801798307,1.8600060782868493,1.5060830931063567,2.1543509367555735
GCFR,E017S29C,0.43345349395234056,-0.6365750350106779,0.9816282521805589,1.1949607585108397,-1.6176132880734375,0.9747589225284924,0.6497665426409137,0.24991593666776474,0.5384432224772109,0.7533685471794888,1.6010172661818403
GCFR,E017S29D,1.7037593849278994,-0.8382810307836719,-0.39953639003810937,-0.02988793841285748,-0.25012855338674683,0.14660203755484394,0.5499420251651719,-0.23872753406850428,-0.8632251813009246,-0.24182623622854443,0.8185451739909619
GCFR,E017S30B,1.8252972702812935,-0.22653780022946904,-1.087045511242327,1.067060917017121,-0.8200014400985658,0.5588213087889361,1.7383874865211941,1.0630869349701666,-0.08324607934344264,1.0525386402244357,2.01357113900438
GCFR,E017S30D,0.7321078629718775,-2.5389800890564405,0.9006530911613527,0.8481914129138997,-2.501267474192929,0.7916588930023738,-0.048041769559682215,0.09231749343036262,-0.4654985651448441,-0.8919737655132711,2.1076317085197505
GCFR,E018S29A,1.0908182862279905,0.16199194262608504,-0.7323923619191072,1.097455574009287,-1.3596172717136745,-0.2513673381517535,0.537368823785639,0.06990930555015083,1.033440794939067,0.5125812847704007,0.6848458493458781
GCFR,E018S29C,1.031808472527681,-1.2214343342191665,-0.29814160937931034,-0.3952237349317854,-1.7735187361580105,-0.39755123521956653,-1.1750822568142631,0.3388863495855463,1.3819166462951906,-0.7040685923822809,0.33054326586354843
GCFR,E018S30A,0.45637290127212804,-0.11093324440006723,0.08149056154813537,0.8156755405643275,0.6964163318307636,0.8031221865490157,1.9119756417188336,1.3332857880874713,0.6995144775160003,1.987719442750289,1.5897816745723903
GCFR,E018S30B,0.0734653221129911,-0.6484445617679891,-0.8775367533005287,0.6793551785023693,0.023457805263984662,0.4445742249750498,0.7169016849388579,0.19902455079802472,0.8701978614095727,0.3560795234383969,1.1850474991110094
GCFR,E018S30C,1.4583712473624013,-0.2966023754340872,-0.41412404968786853,0.265832210612982,-0.21165421109432625,1.3693773114564864,0.6526662822287466,0.925376656896749,0.12679638940127225,1.0531744744634777,1.6746361254705626
GCFR,E018S30D,1.6044697293204706,-0.6904963653453355,0.35364374092642265,0.5826402008486006,-0.4584595764707517,0.7748291621860185,0.3688469884839832,0.13525250115124118,0.7456257688426313,1.0163354242033795,1.1351830017179407
GCFR,E018S31A,0.7744451529296538,-0.32855658408793836,0.19040193869135139,-0.2904397211359006,-0.7663325028640348,-0.2828377456783897,0.2533950751117553,-0.21492866338444364,-0.6671947940492214,-0.5153554188540574,0.19196930529505882
