var,rel.inf
rough_Elevation,15.390703985850104
rough_MAP,14.956467368654232
rough_Soil.C,12.019768995656142
MAP,11.188136680757967
rough_CEC,9.209622347927871
pH,9.09495583119513
Elevation,6.1181326095129815
Clay,5.849625005005288
CEC,5.272122108898313
PDQ,4.795730623923263
rough_Surface.T,4.681367113713325
rough_Clay,1.4233673289053923
