region,Elevation,MAP,PDQ,Surface.T,NDVI,CEC,Clay,Soil.C,pH
GCFR,166.4991212331386,32.3205915651339,1.3294013106535452,2.3855179948399967,2899025.765677179,2.662594030305937,4.7669250422461795,8.831293925212796,5.9500000931380645
GCFR,269.6660655063919,22.469591500230464,1.4471425906430166,2.99838196353776,6273196.6945451,1.9960074844593048,7.60777598737403,14.720011304866809,4.93293324868126
GCFR,121.07656944232377,10.358825839741783,0.9369849357560932,1.440291020721001,3330371.9072515527,1.2964004266039926,2.359497832212123,7.3088463725161255,2.90566439961529
GCFR,158.34390207040028,15.919325017032955,1.3046597444054915,1.5060809190952844,3107764.675339954,1.2953712462431788,2.659977962167505,12.03039276210473,3.4535912450640347
GCFR,182.24397870239412,13.946250005101223,1.1216097535107443,1.07583715733886,2290833.1716932114,1.8903552931709737,2.1234503021011335,10.287945939523388,3.573065940590239
GCFR,122.6800545029656,16.979652196790287,1.2361108429330534,1.0825332393520009,2965294.533700089,1.283881992710857,1.655535874570176,5.765721582521165,2.898211108697133
GCFR,149.5783003171923,20.2526719892623,2.1294086297937858,2.69262935049728,5252604.962132506,2.245007784977557,1.8777517626000393,8.711105761958603,5.388165261380549
GCFR,109.4454958152771,25.76772167444229,2.6898294538259506,2.013467965807223,2716744.6075892863,2.0426577883107315,1.715230067244598,10.839978858530522,7.642406490189689
GCFR,112.50892484369125,10.307711084607234,1.126999633847711,1.282385166868598,2574328.144500892,1.0107128029796106,1.8869933277272926,6.973724082650984,2.767241691004569
GCFR,161.71441474563323,17.187219762167963,1.3483411790053252,0.8718220145379263,1232627.4563523016,1.5980010059742673,1.2830073517423763,12.214575238794925,2.765334913053783
GCFR,159.84403250735738,24.924377789704696,2.357848508772643,1.1707619395759536,2038571.7409006213,1.4979490604311783,0.9572293307914499,10.994471921506133,3.4237391373533637
GCFR,168.50334776836894,29.923045125214948,2.1840228406761004,1.7418297496345332,2732179.1684006215,1.495309046736415,1.9733645274772411,8.472617630543917,5.46558455437607
GCFR,150.80434610639298,32.19172025271825,2.3085995793342593,1.9195716780059147,3015966.439336735,1.699139073527589,3.2016247670261224,8.996312224013465,7.042056834551754
GCFR,151.5727963426378,25.419558628929984,1.2057407000329758,3.071625775937671,1919681.4220370373,0.6438608513938058,1.276713079302399,12.52907795407154,5.666721215424713
GCFR,118.27542827391014,20.747681844906932,1.559279989670485,1.858846678513737,753498.6282435901,0.8328500067637516,0.504484579133172,4.416115149524477,2.88798426528669
