Elevation_mean,MAP_mean,PDQ_mean,Surface T_mean,NDVI_mean,CEC_mean,Clay_mean,Soil C_mean,pH_mean,Elevation_sd,MAP_sd,PDQ_sd,Surface T_sd,NDVI_sd,CEC_sd,Clay_sd,Soil C_sd,pH_sd
0.9857801470588236,0.5659698529411765,0.8234102941176471,0.7377808823529411,0.6106095588235294,0.6182819852941176,0.5991279411764706,0.5180393382352941,0.6484610294117648,0.006424906822355177,0.04427799142740985,0.03294409907065409,0.03519395266495476,0.04387241924167562,0.04062601031537215,0.04073472325185294,0.041784788766287995,0.03930008837986912
