var,rel.inf
MAP,37.654819473137174
PDQ,14.188789058988341
rough_MAP,12.242769176313695
Elevation,9.750176748112594
CEC,5.967182032701703
rough_PDQ,3.8587292410414853
pH,2.8512220365929903
Clay,2.5235648455173685
rough_Elevation,2.410233198801305
rough_CEC,2.1632023647128906
rough_Soil.C,2.117899387782803
rough_NDVI,1.6816654229583647
Surface.T,1.4000377458981876
rough_Surface.T,1.1897092674410883
