var,rel.inf
pH,15.823497901922053
rough_Surface.T,12.33680820590823
MAP,12.16886483274001
rough_Clay,10.459212046405455
rough_Elevation,10.194261749821958
Clay,8.311507215563205
rough_Soil.C,6.455493755676946
rough_MAP,6.067689152317167
rough_CEC,5.397127903928514
Elevation,3.931354423236718
PDQ,3.6174250826706893
rough_NDVI,3.106841584541616
CEC,2.129916145267435
