species,n_collections
Erica gigantea,15
Erica insolitanthera,15
Erica ixanthera,15
Erica lachnaeifolia,15
Erica myriocodon,15
Erica occulta,15
Erica purgatoriensis,15
Erica stokoei,15
Erica trichadenia,15
Erica trichophylla,15
Eriocephalus pauperrimus,15
Erucastrum strigosum,15
Esterhuysenia inclaudens,15
Euphorbia phylloclada,15
Euryops muirii,15
Euryops nodosus,15
Euryops rosulatus,15
Ficinia macowanii,15
Gazania ciliaris,15
Gazania leiopoda,15
Geissorhiza arenicola,15
Geissorhiza barkerae,15
Geissorhiza brevituba,15
Geissorhiza grandiflora,15
Geissorhiza nubigena,15
Geissorhiza outeniquensis,15
Gethyllis gregoriana,15
Gethyllis namaquensis,15
Gibbaeum velutinum,15
Gladiolus acuminatus,15
Gladiolus caeruleus,15
Gladiolus cardinalis,15
Gladiolus inflexus,15
Glottiphyllum surrectum,15
Gomphostigma virgatum,15
Grammatotheca bergiana,15
Gymnostephium fruticosum,15
Gymnostephium papposum,15
Haworthia maculata,15
Hebenstretia namaquensis,15
Helichrysum albanense,15
Helictotrichon leoninum,15
Heliophila adpressa,15
Heliophila cuneata,15
Hermannia linearifolia,15
Hermannia pfeilii,15
Hypodiscus procurrens,15
Ifloga anomala,15
Isoetes toximontana,15
Ixia bellendenii,15
Ixia contorta,15
Ixia lacerata,15
Ixia trinervata,15
Ixia versicolor,15
Juncus punctorius,15
Kalanchoe rotundifolia,15
Kohautia cynanchica,15
Lachenalia bowkeri,15
Lachenalia stayneri,15
Lachnaea macrantha,15
Lapeirousia littoralis,15
Lepidium didymum,15
Lichtensteinia interrupta,15
Lobostemon montanus,15
Lobostemon stachydeus,15
Manulea nervosa,15
Mentha aquatica,15
Mesembryanthemum expansum,15
Mesembryanthemum resurgens,15
Mesembryanthemum viridiflorum,15
Microloma namaquense,15
Moraea gracilenta,15
Moraea maximiliani,15
Moraea pendula,15
Moraea punctata,15
Moraea tortilis,15
Muraltia brachypetala,15
Muraltia origanoides,15
Muraltia rigida,15
Mystacidium capense,15
Nanobubon capillaceum,15
Nemesia brevicalcarata,15
Nemesia macroceras,15
Notobubon sonderi,15
Oedera hirta,15
Oldenburgia intermedia,15
Osteospermum sinuatum,15
Othonna pavonia,15
Othonna protecta,15
Oxalis dichotoma,15
Oxalis monophylla,15
Panicum arbusculum,15
Passerina montivaga,15
Pelargonium crassipes,15
Phylica dioica,15
Phylica fruticosa,15
Phylica stenopetala,15
Phylica virgata,15
Polpoda capensis,15
Polygala meridionalis,15
Protea holosericea,15
Protea namaquana,15
Protea subvestita,15
Psammotropha anguina,15
Pseudoselago ascendens,15
Psoralea peratica,15
Psoralea rigidula,15
Quaqua multiflora,15
Rafnia globosa,15
Rafnia lancea,15
Restio distans,15
Restio fourcadei,15
Restio inconspicuus,15
Restio karooicus,15
Restio perseverans,15
Restio rarus,15
Restio sporadicus,15
Rhynchosia ciliata,15
Romulea albomarginata,15
Romulea barkerae,15
Ruschia crassa,15
Ruschia diversifolia,15
Ruschia fourcadei,15
Ruschia lavisii,15
Ruschia stricta,15
Satyrium hallackii,15
Schoenoplectus decipiens,15
Sebaea minutiflora,15
Sebaea stricta,15
Secale africanum,15
Selago pustulosa,15
Selago venosa,15
Senecio angustifolius,15
Senecio laevigata,15
Senecio puberulus,15
Senna multiglandulosa,15
Setaria lindenbergiana,15
Sphenopus divaricatus,15
Staavia verticillata,15
Stapelia immelmaniae,15
Stoeberia arborea,15
Stylapterus ericifolius,15
Suaeda caespitosa,15
Tephrosia angulata,15
Thesium junceum,15
Thunbergia capensis,15
Trachyandra gracilenta,15
Tridentea gemmiflora,15
Triglochin elongata,15
Tritonia marlothii,15
Tritonia tugwelliae,15
Tritoniopsis intermedia,15
Tromotriche pedunculata,15
Tylecodon fragilis,15
Tylecodon grandiflorus,15
Vachellia erioloba,15
Valeriana capensis,15
Veronica anagallis-aquatica,15
Wahlenbergia capillacea,15
Willdenowia purpurea,15
Wurmbea marginata,15
Wurmbea monopetala,15
Zaluzianskya diandra,15
Zygophyllum dregeanum,15
Acalypha peduncularis,14
Acmadenia bodkinii,14
Acrotome pallescens,14
Agathosma adnata,14
Agathosma elata,14
Agathosma hookeri,14
Agathosma martiana,14
Albuca bracteata,14
Alloteropsis semialata,14
Aloe comosa,14
Amaranthus deflexus,14
Amphithalea speciosa,14
Antimima watermeyeri,14
Argyroderma crateriforme,14
Argyroderma testiculare,14
Argyrolobium pauciflorum,14
Aristea monticola,14
Aspalathus aciloba,14
Aspalathus barbigera,14
Aspalathus puberula,14
Astephanus zeyheri,14
Astroloba corrugata,14
Athanasia oocephala,14
Babiana rigidifolia,14
Berkheya decurrens,14
Berzelia burchellii,14
Braunsia geminata,14
Brunia bullata,14
Brunia oblongifolia,14
Bulbine melanovaginata,14
Cardamine africana,14
Cenchrus spinifex,14
Centella sessilis,14
Ceratiosicyos laevis,14
Cerochlamys pachyphylla,14
Cheilanthes depauperata,14
Cheilanthes namaquensis,14
Chrysocoma esterhuyseniae,14
Chrysocoma obtusata,14
Cineraria aspera,14
Cineraria erodioides,14
Cineraria erosa,14
Cliffortia multiformis,14
Cliffortia recurvata,14
Convolvulus bidentatus,14
Coronopus integrifolius,14
Cotula andreae,14
Cotula eckloniana,14
Cotula mexicana,14
Crassula filiformis,14
Crassula pyramidalis,14
Crinum campanulatum,14
Cyanella aquatica,14
Cyclopia aurescens,14
Daubenya capensis,14
Deilanthe peersii,14
Delosperma guthriei,14
Delosperma subincanum,14
Diascia diffusa,14
Diosma pilosa,14
Disa patula,14
Disa reticulata,14
Disa salteri,14
Dischisma clandestinum,14
Discocapnos mundtii,14
Dregeochloa pumila,14
Drosanthemum delicatulum,14
Dymondia margaretae,14
Ehrharta eburnea,14
Elegia fucata,14
Epischoenus lucidus,14
Erepsia oxysepala,14
Erica albescens,14
Erica amicorum,14
Erica berzelioides,14
Erica cedromontana,14
Erica chartacea,14
Erica hermani,14
Erica inclusa,14
Erica ocellata,14
Erica pellucida,14
Erica trachysantha,14
Erica uysii,14
Erica vallis-gratiae,14
Erica venustiflora,14
Erica viscidiflora,14
Eriospermum rhizomatum,14
Euphorbia caerulescens,14
Euphorbia hallii,14
Euphorbia stapelioides,14
Euryops hebecarpus,14
Euryops marlothii,14
Faucaria bosscheana,14
Felicia whitehillensis,14
Fenestraria rhopalophylla,14
Ficus thonningii,14
Gazania othonnites,14
Geissorhiza corrugata,14
Geissorhiza subrigida,14
Gibbaeum geminum,14
Gladiolus arcuatus,14
Gladiolus geardii,14
Gladiolus overbergensis,14
Gladiolus pulcherrimus,14
Gladiolus stefaniae,14
Guilleminea densa,14
Gymnostephium corymbosum,14
Haemanthus dasyphyllus,14
Heliophila bulbostyla,14
Hereroa tenuifolia,14
Hermannia stipitata,14
Hesperantha fibrosa,14
Hessea speciosa,14
Hippia hutchinsonii,14
Hydnora africana,14
Hypericum aethiopicum,14
Hypochaeris glabra,14
Hypoxis stellipilis,14
Indigofera cuneifolia,14
Indigofera hedyantha,14
Indigofera tomentosa,14
Ixia stenophylla,14
Jordaaniella cuprea,14
Jordaaniella uniflora,14
Lachenalia aurioliae,14
Lachenalia bolusii,14
Lachenalia neilii,14
Lachnagrostis schlechteri,14
Lampranthus furvus,14
Lampranthus suavissimus,14
Lampranthus vallis-gratiae,14
Lantana rugosa,14
Leobordea quinata,14
Leucadendron roodii,14
Leucospermum profugum,14
Linconia cuspidata,14
Linum quadrifolium,14
Liparia latifolia,14
Lobelia patula,14
Lobostemon collinus,14
Lotononis viborgioides,14
Maerua gilgii,14
Marasmodes dummeri,14
Mesembryanthemum lilliputanum,14
Mesembryanthemum varians,14
Metalasia pulchella,14
Metalasia seriphiifolia,14
Mimusops caffra,14
Monopsis alba,14
Monopsis variifolia,14
Moraea albiflora,14
Moraea deltoidea,14
Moraea gigandra,14
Muraltia mixta,14
Muraltia namaquensis,14
Nenax arenicola,14
Nivenia concinna,14
Nivenia fruticosa,14
Notobuxus macowanii,14
Octopoma quadrisepalum,14
Oncosiphon sabulosum,14
Ornithogalum dregeanum,14
Osyris speciosa,14
Otholobium racemosum,14
Othonna macrophylla,14
Oxalis compressa,14
Oxalis goniorrhiza,14
Oxalis louisae,14
Oxalis virginea,14
Paspalum urvillei,14
Passerina quadrifaria,14
Pavetta lanceolata,14
Pelargonium bubonifolium,14
Pelargonium viciifolium,14
Pharnaceum thunbergii,14
Phiambolia hallii,14
Phylohydrax carnosa,14
Phymaspermum parvifolium,14
Phytolacca americana,14
Podalyria orbicularis,14
Polygala lasiosepala,14
Priestleya capitata,14
Prismatocarpus crispus,14
Protea inopina,14
Pseudoselago similis,14
Psoralea conferta,14
Pterygodium cleistogamum,14
Restio aureolus,14
Restio insignis,14
Restio papyraceus,14
Restio pygmaeus,14
Restio setiger,14
Rhynchosia adenodes,14
Romulea flexuosa,14
Romulea stellata,14
Ruschia aggregata,14
Ruschia alata,14
Ruschia cymbifolia,14
Ruschia laxiflora,14
Ruschia robusta,14
Schoenoplectus triqueter,14
Selago fourcadei,14
Selago setulosa,14
Senecio arenarius,14
Senecio lanceus,14
Senecio othonniflorus,14
Senecio robertiifolius,14
Septulina ovalis,14
Solanum aculeatissimum,14
Sparaxis roxburghii,14
Spiloxene monophylla,14
Sporobolus subulatus,14
Steirodiscus capillaceus,14
Stirtonanthus chrysanthus,14
Stoebe leucocephala,14
Struthiola confusa,14
Tetragonia namaquensis,14
Tetragonia virgata,14
Thesium pinifolium,14
Thesmophora scopulosa,14
Trachyandra oligotricha,14
Trichodiadema calvatum,14
Trichodiadema concinnum,14
Trichodiadema marlothii,14
Trichodiadema rogersiae,14
Tylecodon buchholzianus,14
Ursinia rigidula,14
Vernonia mespilifolia,14
Vigna luteola,14
Xiphotheca guthriei,14
Xyris capensis,14
Acmadenia fruticosa,13
Acrosanthes angustifolia,13
Agathosma craspedota,13
Agathosma insignis,13
Agathosma peglerae,13
Agathosma pilifera,13
Ageratina adenophora,13
Alepidea delicatula,13
Aloe gariepensis,13
Aloinopsis luckhoffii,13
Amaranthus hybridus,13
Anacampseros retusa,13
Anemone cordata,13
Anthospermum hirtum,13
Antimima mutica,13
Argyrolobium trifoliatum,13
Askidiosperma esterhuyseniae,13
Aspalathus inops,13
Aspalathus psoraleoides,13
Athanasia adenantha,13
Athanasia sertulifera,13
Babiana minuta,13
Babiana planifolia,13
Barleria obtusa,13
Blepharis macra,13
Buchnera dura,13
Bulbine stolonifera,13
Bulbinella chartacea,13
Bupleurum mundtii,13
Caesia sabulosa,13
Canthium ciliatum,13
Centella stenophylla,13
Ceratandra harveyana,13
Chamaecrista capensis,13
Chlorophytum triflorum,13
Cissampelos torulosa,13
Cliffortia apiculata,13
Cliffortia cristata,13
Cliffortia esterhuyseniae,13
Cliffortia intermedia,13
Clutia heterophylla,13
Clutia marginata,13
Conophytum piluliforme,13
Corycium microglossum,13
Cotula sororia,13
Crassula hirsuta,13
Crassula roggeveldii,13
Crassula subacaulis,13
Crotalaria pearsonii,13
Cuscuta cassytoides,13
Cyrtanthus guthrieae,13
Cyrtanthus odorus,13
Cyrtanthus spiralis,13
Cytinus capensis,13
Delosperma neethlingiae,13
Denekia capensis,13
Diascia decipiens,13
Didymaotus lapidiformis,13
Dimorphotheca tragus,13
Diospyros acocksii,13
Diospyros pallens,13
Disa conferta,13
Disa physodes,13
Dovyalis rotundifolia,13
Drimia multifolia,13
Drosanthemum deciduum,13
Drosanthemum globosum,13
Drosanthemum subcompressum,13
Elegia rigida,13
Erica amphigena,13
Erica argyraea,13
Erica atropurpurea,13
Erica barrydalensis,13
Erica cereris,13
Erica collina,13
Erica fausta,13
Erica intonsa,13
Erica jonasiana,13
Erica kirstenii,13
Erica lateriflora,13
Erica malmesburiensis,13
Erica permutata,13
Erica polycoma,13
Erica salteri,13
Erica tomentosa,13
Erica vanheurckii,13
Eriocephalus tenuifolius,13
Esterhuysenia mucronata,13
Eulophia macowanii,13
Eulophia parviflora,13
Eulophia streptopetala,13
Euphorbia pentops,13
Euryops anthemoides,13
Euryops mirus,13
Felicia puberula,13
Ferraria densepunctulata,13
Galenia cymosa,13
Galium bredasdorpense,13
Galium subvillosum,13
Gazania rigida,13
Geigeria filifolia,13
Geissorhiza nana,13
Geissorhiza ovalifolia,13
Gethyllis verrucosa,13
Gladiolus comptonii,13
Gladiolus cylindraceus,13
Gladiolus mostertiae,13
Gladiolus ochroleucus,13
Gnidia microphylla,13
Gnidia tenella,13
Gymnanthemum corymbosum,13
Hebenstretia dura,13
Hebenstretia paarlensis,13
Helichrysum miconiifolium,13
Helichrysum pulchellum,13
Heliophila rimicola,13
Hereroa aspera,13
Hermannia hispidula,13
Hermannia repetenda,13
Hermannia vestita,13
Hibiscus diversifolius,13
Huernia humilis,13
Huernia pillansii,13
Hypoxis sobolifera,13
Indigofera heterotricha,13
Indigofera hilaris,13
Indigofera leptocarpa,13
Isoglossa grantii,13
Isolepis capensis,13
Isolepis hemiuncialis,13
Isolepis karroica,13
Isolepis pusilla,13
Ixeris debilis,13
Ixia curvata,13
Ixia tenuifolia,13
Jamesbrittenia maritima,13
Jamesbrittenia tysonii,13
Kedrostis psammophila,13
Kyllinga alba,13
Lachenalia macgregoriorum,13
Lachenalia quadricolor,13
Lachnaea alpina,13
Larryleachia cactiformis,13
Larryleachia marlothii,13
Lebeckia bowieana,13
Ledebouria undulata,13
Leipoldtia uniflora,13
Lepisorus schraderi,13
Lessertia benguellensis,13
Lessertia frutescens,13
Leucadendron glutinosum,13
Leucadendron osbornei,13
Limonium depauperatum,13
Limonium equisetinum,13
Lindernia parviflora,13
Lobostemon strigosus,13
Lophiocarpus polystachyus,13
Lotononis dissitinodis,13
Lotononis stenophylla,13
Manulea pusilla,13
Manulea silenoides,13
Marsilea schelpeana,13
Mesembryanthemum englishiae,13
Mesembryanthemum napierense,13
Mestoklema elatum,13
Monilaria obconica,13
Moraea kamiesensis,13
Moraea rivulicola,13
Muraltia macowanii,13
Muraltia parvifolia,13
Nanobubon hypogaeum,13
Nelia pillansii,13
Nerine ridleyi,13
Nidorella resedifolia,13
Osteospermum subulatum,13
Osyridicarpos schimperianus,13
Osyris lanceolata,13
Oxalis inconspicua,13
Oxalis tenella,13
Peersia frithii,13
Pegolettia baccaridifolia,13
Pelargonium antidysentericum,13
Pelargonium crassicaule,13
Pelargonium frutetorum,13
Pelargonium gracillimum,13
Pelargonium hystrix,13
Pelargonium karooicum,13
Pelargonium laxum,13
Pelargonium leipoldtii,13
Pelargonium pilosellifolium,13
Pelargonium xerophyton,13
Pharnaceum cordifolium,13
Phylica levynsiae,13
Phylica marlothii,13
Phylica parvula,13
Phylica pustulata,13
Phylica retrorsa,13
Phyllopodium multifolium,13
Piaranthus punctatus,13
Plectranthus ciliatus,13
Plumbago tristis,13
Podalyria rotundifolia,13
Podalyria velutina,13
Polhillia involucratum,13
Prismatocarpus candolleanus,13
Protea aristata,13
Protea mucronifolia,13
Pseudoselago densifolia,13
Psoralea implexa,13
Pteronia undulata,13
Rafnia ericifolia,13
Rafnia schlechteriana,13
Relhania tricephala,13
Restio arcuatus,13
Restio esterhuyseniae,13
Restio fusiformis,13
Restio praeacutus,13
Restio rottboellioides,13
Restio zwartbergensis,13
Rhodocoma alpina,13
Roella triflora,13
Romulea hantamensis,13
Romulea pratensis,13
Rubus affinis,13
Ruschia altigena,13
Ruschia bolusiae,13
Ruschia gracilis,13
Ruschia misera,13
Ruschia nana,13
Salix babylonica,13
Salvia triangularis,13
Sarcocornia xerophila,13
Sebaea macrophylla,13
Selago burchellii,13
Senecio cordifolius,13
Senecio eriobasis,13
Senecio foeniculoides,13
Senecio pillansii,13
Siphocodon debilis,13
Sisyranthus imberbis,13
Sonchus dregeanus,13
Spartium junceum,13
Spatalla salsoloides,13
Spiloxene curculigoides,13
Stachys graciliflora,13
Stapelia similis,13
Stapeliopsis exasperata,13
Stilbe overbergensis,13
Sutera subspicata,13
Syncarpha marlothii,13
Tagetes minuta,13
Tetragonia calycina,13
Thamnochortus arenarius,13
Thamnochortus stokoei,13
Thesium euphrasioides,13
Thesium minus,13
Thesium viridifolium,13
Trachyandra scabra,13
Trifolium glomeratum,13
Tritoniopsis caledonensis,13
Urtica urens,13
Vepris natalensis,13
Vexatorella latebrosa,13
Vinca major,13
Zaluzianskya collina,13
Zanthoxylum davyi,13
Acmadenia tetracarpellata,12
Adenandra dahlgrenii,12
Adromischus phillipsiae,12
Agathosma alticola,12
Agathosma decurrens,12
Agathosma foleyana,12
Agathosma gonaquensis,12
Agathosma hirsuta,12
Agathosma mucronulata,12
Agathosma tabularis,12
Albuca tortuosa,12
Aloe speciosa,12
Amphiglossa grisea,12
Amphithalea phylicoides,12
Androcymbium longipes,12
Anemone anemonoides,12
Anthospermum bergianum,12
Anthospermum paniculatum,12
Apodolirion lanceolatum,12
Arctotis angustifolia,12
Arenifera pungens,12
Argyroderma congregatum,12
Aristea cantharophila,12
Aristea latifolia,12
Aristea recisa,12
Askidiosperma chartaceum,12
Aspalathus florulenta,12
Aspalathus leptoptera,12
Aspalathus pallescens,12
Aspalathus patens,12
Aspalathus prostrata,12
Aspalathus repens,12
Aspalathus salicifolia,12
Aspalathus tulbaghensis,12
Aspalathus ulicina,12
Asparagus juniperoides,12
Asparagus mariae,12
Asplenium capense,12
Asystasia stenosiphon,12
Babiana geniculata,12
Babiana virginea,12
Bobartia parva,12
Brachysiphon rupestris,12
Brunia dregeana,12
Bulbine ophiophylla,12
Calicorema capitata,12
Callistemon rigidus,12
Calpurnia intrusa,12
Cannomois grandis,12
Carissa macrocarpa,12
Chaenostoma paniculatum,12
Chamira circaeoides,12
Chasmatophyllum musculinum,12
Cheilanthes kunzei,12
Cheiridopsis acuminata,12
Chenopodiopsis hirta,12
Cleretum booysenii,12
Cleretum pinnatifidum,12
Cliffortia conifera,12
Clutia dregeana,12
Crassula fallax,12
Crassula grisea,12
Crassula multiflora,12
Crotalaria lebeckioides,12
Cyanella cygnea,12
Cyclospermum leptophyllum,12
Cyperus uitenhagensis,12
Cyphostemma quinatum,12
Cyrtanthus ochroleucus,12
Cysticapnos parviflora,12
Cytisus scoparius,12
Dianthus crenatus,12
Diascia alonsooides,12
Dicoma fruticosa,12
Disa bodkinii,12
Disa brachyceras,12
Disa ovalifolia,12
Disa sabulosa,12
Disa vasselotii,12
Dischisma tomentosum,12
Endonema lateriflora,12
Erica cederbergensis,12
Erica chlorosepala,12
Erica constantia,12
Erica cyathiformis,12
Erica flexistyla,12
Erica hippurus,12
Erica humansdorpensis,12
Erica ignita,12
Erica lanipes,12
Erica loganii,12
Erica macrophylla,12
Erica madida,12
Erica mira,12
Erica mitchellensis,12
Erica multiflexuosa,12
Erica notholeeana,12
Erica ostiaria,12
Erica pauciovulata,12
Erica petricola,12
Erica pillarkopensis,12
Erica stenantha,12
Erica vallis-fluminis,12
Erica xanthina,12
Eriosema salignum,12
Eriospermum descendens,12
Eriospermum schlechteri,12
Eucalyptus cladocalyx,12
Euchaetis longicornis,12
Eulophia tuberculata,12
Euphorbia gariepina,12
Euphorbia grandidens,12
Euphorbia multiceps,12
Euphorbia stellispina,12
Euryops ericifolius,12
Euryops wageneri,12
Fagonia capensis,12
Felicia diffusa,12
Freylinia densiflora,12
Galenia affinis,12
Gardenia thunbergia,12
Gasteria rawlinsonii,12
Geissorhiza bonae-spei,12
Geissorhiza bryicola,12
Geissorhiza pusilla,12
Gerbera serrata,12
Gladiolus bilineatus,12
Gladiolus crispulatus,12
Gladiolus vigilans,12
Glottiphyllum suave,12
Gnidia clavata,12
Gnidia inconspicua,12
Haemanthus graniticus,12
Helichrysum dregeanum,12
Helichrysum pentzioides,12
Heliophila arenosa,12
Heliophila pubescens,12
Hermannia bicolor,12
Hermannia erodioides,12
Hermannia linifolia,12
Hesperantha rivulicola,12
Hessea mathewsii,12
Hippia bolusae,12
Huernia barbata,12
Indigofera complicata,12
Indigofera glaucescens,12
Indigofera pechuelii,12
Ischyrolepis longiaristata,12
Isolepis trachysperma,12
Ixia rouxii,12
Jamesbrittenia albanensis,12
Jamesbrittenia tortuosa,12
Juncus scabriusculus,12
Kedrostis africana,12
Kedrostis capensis,12
Lachenalia concordiana,12
Lachenalia elegans,12
Lachenalia esterhuysenae,12
Lachenalia martinae,12
Lachenalia zebrina,12
Lachnaea elsieae,12
Lactuca serriola,12
Lampranthus dregeanus,12
Lampranthus falcatus,12
Lampranthus laxifolius,12
Lampranthus saturatus,12
Lebeckia gracilis,12
Lemna gibba,12
Lepidium ecklonii,12
Leucadendron olens,12
Leucadendron tradouwense,12
Liparia bonaespei,12
Lobostemon paniculiformis,12
Lupinus luteus,12
Malephora crocea,12
Marsilea macrocarpa,12
Mesembryanthemum chrysophthalmum,12
Mesembryanthemum digitatum,12
Mesembryanthemum latipetalum,12
Mestoklema albanicum,12
Moraea barnardii,12
Muraltia crassifolia,12
Nassella trichotoma,12
Nemesia bodkinii,12
Nemesia lanceolata,12
Nemesia melissifolia,12
Oedera resinifera,12
Orbea namaquensis,12
Ornithogalum thermophilum,12
Osmitopsis dentata,12
Osteospermum elsieae,12
Othonna furcata,12
Oxalis droseroides,12
Oxalis reclinata,12
Oxalis strigosa,12
Pelargonium caespitosum,12
Pelargonium hybridum,12
Pelargonium multiradiatum,12
Pentzia globosa,12
Pharnaceum lineare,12
Phylica brevifolia,12
Phylica greyii,12
Phylica incurvata,12
Phylica laevis,12
Phylica trachyphylla,12
Phymaspermum aciculare,12
Poecilolepis maritima,12
Polygala nematocaulis,12
Populus canescens,12
Prismatocarpus cliffortioides,12
Prosopis velutina,12
Pseudoselago recurvifolia,12
Pteronia aspalatha,12
Restio asperus,12
Restio colliculospermus,12
Restio paludicola,12
Restio peculiaris,12
Restio schoenoides,12
Restio wittebergensis,12
Rhigiophyllum squarrosum,12
Rhodocoma gracilis,12
Rhynchosia argentea,12
Roella bryoides,12
Roella squarrosa,12
Romulea diversiformis,12
Romulea unifolia,12
Ruschia axthelmiana,12
Ruschia grisea,12
Ruschia indecora,12
Ruschia intrusa,12
Satyrium outeniquense,12
Scabiosa angustiloba,12
Schizoglossum aschersonianum,12
Schizoglossum linifolium,12
Searsia pendulina,12
Selago micradenia,12
Selago spectabilis,12
Senecio articulatus,12
Senecio breviscapus,12
Sericocoma pungens,12
Sida dregei,12
Spatalla ericoides,12
Staavia zeyheri,12
Stachys flavescens,12
Stachys scabrida,12
Stapelia divaricata,12
Stomatium mustelinum,12
Strumaria villosa,12
Thesium glomeruliflorum,12
Thesium polycephalum,12
Thesium scandens,12
Trachyandra karrooica,12
Trianoptiles stipitata,12
Trifolium tomentosum,12
Tripteris dentata,12
Triraphis ramosissima,12
Tritonia delpierrei,12
Tylecodon tenuis,12
Wahlenbergia buseriana,12
Wahlenbergia decipiens,12
Wahlenbergia psammophila,12
Walleria gracilis,12
Wellstedia dinteri,12
Xysmalobium gomphocarpoides,12
Zaluzianskya minima,12
Zornia capensis,12
Acacia elata,11
Acacia implexa,11
Acacia podalyriifolia,11
Acmadenia baileyensis,11
Adiantum raddianum,11
Agathosma planifolia,11
Agathosma pubigera,11
Agathosma trichocarpa,11
Aloe claviflora,11
Aloe gracilis,11
Aloe humilis,11
Aloe plicatilis,11
Aloe ramosissima,11
Amellus coilopodius,11
Amellus flosculosus,11
Ammocharis coranica,11
Anacampseros albidiflora,11
Anaxeton brevipes,11
Androcymbium circinatum,11
Anginon swellendamensis,11
Anisodontea dissecta,11
Anisotoma cordifolia,11
Antimima concinna,11
Antimima insidens,11
Antimima leipoldtii,11
Antimima pusilla,11
Aponogeton junceus,11
Arctotis discolor,11
Arctotis lanceolata,11
Arenifera spinescens,11
Argyrolobium harveyanum,11
Argyrolobium pachyphyllum,11
Aristea pauciflora,11
Askidiosperma insigne,11
Aspalathus borbonifolia,11
Aspalathus campestris,11
Aspalathus candidula,11
Aspalathus dasyantha,11
Aspalathus fourcadei,11
Aspalathus macrocarpa,11
Aspalathus venosa,11
Asparagus exsertus,11
Athanasia capitata,11
Athanasia hirsuta,11
Babiana lewisiana,11
Babiana noctiflora,11
Babiana pubescens,11
Brachysiphon mundii,11
Brunsvigia elandsmontana,11
Buchnera simplex,11
Bulbine vittatifolia,11
Calpurnia villosa,11
Cannomois aristata,11
Capsella bursa-pastoris,11
Carpacoce heteromorpha,11
Centella macrodus,11
Cephalophyllum goodii,11
Cephalophyllum parviflorum,11
Ceratocaryum decipiens,11
Ceropegia occidentalis,11
Cheilanthes eckloniana,11
Cheiridopsis caroli-schmidtii,11
Cheiridopsis peculiaris,11
Chironia peduncularis,11
Chlorophytum crassinerve,11
Chlorophytum rigidum,11
Cinnamomum camphora,11
Cliffortia cymbifolia,11
Cliffortia lanceolata,11
Clivia mirabilis,11
Cotula zeyheri,11
Crassula peculiaris,11
Cylindrophyllum comptonii,11
Cyperus albostriatus,11
Cyphia longiflora,11
Daubenya namaquensis,11
Diascia bicolor,11
Dimorphotheca zeyheri,11
Dipcadi ciliare,11
Disa triloba,11
Disa virginalis,11
Disperis bodkinii,11
Disperis lindleyana,11
Dracaena aletriformis,11
Drimia anomala,11
Drimia arenicola,11
Drimia marginata,11
Drosanthemum ambiguum,11
Drosanthemum crassum,11
Drosanthemum longipes,11
Drosanthemum oculatum,11
Drosanthemum splendens,11
Eclipta prostrata,11
Ehrharta microlaena,11
Enarganthe octonaria,11
Eragrostis planiculmis,11
Erepsia dunensis,11
Erica aspalathoides,11
Erica cubitans,11
Erica eriophoros,11
Erica flocciflora,11
Erica gossypioides,11
Erica hansfordii,11
Erica irrorata,11
Erica juniperina,11
Erica karwyderi,11
Erica magistrati,11
Erica niveniana,11
Erica oliveri,11
Erica oreophila,11
Erica outeniquae,11
Erica oxycoccifolia,11
Erica rudolfii,11
Erica rusticula,11
Erica saxicola,11
Eriospermum patentiflorum,11
Eriospermum spirale,11
Euchaetis linearis,11
Eulophia foliosa,11
Euphorbia celata,11
Euryops chrysanthemoides,11
Eustegia minuta,11
Felicia odorata,11
Ficinia distans,11
Freesia speciosa,11
Gamochaeta coarctata,11
Gazania maritima,11
Geigeria ornativa,11
Geissorhiza divaricata,11
Geissorhiza namaquensis,11
Geissorhiza purpurascens,11
Gerbera ambigua,11
Gladiolus watermeyeri,11
Glottiphyllum peersii,11
Glottiphyllum regium,11
Gnidia burchellii,11
Gymnosporia gariepensis,11
Haemanthus nortieri,11
Haworthia pulchella,11
Helichrysum tomentosulum,11
Heliophila eximia,11
Hermannia denudata,11
Hermannia helicoidea,11
Hermannia sulcata,11
Hermas gigantea,11
Hesperantha lithicola,11
Hesperantha luticola,11
Holothrix grandiflora,11
Huernia praestans,11
Hymenophyllum blumeanum,11
Ixia brevituba,11
Ixia cedarmontana,11
Ixia mostertii,11
Ixia paucifolia,11
Jamesbrittenia stellata,11
Juncus rupestris,11
Justicia petiolaris,11
Lablab purpureus,11
Lachenalia arbuthnotiae,11
Lachenalia corymbosa,11
Lachenalia glaucophylla,11
Lachenalia membranacea,11
Lachenalia perryae,11
Lachenalia sessiliflora,11
Lachenalia splendida,11
Lachenalia valeriae,11
Lachnaea ruscifolia,11
Lampranthus hoerleinianus,11
Langebergia canescens,11
Leobordea pentaphylla,11
Lessertia argentea,11
Lessertia meyeri,11
Liparia racemosa,11
Lithops olivacea,11
Lobelia filicaulis,11
Lobostemon decorus,11
Lobostemon muirii,11
Lycium hirsutum,11
Marasmodes undulata,11
Mesembryanthemum nucifer,11
Mesembryanthemum rhizophorum,11
Metalasia bodkinii,11
Metalasia plicata,11
Mikania capensis,11
Mimetes chrysanthus,11
Monopsis scabra,11
Monsonia ciliata,11
Monsonia luederitziana,11
Moraea aspera,11
Moraea verecunda,11
Morella brevifolia,11
Muraltia alticola,11
Muraltia brachyceras,11
Muraltia caledonensis,11
