species,n_collections
Hypolepis sparsisora,53
Jamesbrittenia microphylla,53
Justicia cuneata,53
Lachenalia ensifolia,53
Lampranthus promontorii,53
Leucadendron dregei,53
Liparia parva,53
Lobelia anceps,53
Lobostemon argenteus,53
Lotononis hirsuta,53
Medicago laciniata,53
Melianthus comosus,53
Mesembryanthemum grossum,53
Pelargonium elegans,53
Phylica willdenowiana,53
Polygala pottebergensis,53
Psoralea glaucescens,53
Psoralea speciosa,53
Rafnia dichotoma,53
Rafnia perfoliata,53
Restio macer,53
Ruschia caroli,53
Ruschia dichroa,53
Senecio niveus,53
Senecio rhizomatus,53
Thamnochortus spicigerus,53
Thesium juncifolium,53
Thesium patulum,53
Tulbaghia violacea,53
Widdringtonia cedarbergensis,53
Adiantum capillus-veneris,52
Alectra sessiliflora,52
Arctotis candida,52
Bulbine alooides,52
Ceratandra bicolor,52
Codon royenii,52
Cyperus textilis,52
Cyrtanthus ventricosus,52
Dolichos decumbens,52
Dovyalis rhamnoides,52
Drosanthemum hispifolium,52
Ehretia rigida,52
Erepsia polypetala,52
Erica banksia,52
Erica bracteolaris,52
Erica desmantha,52
Erica longiaristata,52
Erica walkeri,52
Ficinia esterhuyseniae,52
Gasteria pillansii,52
Gazania rigens,52
Geissorhiza hispidula,52
Geissorhiza radians,52
Haworthia mutica,52
Hermas intermedia,52
Hibiscus trionum,52
Holothrix parviflora,52
Indigofera porrecta,52
Isolepis incomtula,52
Lampranthus tegens,52
Lessertia annularis,52
Leucospermum gracile,52
Lotononis platycarpa,52
Loxostylis alata,52
Macrostylis cassiopoides,52
Malephora purpureocrocea,52
Manulea altissima,52
Melolobium adenodes,52
Mesembryanthemum amplectens,52
Moraea lugubris,52
Ornithogalum maculatum,52
Ornithogalum pruinosum,52
Parapholis incurva,52
Pelargonium carneum,52
Pelargonium suburbanum,52
Phylica cephalantha,52
Pteris tremula,52
Restio micans,52
Restio multiflorus,52
Scirpoides dioeca,52
Selago canescens,52
Sparrmannia africana,52
Spartina maritima,52
Spiloxene gracilipes,52
Sutera revoluta,52
Tetraria fimbriolata,52
Acrosanthes teretifolia,51
Afrolimon peregrinum,51
Agathosma glabrata,51
Agathosma venusta,51
Amellus tenuifolius,51
Androcymbium burchellii,51
Babiana vanzijliae,51
Berkheya armata,51
Bobartia robusta,51
Brachyglottis kirkii,51
Coleonema aspalathoides,51
Dasispermum hispidum,51
Ehrharta pusilla,51
Erica colorans,51
Erica flacca,51
Erica glandulipila,51
Euryops petraeus,51
Freesia caryophyllacea,51
Lebeckia simsiana,51
Lobostemon laevigatus,51
Massonia depressa,51
Moraea tricuspidata,51
Ornithogalum multifolium,51
Orphium frutescens,51
Osteospermum ciliatum,51
Pelargonium ribifolium,51
Phylica buxifolia,51
Protea angustata,51
Ruschia cradockensis,51
Ruschia montaguensis,51
Salicornia meyeriana,51
Salvia disermas,51
Scolopia zeyheri,51
Selago corymbosa,51
Spiloxene schlechteri,51
Syncarpha staehelina,51
Trachyandra jacquiniana,51
Acrodon bellidiflorus,50
Adenandra uniflora,50
Aizoon paniculatum,50
Alonsoa unilabiata,50
Aspalathus alopecurus,50
Aspalathus villosa,50
Berkheya spinosa,50
Berzelia cordifolia,50
Canthium inerme,50
Centella macrocarpa,50
Cliffortia hirta,50
Cliffortia tuberculata,50
Cullumia bisulca,50
Cyanella orchidiformis,50
Empodium plicatum,50
Erica barbigeroides,50
Erica corydalis,50
Erica dispar,50
Erica holosericea,50
Erica peziza,50
Erica recurvifolia,50
Erica thunbergii,50
Erica zeyheriana,50
Euchaetis longibracteata,50
Euphorbia ferox,50
Gnidia anomala,50
Gomphocarpus fruticosus,50
Hermannia comosa,50
Hyaenanche globosa,50
Indigofera pappei,50
Isolepis striata,50
Lampranthus productus,50
Lasiospermum pedunculare,50
Lessertia excisa,50
Leucadendron coriaceum,50
Leucospermum catherinae,50
Leucospermum reflexum,50
Lobostemon trigonus,50
Mesembryanthemum hypertrophicum,50
Metalasia capitata,50
Moraea bituminosa,50
Moraea cookii,50
Muraltia thunbergii,50
Myrovernix scaber,50
Neesenbeckia punctoria,50
Nidorella foetida,50
Otholobium stachyerum,50
Oxalis depressa,50
Oxalis eckloniana,50
Pleopeltis macrocarpa,50
Protea lanceolata,50
Protea pendula,50
Pteronia hirsuta,50
Romulea eximia,50
Roridula gorgonias,50
Serruria triternata,50
Smicrostigma viride,50
Solanum retroflexum,50
Sparaxis elegans,50
Strumaria discifera,50
Syncarpha striata,50
Tetragonia microptera,50
Tritoniopsis burchellii,50
Tritoniopsis nervosa,50
Tylecodon paniculatus,50
Vexatorella obtusata,50
Agathosma glandulosa,49
Aloe microstigma,49
Aspalathus acanthes,49
Aspalathus chenopoda,49
Berkheya heterophylla,49
Diascia namaquensis,49
Disa biflora,49
Disa chrysostachya,49
Erica conspicua,49
Erica haematosiphon,49
Erica paucifolia,49
Erica racemosa,49
Erodium moschatum,49
Ficinia monticola,49
Ficus cordata,49
Ficus craterostoma,49
Gerbera crocea,49
Heliophila elongata,49
Hermannia glabrata,49
Hermannia suavis,49
Hippia pilosa,49
Hypoxis villosa,49
Isolepis digitata,49
Kniphofia sarmentosa,49
Lachnospermum fasciculatum,49
Lampranthus filicaulis,49
Lapeirousia azurea,49
Leucadendron platyspermum,49
Lonchostoma monogynum,49
Monsonia crassicaulis,49
Moraea tulbaghensis,49
Moraea versicolor,49
Myrovernix glandulosus,49
Ornithoglossum parviflorum,49
Otholobium striatum,49
Pelargonium incrassatum,49
Pelargonium ternatum,49
Phylica callosa,49
Phylica odorata,49
Polygala leptophylla,49
Priestleya calycina,49
Prismatocarpus pedunculatus,49
Psoralea axillaris,49
Restio festuciformis,49
Restio tetragonus,49
Retzia capensis,49
Robsonodendron maritimum,49
Sarcocornia perennis,49
Selago rigida,49
Stoeberia utilis,49
Struthiola eckloniana,49
Tetragonia nigrescens,49
Trifolium burchellianum,49
Adenandra rotundifolia,48
Agathosma latipetala,48
Amellus asteroides,48
Arctotheca prostrata,48
Argyroderma pearsonii,48
Aristida stipoides,48
Aspalathus vermiculata,48
Asparagus stipulaceus,48
Brunia purpurea,48
Clematis brachiata,48
Cliffortia amplexistipula,48
Conophytum flavum,48
Crassula thunbergiana,48
Diospyros ramulosa,48
Elegia thyrsifera,48
Erica autumnalis,48
Erica azaleifolia,48
Erica triflora,48
Erica vernicosa,48
Euchaetis burchellii,48
Euphorbia tenax,48
Euphorbia tuberosa,48
Felicia fascicularis,48
Ferraria ferrariola,48
Ficinia truncata,48
Frankenia pulverulenta,48
Freylinia undulata,48
Geissorhiza scillaris,48
Geochloa lupulina,48
Gladiolus cunonius,48
Haworthia reticulata,48
Haworthia variegata,48
Hippobromus pauciflorus,48
Indigofera pungens,48
Lachnaea aurea,48
Lachnostylis hirta,48
Laestadia pinifolia,48
Lampranthus otzenianus,48
Leucospermum bolusii,48
Pelargonium panduriforme,48
Satyrium pumilum,48
Searsia chirindensis,48
Senecio wittebergensis,48
Thamnochortus punctatus,48
Troglophyton capillaceum,48
Agathosma thymifolia,47
Aspalathus forbesii,47
Berkheya herbacea,47
Cliffortia erectisepala,47
Crassula tomentosa,47
Crassula umbella,47
Curtisia dentata,47
Diascia patens,47
Disa tenella,47
Drosera aliciae,47
Echiostachys incanus,47
Erepsia inclaudens,47
Erica amoena,47
Erica capillaris,47
Erica cernua,47
Erica eustacei,47
Erica incarnata,47
Erica rugata,47
Erica thimifolia,47
Euclea tomentosa,47
Eustachys paspaloides,47
Geissorhiza ramosa,47
Gomphocarpus physocarpus,47
Hebenstretia repens,47
Hessea monticola,47
Hypoestes forskaolii,47
Lachnaea globulifera,47
Lampranthus aureus,47
Leucadendron globosum,47
Leucadendron thymifolium,47
Microloma calycinum,47
Moraea caeca,47
Nivenia binata,47
Noltea africana,47
Ornithoglossum viride,47
Pelargonium trifidum,47
Pharnaceum dichotomum,47
Platylophus trifoliatus,47
Portulacaria namaquensis,47
Protea cryophila,47
Pseudopentameris brachyphylla,47
Psoralea asarina,47
Restio adpressus,47
Selago albida,47
Senecio piptocoma,47
Serruria effusa,47
Solanum guineense,47
Solanum linnaeanum,47
Stoebe nervigera,47
Tetraria fourcadei,47
Trachyandra bulbinifolia,47
Trachyandra hirsutiflora,47
Trachyandra tabularis,47
Tylecodon reticulatus,47
Wahlenbergia capensis,47
Wahlenbergia thunbergii,47
Xiphotheca fruticosa,47
Acmadenia densifolia,46
Agathosma unicarpellata,46
Anthoxanthum dregeanum,46
Arctotis arctotoides,46
Argyroderma fissum,46
Aspalathus simii,46
Carpobrotus deliciosus,46
Cyrtanthus leucanthus,46
Dasispermum capense,46
Drosanthemum godmaniae,46
Erica ardens,46
Erica cumuliflora,46
Erica heleogena,46
Erica viscosissima,46
Euclea crispa,46
Felicia bergeriana,46
Gladiolus caryophyllaceus,46
Gladiolus ornatus,46
Gladiolus quadrangulus,46
Haworthia decipiens,46
Helichrysum marmarolepis,46
Lachnospermum umbellatum,46
Lampranthus pocockiae,46
Lotononis leptoloba,46
Malephora crassa,46
Massonia echinata,46
Metalasia dregeana,46
Metalasia pallida,46
Mimetes saxatilis,46
Nemesia strumosa,46
Ornithoglossum undulatum,46
Oscularia falciformis,46
Otholobium uncinatum,46
Oxalis versicolor,46
Ozoroa dispar,46
Pavonia praemorsa,46
Pelargonium grandiflorum,46
Pelargonium moniliforme,46
Pentaschistis glandulosa,46
Phyllopodium capillare,46
Prismatocarpus brevilobus,46
Protea restionifolia,46
Protea scorzonerifolia,46
Restio quinquefarius,46
Restio rudolfii,46
Ruschia geminiflora,46
Tenaxia disticha,46
Thamnochortus bachmannii,46
Tribolium brachystachyum,46
Wahlenbergia neorigida,46
Watsonia spectabilis,46
Zaluzianskya villosa,46
Adenandra obtusata,45
Agathosma hispida,45
Aptosimum procumbens,45
Arctotis aenea,45
Aspalathus commutata,45
Aspalathus fusca,45
Aspalathus teres,45
Asparagus burchellii,45
Athanasia vestita,45
Banksia coccinea,45
Berkheya rigida,45
Boophone haemanthoides,45
Chenopodium microphyllum,45
Cineraria humifusa,45
Cliffortia arborea,45
Dicerothamnus adpressus,45
Drosanthemum parvifolium,45
Ehrharta longifolia,45
Erica cyrilliflora,45
Erica globulifera,45
Erica hebecalyx,45
Erica petiolaris,45
Erica pseudocalycina,45
Erica rubiginosa,45
Euryops dregeanus,45
Gazania jurineifolia,45
Gethyllis lanuginosa,45
Hebenstretia dentata,45
Hebenstretia parviflora,45
Hermannia diffusa,45
Lobelia setacea,45
Metalasia inversa,45
Microloma incanum,45
Montanoa bipinnatifida,45
Moraea cooperi,45
Nemesia versicolor,45
Othonna sedifolia,45
Paranomus roodebergensis,45
Pelargonium nanum,45
Pelargonium papilionaceum,45
Pentameris viscidula,45
Persicaria decipiens,45
Polygala empetrifolia,45
Protea aspera,45
Protea effusa,45
Pseudoselago serrata,45
Pycreus nitidus,45
Radyera urens,45
Restio patens,45
Rhynchosia chrysoscias,45
Selago linearis,45
Stipa capensis,45
Stoebe prostrata,45
Syncarpha ferruginea,45
Thaminophyllum multiflorum,45
Thamnochortus sporadicus,45
Trieenea taylorii,45
Xiphotheca lanceolata,45
Zanthoxylum capense,45
Zyrphelis taxifolia,45
Amphithalea imbricata,44
Aristea lugens,44
Aspalathus muraltioides,44
Babiana odorata,44
Babiana sinuata,44
Berkheya barbata,44
Braunsia apiculata,44
Cannomois nitida,44
Carpha capitellata,44
Centella eriantha,44
Cliffortia aculeata,44
Cyphia bulbosa,44
Dimorphotheca polyptera,44
Diosma dichotoma,44
Diosma tenella,44
Disa barbata,44
Disperis bolusiana,44
Disperis purpurata,44
Elegia ebracteata,44
Elytropappus hispidus,44
Erica macrotrema,44
Erica propendens,44
Euryops rehmannii,44
Felicia ovata,44
Ficinia paradoxa,44
Fusifilum depressum,44
Gasteria brachyphylla,44
Gladiolus huttonii,44
Gnidia deserticola,44
Helichrysum acrophilum,44
Hermannia rudis,44
Hermannia sisymbriifolia,44
Hesperantha vaginata,44
Hibiscus pusillus,44
Hymenolepis gnidioides,44
Lampranthus peacockiae,44
Lampranthus tenuifolius,44
Lebeckia densa,44
Lebeckia pauciflora,44
Leptospermum laevigatum,44
Leucadendron floridum,44
Leucadendron verticillatum,44
Lobelia comosa,44
Lycium amoenum,44
Melolobium aethiopicum,44
Mesembryanthemum bicorne,44
Mesembryanthemum crassicaule,44
Monsonia emarginata,44
Nemesia barbata,44
Osmitopsis afra,44
Othonna retrorsa,44
Pelargonium lanceolatum,44
Pellaea rufa,44
Polygala peduncularis,44
Polygala triquetra,44
Priestleya umbellifera,44
Rafnia crassifolia,44
Robsonodendron eucleiforme,44
Romulea triflora,44
Staavia dodii,44
Steirodiscus tagetes,44
Syncarpha argentea,44
Syncarpha chlorochrysum,44
Thesium nigromontanum,44
Trifolium campestre,44
Turraea obtusifolia,44
Vexatorella alpina,44
Wiborgia tetraptera,44
Zehneria scabra,44
Adromischus alstonii,43
Agathosma dielsiana,43
Amphithalea biovulata,43
Amphithalea violacea,43
Argyrolobium filiforme,43
Aspalathus astroites,43
Aspalathus caledonensis,43
Aspalathus lanata,43
Brunsvigia comptonii,43
Bulbine succulenta,43
Bulbine torta,43
Cliffortia hirsuta,43
Cliffortia pedunculata,43
Cliffortia pterocarpa,43
Coleonema pulchrum,43
Cyrtanthus loddigesianus,43
Disa maculata,43
Elegia acockii,43
Elegia neesii,43
Erica dianthifolia,43
Erica vestita,43
Eriosema squarrosum,43
Euphorbia silenifolia,43
Felicia heterophylla,43
Ficinia fascicularis,43
Ficinia praemorsa,43
Ficinia trispicata,43
Gladiolus guthriei,43
Haemanthus albiflos,43
Haworthia chloracantha,43
Haworthia venosa,43
Holothrix condensata,43
Hordeum capense,43
Hypodiscus rigidus,43
Indigofera declinata,43
Ixia divaricata,43
Ixia marginifolia,43
Ixia ramulosa,43
Justicia dregei,43
Leucadendron barkerae,43
Leucadendron remotum,43
Leucospermum parile,43
Leucospermum spathulatum,43
Macrostylis squarrosa,43
Othonna floribunda,43
Pelargonium vitifolium,43
Pillansia templemannii,43
Polygala refracta,43
Pteronia ciliata,43
Restio tenuispicatus,43
Roepera cordifolia,43
Ruschia karroidea,43
Syringodea longituba,43
Thesium euphorbioides,43
Tritonia pallida,43
Ursinia quinquepartita,43
Viscum obscurum,43
Wimmerella pygmaea,43
Xiphotheca elliptica,43
Zantedeschia aethiopica,43
Adiantum aethiopicum,42
Agathosma geniculata,42
Agrostis bergiana,42
Apium graveolens,42
Aspalathus argyrella,42
Asparagus lignosus,42
Calopsis esterhuyseniae,42
Centella triloba,42
Cephalophyllum curtophyllum,42
Chaenostoma uncinatum,42
Cliffortia subsetacea,42
Cliffortia tricuspidata,42
Crassula decumbens,42
Cuspidia cernua,42
Erica ampullacea,42
Erica brachysepala,42
Erica curvifolia,42
Erica phaeocarpa,42
Erica ustulescens,42
Erica zwartbergensis,42
Ficinia argyropus,42
Galium capense,42
Gazania serrata,42
Geissorhiza parva,42
Gibbaeum heathii,42
Gnidia laxa,42
Gnidia penicillata,42
Hallianthus planus,42
Hebenstretia robusta,42
Helictotrichon longum,42
Hesperantha marlothii,42
Lachenalia violacea,42
Leucadendron strobilinum,42
Limonium anthericoides,42
Lythrum hyssopifolia,42
Melolobium exudans,42
Mesembryanthemum emarcidum,42
Mimetes splendidus,42
Moraea collina,42
Nuxia floribunda,42
Ornithogalum conicum,42
Othonna rechingeri,42
Pelargonium sidoides,42
Polypodium ensiforme,42
Protea pityphylla,42
Pteronia adenocarpa,42
Romulea citrina,42
Satyrium membranaceum,42
Schmidtia kalahariensis,42
Senecio erubescens,42
Silene crassifolia,42
Sparaxis villosa,42
Sutera subnuda,42
Tetraria nigrovaginata,42
Thamnochortus guthrieae,42
Thesium scabrum,42
Trianthema parvifola,42
Watsonia marlothii,42
Wurmbea stricta,42
Adenogramma mollugo,41
Aizoon canariense,41
Anchusa riparia,41
Anemone tenuifolia,41
Askidiosperma nitidum,41
Aspalathus frankenioides,41
Bonatea speciosa,41
Buddleja salviifolia,41
Centella capensis,41
Ceropegia fimbriata,41
Cheiridopsis robusta,41
Cliffortia baccans,41
Cotyledon cuneata,41
Crassula perforata,41
Crassula pubescens,41
Diascia longicornis,41
Drosanthemum marinum,41
Encephalartos caffer,41
Erica brachycentra,41
Erica esteriana,41
Erica fairii,41
Erica limosa,41
Erica margaritacea,41
Erica nubigena,41
Erica paludicola,41
Erica phacelanthera,41
Erica pubescens,41
Erica terniflora,41
Erica tetragona,41
Erica tumida,41
Ficinia minutiflora,41
Gethyllis ciliaris,41
Helichrysum lancifolium,41
Hermannia aspera,41
Hermannia linnaeoides,41
Indigofera filiformis,41
Indigofera langebergensis,41
Isolepis levynsiana,41
Lachenalia contaminata,41
Lachenalia mutabilis,41
Lampranthus aduncus,41
Laphangium luteoalbum,41
Lebeckia contaminata,41
Lessertia stenoloba,41
Leucadendron meyerianum,41
Moraea huttonii,41
Moraea longistyla,41
Moraea variabilis,41
Muraltia pauciflora,41
Notobubon galbanum,41
Ochna serrulata,41
Osmitopsis parvifolia,41
Othonna arbuscula,41
Oxalis comosa,41
Paranomus abrotanifolius,41
Paranomus lagopus,41
Passerina rubra,41
Pentameris capensis,41
Phylica cuspidata,41
Phylica humilis,41
Phylica nigrita,41
Protea odorata,41
Pteronia uncinata,41
Rumex hypogaeus,41
Ruschiella henricii,41
Satyrium rhynchanthum,41
Scolopia mundii,41
Selago luxurians,41
Senecio bipinnatus,41
Senecio purpureus,41
Serruria trilopha,41
Sonderothamnus speciosus,41
Syncarpha eximia,41
Tapinanthus oleifolius,41
Tetragonia hirsuta,41
Thamnochortus schlechteri,41
Thereianthus minutus,41
Tylecodon cacaliodes,41
Typha capensis,41
Acmadenia trigona,40
Adromischus filicaulis,40
Agathosma recurvifolia,40
Aloe falcata,40
Aspalathus corrudifolia,40
Bulbine mesembryanthemoides,40
Carissa haematocarpa,40
Chrysitrix junciformis,40
Cliffortia neglecta,40
Cotula microglossa,40
Disa draconis,40
Ehrharta bulbosa,40
Elegia nuda,40
Eleocharis limosa,40
Erica accommodata,40
Erica borboniifolia,40
Erica eugenea,40
Erica intermedia,40
Erica leptopus,40
Erica planifolia,40
Euryops pinnatipartitus,40
Falkia repens,40
Felicia macrorrhiza,40
Gladiolus hyalinus,40
Haworthia herbacea,40
Hebenstretia integrifolia,40
Hermannia grandiflora,40
Hoplophyllum spinosum,40
Hymenophyllum capense,40
Ifloga thellungiana,40
Indigofera ionii,40
Inulanthera dregeana,40
Klattia flava,40
Lapeirousia arenicola,40
Laurembergia tetrandra,40
Leucadendron cordatum,40
Malephora luteola,40
Mesembryanthemum brevicarpum,40
Mesembryanthemum parviflorum,40
Moraea speciosa,40
Muraltia filiformis,40
Muraltia knysnaensis,40
Nivenia levynsiae,40
Ocotea bullata,40
Othonna multicaulis,40
Oxalis lanata,40
Pentameris pusilla,40
Pentameris rosea,40
Pharnaceum confertum,40
Plecostachys polifolia,40
Restio quadratus,40
Rostraria pumila,40
Ruschia rigidicaulis,40
Ruschia subpaniculata,40
Sarcocornia decumbens,40
Senecio lineatus,40
Seriphium incanum,40
Spiloxene ovata,40
Thamnochortus dumosus,40
Thamnochortus pluristachyus,40
Thesium capituliflorum,40
Tragus koelerioides,40
Wahlenbergia cernua,40
Adenocline pauciflora,39
Agathosma minuta,39
Antimima viatorum,39
Aptosimum spinescens,39
Aspalathus pendula,39
Aspalathus zeyheri,39
Azolla filiculoides,39
Baeometra uniflora,39
Berzelia albiflora,39
Brunsvigia litoralis,39
Cerastium capense,39
Cineraria platycarpa,39
Cliffortia denticulata,39
Cliffortia glauca,39
Cliffortia heterophylla,39
Coleonema nubigena,39
Corycium bicolorum,39
Cuscuta angulata,39
Cyathocoma hexandra,39
Diascia batteniana,39
Diosma echinulata,39
Empodium gloriosum,39
Erica caprina,39
Erica halicacaba,39
Erica inamoena,39
Erica infundibuliformis,39
Erica monadelphia,39
Erica opulenta,39
Erica penduliflora,39
Erica perlata,39
Erica sparmannii,39
Erica tenuipes,39
Felicia bellidioides,39
Ficinia arenicola,39
Freesia leichtlinii,39
Geissorhiza tenella,39
Gladiolus grandiflorus,39
Gladiolus monticola,39
Gladiolus oreocharis,39
Gnidia styphelioides,39
Grewia robusta,39
Helichrysum aureum,39
Hermannia althaeoides,39
Hermannia prismatocarpa,39
Hermannia procumbens,39
Lachenalia juncifolia,39
Lachnaea filicaulis,39
Lapeirousia fastigiata,39
Lobelia pubescens,39
Malephora lutea,39
Metalasia galpinii,39
Moraea bipartita,39
Moraea fugacissima,39
Osteospermum bidens,39
Oxalis heterophylla,39
Oxalis lateriflora,39
Phyllopodium phyllopodioides,39
Pomaderris kumeraho,39
Psoralea alata,39
Restio andreaeanus,39
Restio brachiatus,39
Restio impolitus,39
Rhigozum obovatum,39
Schizaea tenella,39
Senecio junceus,39
Senecio linifolius,39
Serruria kraussii,39
Serruria linearis,39
Serruria pinnata,39
Stachys thunbergii,39
Stapelia paniculata,39
Stipagrostis brevifolia,39
Tetragonia rosea,39
Tetragonia saligna,39
Thesium subnudum,39
Trachyandra chlamydophylla,39
Trachyandra filiformis,39
Trichocladus crinitus,39
Wahlenbergia subulata,39
Wiborgia tenuifolia,39
Acacia pycnantha,38
Agathosma odoratissima,38
Agathosma sedifolia,38
Aloe arborescens,38
Arctotis diffusa,38
Aspalathus leucophylla,38
Aspalathus marginalis,38
Augea capensis,38
Berzelia galpinii,38
Brunsvigia namaquana,38
Bulbinella graminifolia,38
Centella callioda,38
Cineraria lyratiformis,38
Cliffortia alata,38
Cliffortia paucistaminea,38
Crassula tenuipedicellata,38
Diascia parviflora,38
Dicoma capensis,38
Disa aemula,38
Disa caulescens,38
Elegia extensa,38
Erica georgica,38
Erica karooica,38
Erica ovina,38
Erica steinbergiana,38
Erica urna-viridis,38
Erica xeranthemifolia,38
Eriocephalus scariosus,38
Eriospermum cordiforme,38
Esterhuysenia stokoei,38
Felicia minima,38
Ferraria macrochlamys,38
Ficinia repens,38
Gnidia decurrens,38
Haworthia marumiana,38
Helichrysum tricostatum,38
Heliophila concatenata,38
Hermannia trifoliata,38
Hermas quinquedentata,38
Indigofera candolleana,38
Isoetes capensis,38
Isolepis rubicunda,38
Ixia namaquana,38
Jamesbrittenia aspalathoides,38
Juncus kraussii,38
Klattia stokoei,38
Lachenalia carnosa,38
Lampranthus vernalis,38
Leipoldtia laxa,38
Lotononis glabra,38
Lycium afrum,38
Manulea corymbosa,38
Manulea rubra,38
Melianthus pectinatus,38
Mesembryanthemum rapaceum,38
Mesogramma apiifolium,38
Meyerophytum meyeri,38
Monopsis flava,38
Moraea galaxia,38
Muraltia juniperifolia,38
Myrovernix intricata,38
Oxalis melanosticta,38
Pelargonium asarifolium,38
Pelargonium spinosum,38
Pentameris cirrhulosa,38
Pollichia campestris,38
Polygala ephedroides,38
Portulacaria afra,38
Protea decurrens,38
Pteronia cinerea,38
Pterygodium hallii,38
Rafnia rostrata,38
Restio harveyi,38
Romulea luteiflora,38
Ruschia middlemostii,38
Salvia verbenaca,38
Scopelogena verruculata,38
Searsia burchellii,38
Sebaea elongata,38
Selago divaricata,38
Senecio speciosus,38
Sericocoma avolans,38
Stoebe gomphrenoides,38
Strumaria watermeyeri,38
Tetraena chrysopteros,38
Tetraria brachyphylla,38
Thamnochortus fraternus,38
Trianoptiles capensis,38
Tribulus terrestris,38
Viscum hoolei,38
Wachendorfia brachyandra,38
Wahlenbergia thunbergiana,38
Watsonia rogersii,38
Acmadenia macropetala,37
Adromischus maculatus,37
Afrocanthium mundianum,37
Agathosma puberula,37
Androcymbium ciliolatum,37
Annesorhiza nuda,37
Aspalathus capensis,37
Astephanus triflorus,37
Athanasia tomentosa,37
Bulbine sedifolia,37
Cephalophyllum pulchellum,37
Cephalophyllum tricolorum,37
Cleretum rourkei,37
Crassula namaquensis,37
Cullumia aculeata,37
Diascia sacculata,37
Diosma apetala,37
Dipcadi brevifolium,37
Disa densiflora,37
Disparago laxifolia,37
Dryopteris inaequalis,37
Eberlanzia cyathiformis,37
Empodium namaquensis,37
Endonema retzioides,37
Erica lavandulifolia,37
Eriospermum brevipes,37
Euphorbia kraussiana,37
Felicia cymbalarioides,37
Ficinia levynsiae,37
Gladiolus angustus,37
Gloveria integrifolia,37
Gomphocarpus phillipsiae,37
Harveya pauciflora,37
Indigastrum argyroides,37
Indigofera stenophylla,37
Jamesbrittenia atropurpurea,37
Lachenalia purpureocaerulea,37
Lebeckia meyeriana,37
Lebeckia sepiaria,37
Limonium acuminatum,37
Maerua caffra,37
Moraea demissa,37
Nemesia diffusa,37
Oftia revoluta,37
Ornithogalum esterhuyseniae,37
Oxalis tenuifolia,37
Pelargonium tetragonum,37
Pentameris pyrophila,37
Polygala ericaefolia,37
Protea montana,37
Psoralea tenuissima,37
Pteronia empetrifolia,37
Restio similis,37
Restio triflorus,37
Rumex sagittatus,37
Ruschia tenella,37
Satyrium lupulinum,37
Senecio coleophyllus,37
Sparaxis metelerkampiae,37
Spatalla barbigera,37
Tetragonia robusta,37
Teucrium africanum,37
Tristachya leucothrix,37
Tritoniopsis dodii,37
Tritoniopsis pulchra,37
Vahlia capensis,37
Wahlenbergia parvifolia,37
Watsonia coccinea,37
Willdenowia humilis,37
Acrolophia cochlearis,36
Aloe haemanthifolia,36
Amphithalea intermedia,36
Androcymbium volutare,36
Anginon fruticosum,36
Aponogeton distachyos,36
Argyrolobium obsoletum,36
Aspalathus capitata,36
Aspalathus wurmbeana,36
Asparagus scandens,36
Athanasia crenata,36
Bobartia aphylla,36
Carpacoce spermacocea,36
Chascanum garipense,36
Clausena anisata,36
Cliffortia linearifolia,36
Clutia laxa,36
Coleonema pulchellum,36
Crassula biplanata,36
Crassula dejecta,36
Croton rivularis,36
Cuscuta nitida,36
Diascia capensis,36
Digitaria gymnostachys,36
Diosma awilana,36
Diplazium zanzibaricum,36
Dischisma spicatum,36
Drosanthemum lavisii,36
Elegia cuspidata,36
Elegia grandis,36
Encephalartos altensteinii,36
Erica involucrata,36
Euchaetis elsieae,36
Ficinia gydomontana,36
Geissorhiza brehmii,36
Globulariopsis tephrodes,36
Gnidia spicata,36
Haemanthus canaliculatus,36
Hermannia quartiniana,36
Hermannia rugosa,36
Hibiscus aethiopicus,36
Indigofera alternans,36
Indigofera hispida,36
Indigofera zeyheri,36
Lapeirousia dolomitica,36
Lapeirousia falcata,36
Lasiopogon muscoides,36
Maytenus undata,36
Mesembryanthemum barklyi,36
Mesembryanthemum granulicaule,36
Metalasia calcicola,36
Mimetes capitulatus,36
Moraea lurida,36
Notobubon ferulaceum,36
Oxalis furcillata,36
Paranomus capitatus,36
Pelargonium incarnatum,36
Pentameris pholiuroides,36
Phylica lanata,36
Phyllopodium pumilum,36
Requienia sphaerosperma,36
Restio bolusii,36
Restio dodii,36
Romulea maculata,36
Ruschia viridifolia,36
Sarcocornia mossiana,36
Searsia longispina,36
Selago gracilis,36
Selago morrisii,36
Selago pinguicula,36
Senecio abruptus,36
Senecio scapiflorus,36
Syncarpha dregeana,36
Tephrosia grandiflora,36
Thamnochortus obtusus,36
Thesium nudicaule,36
Tragus berteronianus,36
Tritonia karooica,36
Wahlenbergia undulata,36
Widdringtonia schwarzii,36
Zyrphelis foliosa,36
Adromischus triflorus,35
Agathosma adenandriflora,35
Aizoon glinoides,35
Amphithalea axillaris,35
Amphithalea ciliaris,35
Andropogon eucomus,35
Arctotis auriculata,35
Arctotis venusta,35
Argyrolobium argenteum,35
Argyrolobium incanum,35
Aspalathus calcarea,35
Asparagus undulatus,35
Bartholina etheliae,35
Bulbinella eburniflora,35
Cheilanthes deltoidea,35
Cheiridopsis derenbergiana,35
Chrysocoma cernua,35
Chrysocoma valida,35
Cineraria alchemilloides,35
Coleonema virgatum,35
