region,hdgc,dgc,lat,lon,n_collections,HDS_richness,mean_QDS_richness,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,PC1,PC2,PC1_residual,multivariate_residual
GCFR,E016S28D,E016S28,-28.75,16.75,1238,465,163.75,1.2799212858266948,-0.6770973461087137,-0.30398815207035795,1.2712454844180021,0.03895507691122419,0.19663884517323096,0.6881321075288713,0.8867156179098491,1.0299691567842408,1.447843259528788,1.0543720646642525,-633.9415473316665,40.302392743257656
GCFR,E017S28C,E017S28,-28.75,17.25,1917,710,281.75,0.8480066328785537,-0.5863553077912957,-0.8014433002835839,1.0111978364699081,0.5326428077614989,1.4604422068836032,1.7539131738691547,-0.10052551405797906,0.6039975761259058,1.1816123301089303,2.1507579985624443,-356.16496013812366,160.1605432982147
GCFR,E017S29A,E017S29,-29.25,17.25,1039,450,158,1.0914331320530062,0.1283335180355364,-0.49505010200017385,-0.6791733213833225,-0.9022788771578101,1.7262694876508213,0.336297188312691,-0.043310298271598255,-0.2005574021707227,-0.035402148562636036,1.5796934723627636,-466.3342050755492,-636.9186475390877
GCFR,E017S29B,E017S29,-29.25,17.75,2427,806,322.75,1.2394667690604497,0.1353585826781025,-0.7656592169604626,0.09460343131641984,-0.39393642877997176,1.5051445848131573,1.5610319706524887,0.4800738258927896,1.8600061740072926,1.5060731250907207,2.1543529516422804,-300.11042237567153,340.9692357516518
GCFR,E017S29C,E017S29,-29.75,17.25,1264,577,202,0.4334535053869728,-0.636575198851934,0.9816282909917114,1.1949641258151442,-1.617612744532978,0.9747589789824804,0.6497665647697718,0.24991587195232481,0.5384423860391911,0.7533683702054355,1.6010127186021208,-436.4424026108161,272.4856193284127
GCFR,E017S29D,E017S29,-29.75,17.75,4925,1104,478.25,1.7037593736029604,-0.8382804321485323,-0.3995364275707465,-0.029908046375045277,-0.25012846960471813,0.1466021436184595,0.5499423759938347,-0.23872775624439976,-0.8632229174855476,-0.2418330988348054,0.8185433096273369,213.08020509755335,69.04452994380108
GCFR,E017S30B,E017S30,-30.25,17.75,3324,939,364,1.825297316765251,-0.2265378443277048,-1.087045796196911,1.0670481365696902,-0.8200013469641669,0.5588211869570093,1.7383877562359193,1.0630870713907614,-0.08324764627389894,1.0525323992580204,2.0135687413445513,-111.27349471864234,-121.62298204733246
GCFR,E017S30D,E017S30,-30.75,17.75,1186,550,194.75,0.7321079729307943,-2.5389807007554546,0.9006529666339933,0.8481947531959917,-2.501267058635518,0.7916587407271518,-0.04804169419470316,0.0923176780094455,-0.4655000349469633,-0.8919749065534375,2.107623847156322,-260.8786453061339,718.3411847378023
GCFR,E018S29A,E018S29,-29.25,18.25,219,144,43.75,1.0908183678077754,0.16199181057179035,-0.7323923617897607,1.0974583602986479,-1.3596170086799129,-0.25136733266573613,0.5373686334372965,0.06990934896764371,1.033442670354343,0.5125822792091053,0.6848421426762868,-839.7984152509239,-219.42508441387062
GCFR,E018S29C,E018S29,-29.75,18.25,680,387,116.75,1.0318085455618675,-1.2214344396560577,-0.29814133385061464,-0.3952408504400128,-1.7735192808368236,-0.39755089790368797,-1.1750824513485014,0.3388863036833625,1.381914885472414,-0.7040771582980474,0.33054028413299164,-447.01137050295563,625.7712643615845
GCFR,E018S30A,E018S30,-30.25,18.25,2149,780,260.5,0.45637287141682886,-0.11093350945262731,0.08149064925095001,0.8156770749921624,0.6964162657623908,0.8031221878511036,1.911975491240556,1.3332857865975785,0.6995138276439389,1.98771932179206,1.5897838614959099,-385.40750929574733,-261.17423840786313
GCFR,E018S30B,E018S30,-30.25,18.75,255,171,47.5,0.07346497996370999,-0.6484447981214765,-0.8775375990448162,0.6793648340913271,0.023458108065624147,0.44457409890262484,0.7169012654523808,0.19902447732227135,0.8701996485829203,0.35608269836930945,1.185046686057205,-793.531224288826,-104.63232818774969
GCFR,E018S30C,E018S30,-30.75,18.25,913,514,160,1.4583712146847898,-0.2966022609418479,-0.4141237474250636,0.2658346524804218,-0.21165428551666157,1.3693772514784799,0.652666762266709,0.9253767930020064,0.1267967214780708,1.0531752388968179,1.6746367173553867,-536.3526368736069,-509.93938882396236
GCFR,E018S30D,E018S30,-30.75,18.75,353,222,62.5,1.604469783685518,-0.6904964305809159,0.35364377245672346,0.5826341780761678,-0.4584596232538264,0.774828608095709,0.3688469181707987,0.1352524658846375,0.7456270269075654,1.0163326111778246,1.1351807563104694,-823.816816777488,-242.98140536724526
GCFR,E018S31A,E018S31,-31.25,18.25,1388,612,195,0.7744451709112776,-0.32855667428943885,0.19040192107909187,-0.29044236902003573,-0.766332713540824,-0.2828375405332373,0.25339503995787876,-0.21492871537368394,-0.667195053337795,-0.515356566067322,0.19196874401828942,-245.2453987954132,-429.1110860352935
GCFR,E018S31B,E018S31,-31.25,18.75,1748,659,222.75,0.7029018839887257,0.4293498215894005,-1.0624385576315458,-0.6314307847474897,-0.8458464424549358,1.2015026276719905,1.4675876556101075,0.5463480594588944,0.10992782098277168,0.2045998586063797,1.8752483853458701,-286.88166123229007,-548.8608414619146
GCFR,E018S31D,E018S31,-31.75,18.75,5109,1464,595.25,1.032085628863889,0.1688534518820777,-0.6836485036743766,1.2360432458688004,-0.736614434347924,0.6810766063602128,0.06836623675905958,0.013401108714856553,-0.16117441245779351,0.4698409280542408,0.8208404692141597,485.4636165721637,626.1466244728819
GCFR,E018S32B,E018S32,-32.25,18.75,5935,1556,583.75,0.9592586379616834,0.19669820415331027,0.10701747350492498,0.6218786793879606,0.4525274642210906,1.677279650223678,0.0318566957811884,0.9245625510539184,-0.01442138926822788,1.5387428059574537,1.0710935143011224,445.8675030823239,315.3969446489599
