var,rel.inf
MAP,34.401879737446784
rough_Elevation,13.733472353280487
CEC,10.493474575496778
rough_MAP,6.912568674739107
PDQ,6.467245199969307
Elevation,5.576016658306065
rough_NDVI,4.904505441094392
rough_Soil.C,4.347495194262049
rough_CEC,3.6714120464566435
pH,2.2753897153906855
Surface.T,1.9596872713473874
rough_Surface.T,1.9333753278062877
Clay,1.813149475968088
rough_PDQ,1.5103283284359388
