var,rel.inf
rough_Elevation,19.717876909099935
rough_Surface.T,14.838544705609666
rough_MAP,11.764253578880691
Elevation,10.730861672393626
rough_CEC,8.158371015495362
MAP,7.970999657808956
PDQ,7.119055234545526
rough_Soil.C,5.560280156533808
Clay,5.402349220094311
rough_Clay,3.4909134689246284
CEC,3.2333922762248806
pH,2.0131021043886084
