region,HDS_cell_no,richness,avg_QDS_richness,avg_QDS_turnover,rank
GCFR,cell_187,10,27,NaN,family
GCFR,cell_214,59,298.5,0.4472180238114364,family
GCFR,cell_215,63,241,0.5661439617089334,family
GCFR,cell_216,42,95.5,0.6238882373664982,family
GCFR,cell_217,45,131.5,0.615836610425025,family
GCFR,cell_218,13,37,NaN,family
GCFR,cell_244,36,171,NaN,family
GCFR,cell_245,58,365.25,0.5781307088052612,family
GCFR,cell_246,64,447.25,0.5078267823961846,family
GCFR,cell_247,87,1361.75,0.5508773837501608,family
GCFR,cell_248,69,500.75,0.54443140979775,family
GCFR,cell_275,48,313,0.4791666666666667,family
GCFR,cell_276,93,1322,0.3386808894083516,family
GCFR,cell_277,93,685.25,0.49787725144431033,family
GCFR,cell_278,62,200.5,0.5791323107229237,family
GCFR,cell_279,51,190.66666666666666,0.7203332615097321,family
GCFR,cell_305,68,640,0.4117647058823529,family
GCFR,cell_306,94,1521.25,0.4661721212087181,family
GCFR,cell_307,97,2611.75,0.4491810317257848,family
GCFR,cell_308,54,291.75,0.3659069332929354,family
GCFR,cell_309,66,576.5,0.4120344341274574,family
GCFR,cell_310,34,162.66666666666666,0.6031887502475738,family
GCFR,cell_311,25,70.5,0.56,family
GCFR,cell_312,39,192,NaN,family
GCFR,cell_335,71,438,0.4700801114594218,family
GCFR,cell_336,88,1218.25,0.3932429087607356,family
GCFR,cell_337,98,1900.25,0.3840007879803137,family
GCFR,cell_338,78,649.5,0.6140108189286101,family
GCFR,cell_339,35,89.5,0.6067868198110133,family
GCFR,cell_340,43,197.25,0.4810386945111803,family
GCFR,cell_341,14,22,NaN,family
GCFR,cell_365,85,1323.3333333333333,0.3293763849319405,family
GCFR,cell_366,79,762.5,0.4135759259415155,family
GCFR,cell_367,109,3592.25,0.33558461761384917,family
GCFR,cell_368,82,965,0.4505259521838385,family
GCFR,cell_369,52,321,0.3575969928251617,family
GCFR,cell_370,78,906.25,0.3729847328431622,family
GCFR,cell_371,79,1521.5,0.4430379746835443,family
GCFR,cell_372,58,634,NaN,family
GCFR,cell_373,104,1526.6666666666667,0.4948205024584091,family
GCFR,cell_374,70,396.3333333333333,0.764367816091954,family
GCFR,cell_375,62,314.75,0.5355183865447315,family
GCFR,cell_376,44,158,0.5909090909090909,family
GCFR,cell_377,53,158.66666666666666,0.7227323440261445,family
GCFR,cell_378,40,189,NaN,family
GCFR,cell_396,154,5108.25,0.38028819920506324,family
GCFR,cell_397,125,4764,0.41286841195443347,family
GCFR,cell_398,97,1422,0.4195883630790827,family
GCFR,cell_399,85,1063.5,0.4859032683810054,family
GCFR,cell_400,112,1696.5,0.4412524371328153,family
GCFR,cell_401,93,1514.75,0.41710593561904763,family
GCFR,cell_402,71,626.6666666666666,0.42104348915618733,family
GCFR,cell_403,123,1559.25,0.485241239109667,family
GCFR,cell_404,144,1298.75,0.5082980863182279,family
GCFR,cell_405,116,1158.75,0.475598040420219,family
GCFR,cell_406,117,1098,0.4744097534516242,family
GCFR,cell_407,104,684.25,0.4559246492299946,family
GCFR,cell_408,107,539.5,0.47397329928446813,family
GCFR,cell_409,135,1307.25,0.3919041358213579,family
GCFR,cell_425,127,11732,NaN,family
GCFR,cell_426,117,8611,NaN,family
GCFR,cell_427,117,5575,0.29666879323822504,family
GCFR,cell_428,106,1958,0.39757911697896525,family
GCFR,cell_429,111,1684,0.4280858754771798,family
GCFR,cell_430,98,1435,0.42027502087909263,family
GCFR,cell_431,117,1920.6666666666667,0.3924871355060034,family
GCFR,cell_432,86,1015,0.47674418604651164,family
GCFR,cell_433,80,1647,NaN,family
GCFR,cell_438,64,487,NaN,family
GCFR,cell_458,79,3039,0.27848101265822783,family
GCFR,cell_459,76,2498,NaN,family
SWAFR,cell_63,40,220,NaN,family
SWAFR,cell_94,67,323.6666666666667,0.6504273504273504,family
SWAFR,cell_95,26,121,0.5384615384615384,family
SWAFR,cell_125,68,256,0.5329695539562637,family
SWAFR,cell_126,58,663,0.562163886610154,family
SWAFR,cell_127,8,27,NaN,family
SWAFR,cell_155,89,1590.6666666666667,0.3038009056034647,family
SWAFR,cell_156,85,1278.5,0.47967237435248533,family
SWAFR,cell_157,23,21.333333333333332,0.9688405797101449,family
SWAFR,cell_158,58,135,0.5572523228324812,family
SWAFR,cell_159,32,138,NaN,family
SWAFR,cell_185,66,1227,NaN,family
SWAFR,cell_186,84,1023.25,0.5239636751493291,family
SWAFR,cell_187,71,535.5,0.5161281831750777,family
SWAFR,cell_188,53,313.5,0.6796699110727672,family
SWAFR,cell_189,47,203.75,0.7052540723496605,family
SWAFR,cell_190,52,222.25,0.5241681069590957,family
SWAFR,cell_191,16,66.5,0.8125,family
SWAFR,cell_216,93,1872,0.3558585858585858,family
SWAFR,cell_217,77,939.5,0.3298127798127798,family
SWAFR,cell_218,80,1006.25,0.43696507559725717,family
SWAFR,cell_219,53,204.75,0.468160748431677,family
SWAFR,cell_220,47,107.75,0.6449274143678735,family
SWAFR,cell_221,63,215.75,0.5089086551267948,family
SWAFR,cell_246,59,423,NaN,family
SWAFR,cell_247,86,1059.25,0.44630329168488675,family
SWAFR,cell_248,78,765.5,0.426794292834055,family
SWAFR,cell_249,68,595,0.4335830342902711,family
SWAFR,cell_250,69,369.25,0.4706892186154859,family
SWAFR,cell_251,61,478.25,0.4396691092194811,family
SWAFR,cell_252,54,392.6666666666667,0.5443757377164702,family
SWAFR,cell_253,14,17.5,0.7857142857142857,family
SWAFR,cell_254,5,2.5,1,family
SWAFR,cell_277,94,2164,0.3394398353124514,family
SWAFR,cell_278,76,1121.5,0.4478697228697229,family
SWAFR,cell_279,75,766.25,0.4960216746836465,family
SWAFR,cell_280,73,685.25,0.3959359960729672,family
SWAFR,cell_281,65,664.75,0.48994433898471934,family
SWAFR,cell_282,32,118.33333333333333,0.5536858974358975,family
SWAFR,cell_283,21,56.5,0.7619047619047619,family
SWAFR,cell_284,6,26,NaN,family
SWAFR,cell_307,95,3603.5,0.24226322270749331,family
SWAFR,cell_308,78,1264.25,0.41540073798138316,family
SWAFR,cell_309,78,960.25,0.41550594278098346,family
SWAFR,cell_310,74,910.75,0.326519767380604,family
SWAFR,cell_311,58,461.25,0.37558166856486186,family
SWAFR,cell_312,59,391.3333333333333,0.4679808495597969,family
SWAFR,cell_313,40,165,0.725,family
SWAFR,cell_337,74,670.6666666666666,0.4270729270729271,family
SWAFR,cell_338,76,1281.75,0.3576628755204067,family
SWAFR,cell_339,77,1054.5,0.3729553811447796,family
SWAFR,cell_340,91,2126.75,0.36613995396438254,family
SWAFR,cell_341,71,1013.75,0.3715057603936019,family
SWAFR,cell_342,64,429,0.4178930782839452,family
SWAFR,cell_343,60,378.25,0.43415866710802165,family
SWAFR,cell_344,63,680,0.38095238095238093,family
SWAFR,cell_368,106,1727.5,0.33888023357334235,family
SWAFR,cell_369,98,1739.5,0.34606165846935377,family
SWAFR,cell_370,84,858.5,0.3045008250547615,family
SWAFR,cell_371,80,957.25,0.441422254671061,family
SWAFR,cell_372,72,630.25,0.39316170423855434,family
SWAFR,cell_373,79,1012,0.3896873496873497,family
SWAFR,cell_374,68,737.25,0.43917304436058213,family
SWAFR,cell_375,58,535.5,0.4827586206896552,family
SWAFR,cell_398,140,8948.5,0.37857142857142856,family
SWAFR,cell_399,124,5503,0.3288445960884291,family
SWAFR,cell_400,102,1708.75,0.37018780994881256,family
SWAFR,cell_401,84,1217.75,0.3389989181299775,family
SWAFR,cell_402,82,919.25,0.39179906531311637,family
SWAFR,cell_403,73,627.5,0.4079978455565547,family
SWAFR,cell_404,70,568.75,0.46764193660745385,family
SWAFR,cell_405,50,209.75,0.4868378493060309,family
SWAFR,cell_406,38,172.5,0.7105263157894737,family
SWAFR,cell_428,127,5959,0.25984251968503935,family
SWAFR,cell_429,121,4656.5,0.36080471894455746,family
SWAFR,cell_430,90,1379.25,0.39135227006054735,family
SWAFR,cell_431,86,721.75,0.4389681861077742,family
SWAFR,cell_432,65,602.5,0.37161099054973085,family
SWAFR,cell_433,76,763,0.4136691513771279,family
SWAFR,cell_434,72,551.25,0.5423627742643279,family
SWAFR,cell_435,67,500,0.5945758896344334,family
SWAFR,cell_436,66,753.5,0.3984228384972092,family
SWAFR,cell_437,45,204,0.45227495424863845,family
SWAFR,cell_438,31,227,NaN,family
SWAFR,cell_441,12,47,NaN,family
SWAFR,cell_442,18,33,0.8888888888888888,family
SWAFR,cell_448,25,40,0.76,family
SWAFR,cell_449,37,324,NaN,family
SWAFR,cell_458,115,2036,0.2782692969352712,family
SWAFR,cell_459,93,978.5,0.3805973687593189,family
SWAFR,cell_460,77,678,0.46002029054428284,family
SWAFR,cell_461,88,1499.75,0.316089315625963,family
SWAFR,cell_462,75,824.25,0.39744607473715166,family
SWAFR,cell_463,78,757.25,0.42266244741657266,family
SWAFR,cell_464,64,522.75,0.3817632465000886,family
SWAFR,cell_465,63,568.75,0.4001722133836438,family
SWAFR,cell_466,53,497.5,0.4109057848650818,family
SWAFR,cell_467,50,277.5,0.5257391224811437,family
SWAFR,cell_468,50,410.75,0.558808494640667,family
SWAFR,cell_469,66,656.25,0.5366048983696042,family
SWAFR,cell_470,59,680,0.48271604938271606,family
SWAFR,cell_471,18,17.5,0.7594424094424095,family
SWAFR,cell_472,34,35.5,0.7517225605935284,family
SWAFR,cell_473,34,201,NaN,family
SWAFR,cell_475,7,8.5,1,family
SWAFR,cell_476,33,95,0.6060606060606061,family
SWAFR,cell_477,26,157,NaN,family
SWAFR,cell_488,124,1961.6666666666667,0.32148303000491885,family
SWAFR,cell_489,87,1121.75,0.30162555250400797,family
SWAFR,cell_490,76,539.75,0.44410251130345046,family
SWAFR,cell_491,87,895,0.3596103413002807,family
SWAFR,cell_492,65,467,0.44836930304042266,family
SWAFR,cell_493,76,1346.25,0.3603108622308052,family
SWAFR,cell_494,65,908.25,0.3371604242541978,family
SWAFR,cell_495,74,875,0.39735485708435886,family
SWAFR,cell_496,75,1508,0.2933653483700922,family
SWAFR,cell_497,63,688.5,0.41072573401435303,family
SWAFR,cell_498,49,342,0.4728889067984813,family
SWAFR,cell_499,56,449.25,0.5148349405485146,family
SWAFR,cell_500,66,941.5,0.397986654859913,family
SWAFR,cell_501,68,703.25,0.4130412172796324,family
SWAFR,cell_502,60,310.5,0.5712004264775613,family
SWAFR,cell_503,76,1054,0.4583195315120089,family
SWAFR,cell_504,41,96.66666666666667,0.7642642642642643,family
SWAFR,cell_505,12,23,NaN,family
SWAFR,cell_517,105,2849.6666666666665,0.3072292626728111,family
SWAFR,cell_518,106,2149.5,0.29052239824186354,family
SWAFR,cell_519,97,968.75,0.3947064497419232,family
SWAFR,cell_520,83,795.5,0.36026945175428454,family
SWAFR,cell_521,75,727,0.3960517470676787,family
SWAFR,cell_522,73,411.5,0.4900432145458505,family
SWAFR,cell_523,68,796.25,0.4065141309255943,family
SWAFR,cell_524,72,716.25,0.445415733635651,family
SWAFR,cell_525,76,778,0.4607838305127596,family
SWAFR,cell_526,83,1510,0.3514278315567996,family
SWAFR,cell_527,88,3754.75,0.31616375943461766,family
SWAFR,cell_528,66,887.3333333333334,0.3201800847457627,family
SWAFR,cell_529,67,913,0.26865671641791045,family
SWAFR,cell_530,89,1423,0.3903176870606343,family
SWAFR,cell_531,85,1160.5,0.38525902694809505,family
SWAFR,cell_532,85,939.75,0.40386453828356694,family
SWAFR,cell_533,79,643,0.4822128522432891,family
SWAFR,cell_534,50,479.5,0.56,family
SWAFR,cell_547,93,3087.5,0.26881720430107525,family
SWAFR,cell_548,84,1144,0.3075456412980812,family
SWAFR,cell_549,102,1683,0.23980205798463197,family
SWAFR,cell_550,90,1055.25,0.3389488066212204,family
SWAFR,cell_551,72,573.25,0.39686990733975536,family
SWAFR,cell_552,85,2483.75,0.3735906888573482,family
SWAFR,cell_553,87,2677.25,0.41262288118291396,family
SWAFR,cell_554,82,1275.5,0.37020235519753175,family
SWAFR,cell_555,85,1697.25,0.32783434193554645,family
SWAFR,cell_578,68,698,NaN,family
SWAFR,cell_579,90,1297.6666666666667,0.3181371367940482,family
SWAFR,cell_580,96,2730.25,0.253512950137199,family
SWAFR,cell_581,100,2016.5,0.349595522913796,family
SWAFR,cell_582,105,3682.75,0.2499873165074038,family
SWAFR,cell_583,95,2324.25,0.373482438678374,family
SWAFR,cell_584,63,2035,NaN,family
SWAFR,cell_612,83,1972,NaN,family
