region,hdgc,HDS_richness,n_QDS,mean_QDS_richness,mean_QDS_jaccard,avg_no_spp_diff,add_residual_turnover,add_residual_turnover_prop,mul_residual_turnover
SWA,E114S26C,84,3,35.333333333333336,0.908681765389083,76.32926829268297,48.666666666666664,0.5793650793650793,2.3773584905660377
SWA,E122S32A,43,2,22,0.976744186046512,42.000000000000014,21,0.4883720930232558,1.9545454545454546
SWA,E116S35B,763,2,519,0.639580602883355,487.9999999999999,244,0.3197903014416776,1.4701348747591523
SWA,E113S27B,158,2,83,0.949367088607595,150,75,0.47468354430379744,1.9036144578313252
SWA,E122S34A,176,2,96.5,0.903409090909091,159.00000000000003,79.5,0.45170454545454547,1.8238341968911918
SWA,E125S32C,93,2,54.5,0.827956989247312,77.00000000000001,38.5,0.41397849462365593,1.7064220183486238
SWA,E122S32C,57,4,14.25,1,57,42.75,0.75,4
SWA,E122S32B,54,4,14.75,0.981458333333333,52.99874999999998,39.25,0.7268518518518519,3.6610169491525424
SWA,E118S29A,29,2,15,0.96551724137931,27.999999999999993,14,0.4827586206896552,1.9333333333333333
SWA,E118S29B,5,2,2.5,1,5,2.5,0.5,2
SWA,E124S32C,14,2,7,1,14,7,0.5,2
SWA,E118S29D,14,2,7.5,0.928571428571429,13.000000000000007,6.5,0.4642857142857143,1.8666666666666667
