scale,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,region,PC1
point1,0.3938938606599943,0.6018590763790976,-1.585059942868757,0.7417150523319349,-2.266831809730347,-1.8770744827603512,-1.0536611395113347,-0.7978643451393409,0.6260770485497636,GCFR,-1.4839232175502972
point1,1.6962588711932651,0.4110946076821062,0.09582203536159198,1.4945681037458816,0.4048889528816953,1.2485322855361607,1.4007440712970427,-0.7899982755074617,1.7608489103805531,GCFR,2.4598396944819925
point1,1.0149999439480037,0.11927653100087282,0.6500138783919546,1.6539369345518717,0.07857560661703188,2.2538534431189206,0.02017602745994205,-0.46392319811626087,1.7123951753369182,GCFR,2.355619900762802
point1,1.1328593006474796,-0.5672941841019954,-0.32949453466301115,1.3035629726297495,-2.6732849460761887,0.4185778750276557,-1.311860935328157,-0.6307262366681541,-0.059332752843881675,GCFR,-0.6671200366877659
point1,1.1535342597181244,1.33613957734745,-1.5589610993140588,1.6340349874893572,0.10134615085196225,0.12544129639900134,0.8800896096177241,0.7716744214446223,1.0319258885573144,GCFR,1.9313344233949763
point1,0.9916419098583305,0.09205012616815002,-0.2531771680856947,1.0259582045154174,-0.25938387995115,0.5883241573790895,1.494029863098349,-1.6426504193016866,1.4293644670857617,GCFR,0.9802626068552717
point1,1.4154327346725974,0.5458576718860458,1.00046634257592,1.86759684398602,0.4865173238806169,0.910585167599518,-0.47184657422419796,-0.4968655923166883,-0.06853268978140901,GCFR,1.879634737598973
point1,1.7544269695342096,-0.18812452112581382,-1.75827725310765,1.135830792538563,-1.2068854858729126,1.6279287687167785,0.9354924351371089,-0.6173680929279879,1.1853860288105817,GCFR,0.9057377189168188
point1,1.6577850423859715,-1.0219044244522217,-0.42945540647812724,1.6500350857956882,-0.5123615627299543,1.5165987921401727,0.5373784989210234,0.11598205710617171,1.6761971252280197,GCFR,1.7462377296214444
point1,0.8392114082201801,1.1481468579330878,-0.3921483850648296,2.131439622059249,-0.07031166168037867,0.9190824692672656,0.8413348153561818,0.47548871300627027,1.4827475531330787,GCFR,2.5335706077262934
point1,2.271926738620933,0.6424019320463877,0.14148973673513104,1.9081586985820322,1.0170660266919969,1.225055573231525,2.386928272372311,0.3564134677136229,0.5882947610988413,GCFR,3.391790425008025
point1,2.182341560511574,1.2968061861493518,0.3194967583718461,2.5341715828209708,1.0785679203969514,0.43993828045576383,2.7413324873075635,0.9190468853421244,1.503949177453212,GCFR,4.269417810489336
point1,1.7312540693708172,0.9996174535730078,0.7068002570462916,1.9687729170065387,0.262110873283285,1.0680458072803767,1.049725639501329,0.1556168203656655,1.685717044473648,GCFR,3.217942118245783
point1,1.8685404715210185,1.0184794708772529,0.8382968945451303,1.7943985759940462,-0.7372020672149747,1.2123053335958762,1.6558302130299885,0.35849113575043967,2.1487271298203168,GCFR,3.3213782503295866
