scale,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,region,PC1,lon,lat,QDS,n_EDS_in_region,n_collections,QDS_richness,PC1_residual,multivariate_residual,HDS,n_QDS_in_region,HDS_richness,mean_QDS_richness,QDS_turnover,QDS_turnover_prop,DS,n_HDS_in_region,DS_richness,mean_HDS_richness,HDS_turnover,HDS_turnover_prop
QDS,0.544120619993178,0.041167409389331625,0.8409084229012591,-0.8358240272414829,-1.6978034890255949,-0.48026829175406555,0.15373184227604036,-1.3604630495633203,1.692009900222032,GCFR,-0.4936748780467254,19.325,-29.025,E019S29AB,0,641,291,44.585470830322905,185.73532597219923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.3084727188998571,0.30453673210660376,0.31650911351851324,0.5984382420679418,-0.439470228590385,1.731734912553173,0.7915051808838988,0.2891243470404403,0.874731925951311,GCFR,1.4638023179755322,17.075,-29.275,E017S29AC,0,342,193,-208.76856091162193,-123.83434815711735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.5009525496220232,0.6320142539061766,-0.3101237393672968,-1.395857773112175,-0.4978519915313971,0.9804191141466357,-0.12446066061482562,0.6527942720194182,1.4585010157332334,GCFR,0.4961355666825187,17.325,-29.275,E017S29AD,0,128,87,-237.97025567389895,-229.07032597449145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.7417399436723726,0.7678528045315257,-0.4968976788939066,0.7335587778284214,-0.25616786508357714,1.8385146109651984,1.7210570088975967,-0.6635490615548038,1.2677048172546863,GCFR,1.976209590043276,17.575,-29.275,E017S29BC,0,665,389,-53.435464092603134,-26.93646522482424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.4664916168532176,-0.6687426754710387,-2.064309671494704,0.31972737244733745,-1.1783188107947788,0.4700957615046355,0.47001896058840487,0.26267675667626994,0.8848455345664881,GCFR,-0.40477865111024897,17.825,-29.275,E017S29BD,0,414,257,3.5302738199606596,167.22965448861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.9925793503179099,0.15348215618751332,-0.3965982287592693,0.8018901827211181,-1.0446245403402286,0.5061262667360157,0.20003832355730952,1.1311141141929444,0.6437951645034843,GCFR,1.0608626776088887,18.075,-29.275,E018S29AC,0,59,51,-318.7894922375082,-201.81073577807794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.8405404886647118,0.491585956156341,-0.4114036901066383,0.8140757705053432,-2.387390538246168,-1.175422370681808,-0.28819008106566896,0.10643924878964182,0.6196909199892423,GCFR,-0.28876765191734044,18.325,-29.275,E018S29AD,0,76,55,-207.67687121736265,-114.69954670098944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.5416125964265206,-0.3078228419056438,-0.07893696428270908,-0.5436346750457286,-0.7859688439334517,-0.4995326233521773,-0.23711804010101808,-0.19651966406993693,0.24268199552942016,GCFR,-0.6174457403379614,19.075,-29.275,E019S29AC,0,110,80,-156.59152714023125,-107.05154926402463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.8300109276323554,-0.14428555413812916,0.5391212551169249,0.06826299131974159,-1.8037730522394255,-0.06279825391509586,0.18201282912538078,0.8260220611525715,0.04241344976182288,GCFR,0.1926689316471291,19.325,-29.275,E019S29AD,0,10,10,-290.8858038357315,-164.01782110512818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.2325610503063203,-0.35316382673575303,0.2503578303908986,0.006198046493854081,-0.8978721271052993,0.3320384530036243,0.39024912117677407,-0.4876030232953318,0.20962958037181126,GCFR,-0.18752886582018183,19.575,-29.275,E019S29BC,0,60,50,-220.71162821009503,-137.42671836448628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.878435930865472,-1.0063507282178836,0.7473972551634477,1.79639568841163,0.6843291847450705,0.24004607460429134,0.7909790264890245,0.9671301424528631,0.6390981290458686,GCFR,1.9860166414685898,17.075,-29.525,E017S29CA,0,346,221,-222.21379498785907,30.84538722409193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.4214889896274756,0.20912176943787994,0.05731800308392309,0.024274217153408075,-1.1707761766369562,1.5109177007488337,0.4678856347897013,0.3840604798240499,-0.11025592201562794,GCFR,0.4930014741145518,17.325,-29.525,E017S29CB,0,214,159,-165.72152025196124,-143.44324222056676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.6431781701428463,0.24067320899794672,0.7833297162707665,0.5848257634228367,-1.7485621439735612,1.1794460038466676,1.2097110956360015,0.08704194744393226,0.6296967568873011,GCFR,1.4103366052918218,17.575,-29.525,E017S29DA,0,1093,449,51.474714076331665,192.29776297886508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.2045370489228993,0.3842600509030109,-0.19401102304422246,0.20196728790387491,-1.7756031480112504,0.5814447043419617,0.17777634959131833,0.6466503975931676,0.1496236208361762,GCFR,0.47097809530582035,17.825,-29.525,E017S29DB,0,2586,799,476.0263523145592,526.7662519315588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.9091680375054718,-0.16675012413278267,0.3645363037699641,0.8452456661109305,-0.5186054009181993,0.918185220942674,0.9914385878488227,0.4714947592879956,1.2979746805946364,GCFR,1.6224858384315823,18.075,-29.525,E018S29CA,0,452,283,-131.3623856182126,66.89442518314867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.8230282498122563,0.35775340423905855,0.6230806516246302,0.5252467245122615,-1.8082970840980204,0.27591049937586504,1.0220801760355833,-1.1370861970548305,0.9671124603379041,GCFR,0.42370651082195204,18.325,-29.525,E018S29CB,0,79,65,-254.22196605598322,-142.9803532927595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.8799719704433163,-0.6031425378437862,-0.3508077509858565,-1.7381966713195813,-0.5864463346346777,-1.143761201661488,-6.460276914301875,-3.6540170663904763,0.4590604159133787,GCFR,-4.513574457005548,19.075,-29.525,E019S29CA,0,5,5,77.62244763804605,-85.67198844525323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-2.3807613911661956,0.6876967823806752,1.4000477084510268,0.11665186196045714,-0.9175377593591919,0.2101642207519804,0.9555371128416438,-0.002868385347206287,1.9685840219025375,GCFR,0.5086268563163462,17.075,-29.775,E017S29CC,0,150,122,-203.96161956320245,-56.344641352108866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.4706925332681681,0.32584715182924057,0.5309129641003719,0.3177876621168973,-1.8920784586883195,1.0983285118283572,0.18453546201086088,0.5617076670766905,1.4476693746910094,GCFR,0.9711803347792827,17.325,-29.775,E017S29CD,0,554,306,-56.67190559948532,123.22781269325435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.00917339848084137,-0.8808514888884768,0.33314301646330874,-0.05706105580381768,-1.158722742376226,0.7087509074747123,-0.054329262077917016,-0.21566630172672005,-0.15229431965533857,GCFR,-0.5460321563149034,17.575,-29.775,E017S29DC,0,757,401,158.74077556977278,287.3084506848466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.6185839154418479,-0.400686484372374,-0.8813469793698319,-0.832821985273203,-0.05478377190456177,1.442421523413931,0.6908785854319968,0.07851412396087207,-0.04601339891997717,GCFR,-0.008180755760265777,17.825,-29.775,E017S29DD,0,489,264,-20.94548597340617,-20.108441652337298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.5096516073817146,0.13821977415222533,0.1896135755485502,0.2959586931040504,-1.0008393343230846,0.280797653730662,0.8496943295819573,0.5727518387787855,0.10351031511259326,GCFR,0.94150165067886,18.075,-29.775,E018S29CC,0,66,56,-304.3164742099573,-235.80912924973583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.883566658430317,-0.3693081589628728,0.37347684005835424,-1.2263126339164214,-1.8187406396807235,-0.9511498605924238,-1.1235594276336485,-2.3972170962376724,0.6185717018146466,GCFR,-2.0144258104840342,18.325,-29.775,E018S29CD,0,83,63,-62.72102167464946,-25.930445082220654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.3646884000043583,-0.914392204793821,-0.649652607903253,-1.2075581205820265,-0.49613715412324266,-0.36072149070123244,-0.10583641609992875,-4.020835370654196,0.39787780690964725,GCFR,-2.560046650835528,18.575,-29.775,E018S29DC,0,58,50,-32.41814309027551,-55.396337377305386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.4123840895823646,-0.004748911025162409,1.2311474437328178,0.9842961150843011,-0.4337573773496873,0.561454419836284,0.3004678743545953,-0.7387333443931209,1.1594390948921578,GCFR,1.1340490407586785,17.325,-30.025,E017S30AB,0,702,372,-3.5978851051003797,138.56020726385708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.5590375239919068,0.27627144400931897,-0.2860120741337397,0.9775155666609241,0.38262447469632893,1.221665418988306,1.9044947353185033,1.2274411697265777,0.950082169981386,GCFR,2.5971128116204256,17.575,-30.025,E017S30BA,0,701,381,-110.71308479213724,-2.0087055386141897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.906359432493331,0.19230725587052822,-1.0152860434782824,0.4785530113333236,0.6368071355757429,-0.549722097814751,1.0300968200915408,0.8557016264289722,0.5581540384987803,GCFR,1.0226041813469668,17.825,-30.025,E017S30BB,0,1840,608,241.2468709215373,262.59077040683565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.6645739062891713,0.9651910648021508,0.36265679537671475,1.456238480711173,0.5134200814641423,1.4423660274453753,1.5669599667936813,1.4695510783162502,0.9392406718345734,GCFR,3.402879266941444,18.075,-30.025,E018S30AA,0,291,203,-352.6622678175688,-301.3783224850842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.1350398986785148,0.17648151405763762,0.31170470918402093,1.2074456592489637,-1.4256651830566314,0.9324487190095463,0.9627914553294646,0.5011118755669018,0.5893305268590023,GCFR,1.4343741867062287,18.325,-30.025,E018S30AB,0,179,142,-257.43301450086034,-107.84753064387398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.7698041471602576,-1.6280644739425454,-0.03223004586741269,0.052625968616719504,-1.0548703478699337,0.4584704145331869,0.6475020252608066,-0.7112939900443767,0.43874473026534366,GCFR,-1.0226324355397585,18.575,-30.025,E018S30BA,0,53,45,-159.43412227456668,93.5558308878766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.45733961478368174,-0.8784712786347096,-1.3930138003138324,-0.9312743190386281,-0.3243087207990137,-0.6740386336343358,1.283233902938341,-0.20786410807096195,0.37191038274493055,GCFR,-1.2843372980951862,18.825,-30.025,E018S30BB,0,13,13,-170.6640690616479,-78.74250712836006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.5180641316028575,-0.05763067630942131,1.4063231775782348,1.450346076007113,-0.226086010145271,0.20369833373261312,1.0697508951052048,0.06614393567830755,1.4638180928596705,GCFR,1.9394929576836035,17.325,-30.275,E017S30AD,0,810,388,-51.52147005954215,169.83765270871197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.9978115532749272,0.7009855105647125,-0.6860215060618463,-0.4188832141236949,-0.22646987148867523,-0.12847386622713552,0.3062211707062507,1.0602660554928969,0.5980142989271027,GCFR,0.7270213188611132,17.575,-30.275,E017S30BC,0,248,183,-160.29436823347552,-191.76138258320924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.629481138546582,-0.018662840765673424,-1.252366268872854,0.24952129396426947,-0.7637182422478416,0.044203028963750855,0.39831975230400324,0.2521853064556132,-1.665430520028628,GCFR,-0.33910183308854536,17.825,-30.275,E017S30BD,0,535,284,25.317871605320683,-86.34997251489722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.6520551226381435,0.19890446255785765,0.7139412002618386,0.2509596086973686,0.5563490589469957,0.3715010958773585,-0.38738378124297074,0.9145578205234068,-0.18824289383165113,GCFR,1.4720579347770482,18.075,-30.275,E018S30AC,0,1576,603,200.5762368938195,175.64212637395673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.9301335399902196,-0.46461748624632687,0.5205113186773304,0.5172788122951595,-0.8192095776710875,0.33868130588059625,0.6489931444021326,0.7579782856563752,0.6123112836865995,GCFR,0.9953942981456183,18.325,-30.275,E018S30AD,0,103,94,-270.59363262703704,-80.74864885275012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.0037436007055343854,-0.8673699090373788,-0.0826120124218428,-0.6389577395986455,-0.7487994427345785,-0.3403629461911597,-0.492922377553619,-0.08144079821965493,1.1970331994847194,GCFR,-0.6967715917372953,18.575,-30.275,E018S30BC,0,176,120,-110.29587738181192,74.10284013107893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.2670547389180738,-0.5035730066225298,-1.036002304371707,0.6541067339948863,-0.2373391839637551,0.7540139513289152,0.22545438715989571,-0.20261879369126862,0.8402885585164698,GCFR,0.029176530530222067,18.825,-30.275,E018S30BD,0,13,12,-275.9103251306432,-157.37172336505816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.46056590940262476,-1.1028565384377216,-0.6779807789349306,0.8447444495079524,0.23735925564219318,1.2639534138255542,0.1987998783121654,0.34414989103994975,0.8050225989194378,GCFR,0.44024489655870447,19.075,-30.275,E019S30AC,0,25,19,-301.53452535829786,-103.26675212942536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.019079523090187078,-0.344818756358698,0.8533186345043734,0.8721221127916213,-0.6093667073809633,0.3678940364363577,0.35389204212203407,-0.06267166830916725,0.1338749008202794,GCFR,0.5189948620136355,17.575,-30.525,E017S30DA,0,292,213,-113.78447026586727,5.335990689149869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.2839063966466575,-0.7314948004508253,-0.65071766766873,0.39138225457746145,-1.3664754540062787,0.03181765772239224,0.6826734446400542,0.632524356972919,-0.3843784779816403,GCFR,-0.03924212263862735,17.825,-30.525,E017S30DB,0,368,213,-69.48031877463879,63.35546303184761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,2.299491662537196,0.7198219810149012,0.5733834740715281,1.5943392692673108,0.3208689869569479,1.1343759350518619,1.5791384372004276,0.948876291505669,0.5503315295543,GCFR,3.2045838774242696,18.075,-30.525,E018S30CA,0,407,261,-278.92467031199755,-224.71472050998946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.7460692344203874,0.7597792786659531,0.6474573183761799,1.1344171569802028,-0.2980405248893715,0.49997213916120936,1.226240687774248,0.5346769431579437,-0.3006154470750304,GCFR,1.9748059081757041,18.325,-30.525,E018S30CB,0,173,148,-294.3240617029081,-316.8451176648041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.3169895465476293,-0.04240369303218827,0.5721112334240238,0.4788780550688417,0.3572497989024336,0.3625499397540597,0.6294930759643392,0.7190445109705476,0.681276993523331,GCFR,1.6784156032805169,18.575,-30.525,E018S30DA,0,150,109,-309.80121866378647,-214.21945999930583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.6972697225602354,-0.5129205345875828,-1.5160476965909153,0.8587533872007764,0.5985175030103761,-0.24443449864491273,0.28376160962035446,-0.6103653935356097,0.7478174528598912,GCFR,0.11863204202525875,18.825,-30.525,E018S30DB,0,102,73,-222.0099094325866,-155.84106471271934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.5774464653762724,-1.0558595158201707,-1.236437960473793,-0.3777031903811941,0.31550305198514556,0.2753999848044558,0.7064883133269464,-0.6019763112686828,0.6463340781893584,GCFR,-0.4116544863007363,19.075,-30.525,E019S30CA,0,131,88,-164.9240295453066,-57.046231153395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.2878535820894002,-1.0203224314490875,-0.6720812684964212,0.27144974813179407,-0.31664274372448115,1.8098422166705428,1.5397398764232,-0.7908124713470639,-1.3069799627254535,GCFR,0.021998777059997032,19.325,-30.525,E019S30CB,0,40,33,-254.3406669283841,-235.33421134635688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.6569244285507732,-0.7044570356824433,-0.3676531998687264,0.2938778428319403,-1.1102569326085834,0.40004293626221343,-1.8200460968611016,-0.9890037340877987,-1.5122081452274987,GCFR,-1.5219611662994912,19.575,-30.525,E019S30DA,0,28,27,-137.8051898682294,-195.6405937409924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.10022268914399685,-0.744817921033339,1.1556916894963516,1.020832432525445,-0.7968906879479025,0.5808309203947101,-1.0034472723465089,-1.5879445724597088,0.615997650649327,GCFR,-0.2025646528982414,17.575,-30.775,E017S30DC,0,287,192,-77.51832177069602,77.47960451623105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,-0.10770856452440866,-0.3186007318877941,0.3534038227863211,0.539586105673175,-0.5714771079530874,1.235683635001493,0.20077535278307243,0.5816050738616211,0.15592484290906222,GCFR,0.6591537681444841,17.825,-30.775,E017S30DD,0,239,161,-176.9080998009725,-69.20772747240957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.1358178315211804,-0.18580895691704574,-0.35193652189139374,0.17011849836802215,-1.076654331411468,1.0529848606770722,0.5356417902974118,0.7119334643568236,-0.4839665450367045,GCFR,0.45219638983794247,18.075,-30.775,E018S30CC,0,228,160,-161.48304862591988,-116.679786415167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.4719366400105558,-0.198113705418199,-1.3260578759366173,-0.6168167761195221,-0.6698496358597739,0.5123119253773131,0.1863023420204628,0.3498568019622467,-0.8034772851405168,GCFR,-0.7649265641590459,18.325,-30.775,E018S30CD,0,105,71,-153.88679789394055,-213.98018695604233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,0.8349988036664401,-0.6155235005893176,-0.0055188665380109,-0.6342960717044911,-0.7115837175885965,0.8122700870584324,0.8511317090195498,-0.7296923795343156,-0.8014017949287663,GCFR,-0.5288034022292352,18.575,-30.775,E018S30DC,0,78,49,-194.62657441240736,-192.00793877913998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.2395810810640968,-0.2571283572813073,0.2803134440354213,0.10706042478575886,-2.1693812803710366,0.3367990584561794,0.8574949862075437,-0.7412385757797542,-0.12110856724779297,GCFR,-0.26690567001584375,18.825,-30.775,E018S30DD,0,23,19,-245.41193461282316,-142.46916921866023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QDS,1.8120718290512792,0.21552361163703204,0.13526520682035792,0.8696020115797786,-0.23391401303161494,1.1468155561442954,0.8823839370997145,1.011422664143049,0.2501508929830132,GCFR,2.0063929982995186,19.075,-30.775,E019S30CC,0,113,96,-348.830952619289,-279.70886639406336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
