Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,region,PC1,lon,lat,DS,n_HDS_in_region,n_collections,DS_richness,mean_HDS_richness,HDS_turnover,HDS_turnover_prop
1.3687423721158223,0.7014227523618642,1.8976982778576867,-0.5519197058298072,1.4811423173812566,-0.41788511604579137,0.9586872179591749,-0.2166794016017482,-0.17184227879014338,GCFR,1.732699720912597,25.95,-33.65,E025S33,0,12723,2170,892.3333333333334,1277.6666666666665,0.5887864823348694
1.037294512705629,-0.24957501657324666,1.1918339096347585,-0.6171485511916702,0.017708873249555286,0.41713680389939645,0.49318519854494725,-1.1195720359323649,-0.10428662084905994,GCFR,0.1644282078341152,26.95,-33.65,E026S33,0,12105,1926,1012.6666666666666,913.3333333333334,0.47421253028729665
0.6198135713680833,0.43549379074629835,0.25435414500206355,0.7296613780632538,0.19676750456427317,1.789506146591287,0.9840820460296713,0.4890615127553179,0.5763257969570613,GCFR,1.7522810027407119,19.95,-34.65,E019S34,0,37842,3571,2047.3333333333333,1523.6666666666667,0.42667786801082797
-0.7435476909673474,-0.994463616064273,-0.5660620906703989,-1.7317412336252955,-0.2619531271624163,-0.5736991007392469,-1.0158865565966138,-1.5434931234240588,-1.2829667035924706,GCFR,-2.9450392602133495,20.95,-34.65,E020S34,0,15742,2612,1476.3333333333333,1135.6666666666667,0.434788157223073
-1.2965242351040371,0.1980682870790005,-0.7672694345495902,0.9283196733508656,0.9301531190137515,0.250649496472227,-1.5002522961545608,0.7292594027589354,2.0711722413363156,SWAFR,0.6932322379254385,113.4,-26,E113S26,0,3330,522,318,204,0.39080459770114945
0.06466701584432508,-0.14913856411571877,-0.26074971405729175,0.3608610458573226,0.07607280716150146,0.9057103620415832,0.8398469951870078,-0.009960648969264225,-0.91148081115395,SWAFR,0.1321256976325179,114.4,-27,E114S27,0,16454,1373,695.5,677.5,0.4934450109249818
-1.2193146350821011,-0.23530026235656681,-1.5965795437390402,0.8098820976342618,0.7942904462122167,-1.795485863266086,-0.44960595528822866,-1.2422212592940516,0.7874306804656123,SWAFR,-0.9823745882312527,115.4,-27,E115S27,0,1073,507,192,315,0.621301775147929
0.13968495899983435,0.006280482206048327,-0.24514470524349374,0.28490585917827527,0.2715800262959729,1.0596947130845733,0.40562812352057265,0.3343772221145471,-0.07146847444097315,SWAFR,0.578677984605327,114.4,-28,E114S28,0,15523,1643,940,703,0.42787583688374925
-0.731236853012836,0.09226161487225551,-0.19988010283612329,0.10936160917917886,0.07714916951753027,-0.03349449103807567,-0.2093216984127356,0.41707415067824877,-0.8210763902754451,SWAFR,-0.4019860968549584,115.4,-28,E115S28,0,10278,1382,650.25,731.75,0.5294862518089725
-0.3009435322950495,-0.5524154557730105,-0.579595396505271,-0.500730684081829,-0.4655331392904824,-0.520411883257952,-0.22234568648089176,0.2348728771236037,-0.9802826168715949,SWAFR,-1.2438117285034769,116.4,-28,E116S28,0,2944,647,305,342,0.5285935085007728
0.3926826897474033,0.5852390403254984,-0.060379653794556086,0.16908048138862505,0.72072589196933,-0.9995686039268512,0.36969194881888245,-0.8147473302089132,0.01432126638044166,SWAFR,0.31429564531981347,115.4,-29,E115S29,0,20042,1977,996.25,980.75,0.49607991906929694
-0.6977089897515876,-0.9195399145185433,-0.5145665199573343,-0.5579570944500132,-1.3337931992475869,-1.1372994349586603,-0.4109394163303122,0.12148508730044386,-0.23663588228374016,SWAFR,-1.7916616027512762,116.4,-29,E116S29,0,9284,1394,666.5,727.5,0.5218794835007173
-1.27046534125208,-0.8860725717963363,0.12491168924120585,-0.6498199437458814,-0.43696641037236944,1.0594308682564406,-0.1913082803081709,0.040889994761084215,0.508374423275414,SWAFR,-0.8290700133006159,117.4,-29,E117S29,0,6626,972,470.5,501.5,0.5159465020576132
0.2188252471483516,-1.9223459088203234,-0.29168648459339636,0.18823997628333303,-0.25938463521226673,0.9735807360848355,-4.085964556653667,-0.9149105064461699,-1.4577722678961929,SWAFR,-2.555313243248582,118.4,-29,E118S29,0,473,238,68.5,169.5,0.7121848739495799
0.6374531275211469,0.6972546433573099,-0.2359332599322846,-0.3303906155688549,0.8243607752861769,-1.577771810410153,0.5458244272395777,0.4469541407700123,-0.2246318765289568,SWAFR,0.5760516908934039,115.4,-30,E115S30,0,27446,2021,1079,942,0.4661058881741712
-0.8167983985818704,0.13871664509348153,0.11072064889245582,-0.669836320388401,0.07329154486002644,-0.4191033790430351,0.23192174070838903,-0.9360958711309435,-0.5132346174842759,SWAFR,-0.9583443217901972,116.4,-30,E116S30,0,19307,1958,971.75,986.25,0.5037027579162411
-1.2751054305508491,-1.0093907519156753,-1.2758407528744025,-1.1817729725608317,-0.10764823599076305,-0.006968854372527835,1.1257587183787372,-0.3032117464705452,1.4231818947113033,SWAFR,-0.9914156914726036,117.4,-30,E117S30,0,8884,1208,599.75,608.25,0.5035182119205298
0.1773967012810173,-1.3962240441926452,-0.7828295204781603,0.18922269114970525,0.22097325715675917,1.3515380083940365,-0.21642432114351076,-0.3436989524678406,-0.5465883746976447,SWAFR,-0.659799724303725,118.4,-30,E118S30,0,4743,942,474.6666666666667,467.3333333333333,0.49610757254069354
0.280687823063946,0.593179715190714,-0.28536742854098474,0.4393270397487938,-0.14522029529400346,0.6264341375863093,1.0404591002052526,0.38686003086760856,-0.44691414217044423,SWAFR,0.7190202777581294,115.4,-31,E115S31,0,32055,2698,1859.5,838.5,0.3107857672349889
-0.6248443709215697,1.1508802015929025,-0.4573916308267051,0.2799146078257951,0.9960764215581729,-1.1877129365999008,0.49355052225957935,0.1676463596134366,0.20982505866147516,SWAFR,0.6209644384946558,116.4,-31,E116S31,0,35472,2632,1368.75,1263.25,0.47995820668693007
-0.4067422901730076,-0.6161538127709585,-0.5761641965416885,-1.1688909517569217,-0.030588690884013208,-0.6305663897489721,0.3960804476109339,-0.40722414077880503,-1.0363005022907348,SWAFR,-1.4899470932362067,117.4,-31,E117S31,0,14006,1675,883.75,791.25,0.47238805970149256
-0.27404831776917965,-1.511685913242631,-0.4891552206137274,-0.5657121052849713,-0.7776530069829517,-0.052633775045092,-0.5260498244810419,-0.992642926229168,-0.697207654783468,SWAFR,-2.056689195766937,118.4,-31,E118S31,0,11607,1370,732.5,637.5,0.4653284671532847
-0.33642084480222095,-0.38280260644691233,0.41203378277063946,-0.38728611419452835,0.5713716555272893,1.524660606822257,1.0809105703291408,0.23903993626284062,1.2911069525494607,SWAFR,1.0331215263072386,119.4,-31,E119S31,0,7512,1165,553,612,0.5253218884120172
0.021725316080937907,1.9226671849843706,0.13789986766845722,1.207033951067543,1.1900952261008717,0.037030274182815945,0.07844969988022578,1.3483308371216185,0.19746835365411908,SWAFR,2.244112763386406,116.4,-32,E116S32,0,26756,2275,1152,1123,0.4936263736263736
-0.9073594820099226,0.048526979500727034,-1.2014559520901378,-0.6852284530173798,0.05173820498465157,-0.9158929735374158,-0.4068376004261779,-1.1483829766978289,-0.16683527982196963,SWAFR,-1.6611575592585883,117.4,-32,E117S32,0,14044,1781,887.5,893.5,0.5016844469399214
-0.09865067391415047,-1.3041951936994653,-0.1105348000501609,-0.5559901804382102,-1.1902843697085284,-0.5196672045911277,-0.2042460580894782,-3.291785301951107,-0.9863466175902853,SWAFR,-2.9014908179438628,118.4,-32,E118S32,0,10390,1542,780.25,761.75,0.49400129701686124
-0.6217163432622121,-1.053262647578136,-0.38458255812343206,-0.07518033070447402,0.6389593570279187,1.413597839053607,-0.003941785312105609,-0.36572965884462894,0.19736996455729075,SWAFR,-0.3209075408719545,119.4,-32,E119S32,0,9195,1408,700.75,707.25,0.5023082386363636
-0.20103222057393574,-1.0417355118349159,-1.4449677764645772,-0.1307876614748984,-0.9376652801173446,0.8277988159311007,0.5937380302273002,0.44247722930454403,1.7808556304961392,SWAFR,-0.21464715044919602,120.4,-32,E120S32,0,4462,908,421.3333333333333,486.6666666666667,0.5359765051395008
-2.6849184285737118,-1.1165327429482592,-0.7462271970926981,-2.038475861033393,-0.9729779190942036,-1.1653281632170867,-0.634045195584961,-0.0496201165075963,-2.8721863446531426,SWAFR,-4.088125540224182,122.4,-32,E122S32,0,2335,593,195.25,397.75,0.6707419898819561
-0.8137760697640309,-2.2876037923129435,-0.998737106936119,-0.1003672193232711,0.5518089962532599,1.017500732253722,-0.7176143492013479,-0.7173261824251664,0.13023567241105974,SWAFR,-1.468028424373281,125.4,-32,E125S32,0,945,259,113,146,0.5637065637065637
-0.4566700136078409,0.09168122295029571,-2.4858863803455344,0.3368062902113262,-0.2556871810692234,-1.8004152125839492,1.0714496536233655,-0.6589456197661747,-0.03326359307294043,SWAFR,-1.0981181889948606,115.4,-33,E115S33,0,29038,2210,1505.3333333333333,704.6666666666667,0.3188536953242836
-0.4292233979510808,1.931895023117286,0.006282394509478909,1.4501265865952977,1.3411163482185462,-0.12915345737158448,0.3394312206715441,1.4893657097176185,0.16267714567508276,SWAFR,2.291519137513914,116.4,-33,E116S33,0,13066,1804,917,887,0.4916851441241685
-0.7130381368198263,0.35121086348527375,-0.2870875637599235,-0.5490170573112473,0.41347613290283525,-0.6568477141333672,0.7749072840424864,0.11322122492996531,-0.4406660386528501,SWAFR,-0.25913439622011786,117.4,-33,E117S33,0,10262,1730,849.75,880.25,0.5088150289017341
-2.0919198625615634,-1.3240322839850542,0.18545336182964045,-0.04419293355611589,-1.0740113042561474,0.32755214218268297,0.25657478463924527,-0.12862330493044144,-0.1555940596235359,SWAFR,-1.5408010136889794,118.4,-33,E118S33,0,14919,1777,910.5,866.5,0.48761958356781093
-0.6400050622661976,-0.5589928607806769,0.32826065016194866,-0.3601067663758928,-0.6540433587329455,0.08307299655668635,0.06933790677462501,-0.5795308584780262,-0.4265298579947345,SWAFR,-1.038282016662001,119.4,-33,E119S33,0,19170,2043,1051.25,991.75,0.4854380812530592
-0.03263443586132447,0.2820413495497448,0.3837831877951866,-1.0689745064637144,-0.13339683384296633,-0.4274587375911612,-0.018789787203393155,-0.3586966419139764,-0.09933467594030394,SWAFR,-0.504510982352078,120.4,-33,E120S33,0,21250,1929,920.75,1008.25,0.5226801451529289
-0.1467004281167338,0.23347294613151043,-0.6035561809587644,-0.8091314181996859,0.4738952548926974,-0.6781053278540742,0.494164412546715,-0.464450497900031,0.8790276552857154,SWAFR,-0.12519205851813348,121.4,-33,E121S33,0,13970,1709,795.25,913.75,0.5346693973083675
-0.006909528212284515,0.40178343937728556,-0.8197410353219644,-0.24527022861049108,-0.5246626271035033,0.19523061462909033,-1.3144770619514803,-1.0815119313886643,-0.8650574086380434,SWAFR,-1.4564866552712399,122.4,-33,E122S33,0,13590,1576,761.25,814.75,0.5169733502538071
-0.3757880976402675,0.2152672521381604,-0.9087022630832687,0.28308089471241926,-0.0414975322515329,-0.8226043195333553,-0.5387166029066632,0.6577105734726553,-0.2866334564641437,SWAFR,-0.38117145031072747,123.4,-33,E123S33,0,9041,1359,616,743,0.5467255334805003
-0.2907450614691639,1.0818353332280535,0.9472934949024261,0.7684656816905118,0.6699812906361976,0.8647339029863553,-0.230549930255556,1.6061071117821009,-0.7162513813359717,SWAFR,1.5485782694863914,115.4,-34,E115S34,0,16363,1530,1127,403,0.2633986928104575
-1.2456908839289456,1.6271195790042077,0.7657618460954642,1.4602623291163475,1.368958214150942,0.4176870075435848,0.5319005404065803,1.5566160220310745,0.5000567404050886,SWAFR,2.432358232034894,116.4,-34,E116S34,0,26741,1932,1104.75,827.25,0.4281832298136646
-0.4767539328328582,0.9771213665283158,0.46022261405271736,0.35014728614550616,0.607475050633543,-0.16485276723900322,0.24198301831528965,0.5421560800103579,0.34919123969300003,SWAFR,1.0488828337550236,117.4,-34,E117S34,0,35917,2507,1385.5,1121.5,0.44734742720382925
0.34103907047164034,0.6721450371931216,0.7460839048886245,-0.03783083218054937,0.7172580644994281,0.3701426726717408,-0.5277662862347382,0.7819466556765566,0.06276425232714311,SWAFR,1.0657362707499336,118.4,-34,E118S34,0,27092,2388,1273.25,1114.75,0.46681323283082077
0.7445690484887295,0.3592007968313412,-0.232639016196955,-0.12604309564447838,0.7172889958855785,-0.3125603807914018,0.6517261064792538,0.7456286696169235,1.215995113095099,SWAFR,1.371384592033713,119.4,-34,E119S34,0,9085,1497,1293,204,0.13627254509018036
