resolution,region,variable,roughness,z_roughness
0.05 x 0.05,GCFR,Elevation,53.89470088288406,-0.04694352047508048
0.05 x 0.05,GCFR,Elevation,39.83451769712172,-0.2527578311558314
0.05 x 0.05,GCFR,Elevation,161.11088286925008,1.5224972398480872
0.05 x 0.05,GCFR,Elevation,102.43540105120003,0.6635999065280213
0.05 x 0.05,GCFR,Elevation,68.6371796927974,0.1688582990247113
0.05 x 0.05,GCFR,Elevation,311.98974618626386,3.731076519336524
0.05 x 0.05,GCFR,Elevation,96.04666738392622,0.5700810100470454
0.05 x 0.05,GCFR,Elevation,271.22835712079313,3.13440739475535
0.05 x 0.05,GCFR,Elevation,110.03599071412324,0.7748580673623578
0.05 x 0.05,GCFR,Elevation,215.16045882044537,2.313680119189712
0.05 x 0.05,GCFR,Elevation,47.00671645805488,-0.14777049745298398
0.05 x 0.05,GCFR,Elevation,168.13895254157086,1.6253747981212772
0.05 x 0.05,GCFR,Elevation,58.726438123364005,0.023783912901953096
0.05 x 0.05,GCFR,Elevation,33.45881888973722,-0.3460859221069293
0.05 x 0.05,GCFR,Elevation,29.361711953602576,-0.4060597665942304
0.05 x 0.05,GCFR,Elevation,58.8473530887896,0.02555387776878758
0.05 x 0.05,GCFR,Elevation,60.478444018424156,0.04942994331538017
0.05 x 0.05,GCFR,Elevation,114.76589911217026,0.8440949203724176
0.05 x 0.05,GCFR,Elevation,59.9230277392209,0.04129970652295763
0.05 x 0.05,GCFR,Elevation,52.01641806797877,-0.07443800455866552
0.05 x 0.05,GCFR,Elevation,207.704953974761,2.204545723832378
0.05 x 0.05,GCFR,Elevation,104.91243809459466,0.6998590124643647
0.05 x 0.05,GCFR,Elevation,40.820387855456744,-0.23832656917455697
0.05 x 0.05,GCFR,Elevation,122.68038520276917,0.9599479272364023
0.05 x 0.05,GCFR,Elevation,87.32864692919644,0.44246579005419073
0.05 x 0.05,GCFR,Elevation,71.80143602653735,0.2151769868783202
0.05 x 0.05,GCFR,Elevation,79.59898880157463,0.32931831264825623
0.05 x 0.05,GCFR,Elevation,436.9887436053128,5.560823838392639
0.05 x 0.05,GCFR,Elevation,133.76946691506106,1.1222709694432047
0.05 x 0.05,GCFR,Elevation,76.69801216875392,0.28685353832088045
0.05 x 0.05,GCFR,Elevation,237.90421116661383,2.6466053485110805
0.05 x 0.05,GCFR,Elevation,98.39572947987934,0.6044668064223333
0.05 x 0.05,GCFR,Elevation,73.78761927047087,0.24425092779608726
0.05 x 0.05,GCFR,Elevation,49.41840682595534,-0.1124679424231559
0.05 x 0.05,GCFR,Elevation,96.24067852115061,0.5729209636909397
0.05 x 0.05,GCFR,Elevation,79.62747378966678,0.3297352786373531
0.05 x 0.05,GCFR,Elevation,441.52405736218606,5.627212196372001
0.05 x 0.05,GCFR,Elevation,24.740587929764903,-0.4737042234957242
0.05 x 0.05,GCFR,Elevation,77.1914329119492,0.29407627850816026
0.05 x 0.05,GCFR,Elevation,29.65057388750012,-0.40183137788680345
0.05 x 0.05,GCFR,Elevation,56.99817715972022,-0.0015145369268504442
0.05 x 0.05,GCFR,Elevation,80.44176539682887,0.34165495732197326
0.05 x 0.05,GCFR,Elevation,39.36244618543225,-0.25966805924366837
0.05 x 0.05,GCFR,Elevation,103.93593392104415,0.6855648506671208
0.05 x 0.05,GCFR,Elevation,170.03085812669062,1.6530686936224952
0.05 x 0.05,GCFR,Elevation,77.14975789013056,0.2934662355396664
0.05 x 0.05,GCFR,Elevation,382.05572982080054,4.756709111272705
0.05 x 0.05,GCFR,Elevation,277.9269065842669,3.2324614045908566
0.05 x 0.05,GCFR,Elevation,62.41938994403677,0.07784169602661722
0.05 x 0.05,GCFR,Elevation,140.28659613940803,1.2176693324093857
0.05 x 0.05,GCFR,Elevation,136.91747422843383,1.168351802577432
0.05 x 0.05,GCFR,Elevation,40.45240864143383,-0.24371308422051047
0.05 x 0.05,GCFR,Elevation,276.53479331626386,3.2120835169873936
0.05 x 0.05,GCFR,Elevation,335.3628577791899,4.073214369704902
0.05 x 0.05,GCFR,Elevation,229.06063083637804,2.517152171011911
0.05 x 0.05,GCFR,Elevation,67.53215240164256,0.15268280349896649
0.05 x 0.05,GCFR,Elevation,56.215911544405785,-0.012965416069607839
0.05 x 0.05,GCFR,Elevation,71.7228698065725,0.21402692701130294
0.05 x 0.05,GCFR,Elevation,18.46701359386047,-0.565537406633488
0.05 x 0.05,GCFR,Elevation,101.85294974546953,0.6550739284230264
0.05 x 0.05,GCFR,Elevation,61.346829826387996,0.06214145810218657
0.05 x 0.05,GCFR,Elevation,114.3602155230118,0.8381564850651386
0.05 x 0.05,GCFR,Elevation,78.61230235307983,0.31487510173329214
0.05 x 0.05,GCFR,Elevation,25.874068408120838,-0.45711222748537733
0.05 x 0.05,GCFR,Elevation,62.29284664345787,0.07598934304971668
0.05 x 0.05,GCFR,Elevation,334.18511621036686,4.055974475605027
0.05 x 0.05,GCFR,Elevation,93.2834551984731,0.5296328449200383
0.05 x 0.05,GCFR,Elevation,89.77529490475683,0.47828005789945816
0.05 x 0.05,GCFR,Elevation,49.902082468963044,-0.1053878519475564
0.05 x 0.05,GCFR,Elevation,74.24481340649518,0.2509433794313128
0.05 x 0.05,GCFR,Elevation,180.17287831236823,1.801528558323207
0.05 x 0.05,GCFR,Elevation,85.11147994469766,0.410010686976955
0.05 x 0.05,GCFR,Elevation,23.7833764220109,-0.487715977399725
0.05 x 0.05,GCFR,Elevation,78.59459205314754,0.31461585666341246
0.05 x 0.05,GCFR,Elevation,162.99998867794352,1.5501501519533119
0.05 x 0.05,GCFR,Elevation,113.82033319114878,0.8302536356845116
0.05 x 0.05,GCFR,Elevation,80.14263453760933,0.3372762511002823
0.05 x 0.05,GCFR,Elevation,72.2922349153476,0.2223613481095203
0.05 x 0.05,GCFR,Elevation,95.22537727436917,0.5580588866127952
0.05 x 0.05,GCFR,Elevation,118.79648995998112,0.9030950959759872
0.05 x 0.05,GCFR,Elevation,64.41534414991796,0.10705866522299033
0.05 x 0.05,GCFR,Elevation,42.564965592844764,-0.21278927284593652
0.05 x 0.05,GCFR,Elevation,93.6322013798959,0.5347378249891999
0.05 x 0.05,GCFR,Elevation,86.88367884005088,0.4359523044663812
0.05 x 0.05,GCFR,Elevation,48.65800594165136,-0.12359876353525444
0.05 x 0.05,GCFR,Elevation,156.97683318756256,1.4619826239063773
0.05 x 0.05,GCFR,Elevation,118.23833059637296,0.8949247056508208
0.05 x 0.05,GCFR,Elevation,26.14499181831962,-0.4531464246092239
0.05 x 0.05,GCFR,Elevation,196.01594451616663,2.033440881706458
0.05 x 0.05,GCFR,Elevation,139.4391417588192,1.205264213865063
0.05 x 0.05,GCFR,Elevation,39.90689637865988,-0.25169834507005673
0.05 x 0.05,GCFR,Elevation,101.80304733421328,0.6543434521384489
0.05 x 0.05,GCFR,Elevation,54.823447602134316,-0.033348436876663175
0.05 x 0.05,GCFR,Elevation,51.19401782007508,-0.08647637830456197
0.05 x 0.05,GCFR,Elevation,23.950630934035622,-0.4852676898030548
0.05 x 0.05,GCFR,Elevation,80.03798651956323,0.33574440337015654
0.05 x 0.05,GCFR,Elevation,137.91287990805162,1.1829226464342668
0.05 x 0.05,GCFR,Elevation,260.16900980810505,2.972519607543245
0.05 x 0.05,GCFR,Elevation,87.42531909911717,0.4438808865540996
0.05 x 0.05,GCFR,Elevation,128.9766791140879,1.0521136816992385
0.05 x 0.05,GCFR,Elevation,116.91263946119822,0.87551911160153
0.05 x 0.05,GCFR,Elevation,68.15431970746795,0.16179014822447613
0.05 x 0.05,GCFR,Elevation,15.629375040973418,-0.607075032068907
0.05 x 0.05,GCFR,Elevation,36.89587905726982,-0.2957739055561554
0.05 x 0.05,GCFR,Elevation,105.94856006277278,0.7150258652602588
0.05 x 0.05,GCFR,Elevation,92.08084747950424,0.5120289577281868
0.05 x 0.05,GCFR,Elevation,87.15497453431328,0.4399235568723822
0.05 x 0.05,GCFR,Elevation,51.38153283779386,-0.08373151548135493
0.05 x 0.05,GCFR,Elevation,67.49523055051881,0.15214233789921622
0.05 x 0.05,GCFR,Elevation,137.22317199036473,1.172826635751168
0.05 x 0.05,GCFR,Elevation,15.681782860082725,-0.606307881383759
0.05 x 0.05,GCFR,Elevation,120.38083672725277,0.9262869159883672
0.05 x 0.05,GCFR,Elevation,158.4642707006238,1.483755876956266
0.05 x 0.05,GCFR,Elevation,141.48183107498315,1.2351652960904311
0.05 x 0.05,GCFR,Elevation,52.847710752014734,-0.06226946247935144
0.05 x 0.05,GCFR,Elevation,21.82450734166446,-0.516390090969852
0.05 x 0.05,GCFR,Elevation,256.7595913101135,2.9226122124036924
0.05 x 0.05,GCFR,Elevation,272.12735898542485,3.147567070317561
0.05 x 0.05,GCFR,Elevation,44.73431473985858,-0.1810341318623793
0.05 x 0.05,GCFR,Elevation,42.72508482028722,-0.2104454322296795
0.05 x 0.05,GCFR,Elevation,23.59594268394713,-0.49045965044354245
0.05 x 0.05,GCFR,Elevation,178.51848333386351,1.777311365873009
0.05 x 0.05,GCFR,Elevation,31.590595577096874,-0.3734331542310558
0.05 x 0.05,GCFR,Elevation,121.42331507185743,0.9415468140323474
0.05 x 0.05,GCFR,Elevation,58.41954763239071,0.01929162044604074
0.05 x 0.05,GCFR,Elevation,39.54974921192692,-0.2569262995683424
0.05 x 0.05,GCFR,Elevation,23.380349756501193,-0.4936155204036767
0.05 x 0.05,GCFR,Elevation,71.57915639455653,0.21192323629555201
0.05 x 0.05,GCFR,Elevation,171.73213942335235,1.6779722124970613
0.05 x 0.05,GCFR,Elevation,99.34552976669728,0.6183700741630954
0.05 x 0.05,GCFR,Elevation,113.20768467705103,0.8212856279457293
0.05 x 0.05,GCFR,Elevation,224.2173325870548,2.4462555064780416
0.05 x 0.05,GCFR,Elevation,49.89578570834181,-0.10548002453376373
0.05 x 0.05,GCFR,Elevation,91.60339071192443,0.5050398997478608
0.05 x 0.05,GCFR,Elevation,99.35869878056866,0.618562843451836
0.05 x 0.05,GCFR,Elevation,24.17091846745316,-0.4820430997502164
0.05 x 0.05,GCFR,Elevation,255.02438824530174,2.897212143431832
0.05 x 0.05,GCFR,Elevation,35.3784793737973,-0.3179857477316778
0.05 x 0.05,GCFR,Elevation,105.45193133677196,0.7077561663128352
0.05 x 0.05,GCFR,Elevation,27.730838423146576,-0.42993264983078583
0.05 x 0.05,GCFR,Elevation,33.646124887282454,-0.3433441189410802
0.05 x 0.05,GCFR,Elevation,176.56083684141058,1.748655148661786
0.05 x 0.05,GCFR,Elevation,56.5136030550774,-0.008607779170080685
0.05 x 0.05,GCFR,Elevation,273.887949058803,3.17333875675694
0.05 x 0.05,GCFR,Elevation,83.6868030670516,0.38915613013075046
0.05 x 0.05,GCFR,Elevation,97.50050564339159,0.5913624339986313
0.05 x 0.05,GCFR,Elevation,108.99461304322418,0.7596142810857002
0.05 x 0.05,GCFR,Elevation,13.102590096822858,-0.6440623525502973
0.05 x 0.05,GCFR,Elevation,32.9862020783706,-0.3530041323437671
0.05 x 0.05,GCFR,Elevation,180.49279917233866,1.8062115905708866
0.05 x 0.05,GCFR,Elevation,54.83297504122049,-0.03320897330907181
0.05 x 0.05,GCFR,Elevation,88.45602939239133,0.458968522733448
0.05 x 0.05,GCFR,Elevation,24.511111693004125,-0.4770633186698438
0.05 x 0.05,GCFR,Elevation,218.8324264972357,2.367430734402598
0.05 x 0.05,GCFR,Elevation,77.28517159369882,0.29544843432672424
0.05 x 0.05,GCFR,Elevation,81.16833032975626,0.3522904845309417
0.05 x 0.05,GCFR,Elevation,174.02751821974206,1.7115721875819199
0.05 x 0.05,GCFR,Elevation,258.6159378647237,2.949785591404087
0.05 x 0.05,GCFR,Elevation,85.52276914453961,0.41603117775133014
0.05 x 0.05,GCFR,Elevation,122.03321659876448,0.950474611109033
0.05 x 0.05,GCFR,Elevation,129.19792781732895,1.055352341448187
0.05 x 0.05,GCFR,Elevation,110.89089734398323,0.7873722726466253
0.05 x 0.05,GCFR,Elevation,144.7218374613435,1.2825928204832318
0.05 x 0.05,GCFR,Elevation,102.81035131973238,0.6690884645388223
0.05 x 0.05,GCFR,Elevation,236.63409935084317,2.6280133298725876
0.05 x 0.05,GCFR,Elevation,31.48833852146127,-0.3749300028239814
0.05 x 0.05,GCFR,Elevation,87.1708165188158,0.44015545336171824
0.05 x 0.05,GCFR,Elevation,45.73933783883401,-0.16632250729810483
0.05 x 0.05,GCFR,Elevation,32.14488927439035,-0.3653193499003509
0.05 x 0.05,GCFR,Elevation,32.61193172867093,-0.35848273763745087
0.05 x 0.05,GCFR,Elevation,30.979986062168543,-0.38237131490433496
0.05 x 0.05,GCFR,Elevation,46.45809211300247,-0.15580131326155613
0.05 x 0.05,GCFR,Elevation,103.13180570090041,0.6737939446169483
0.05 x 0.05,GCFR,Elevation,187.47958961502965,1.9084848995196233
0.05 x 0.05,GCFR,Elevation,166.98656814816366,1.6085060847884005
0.05 x 0.05,GCFR,Elevation,36.14656909119639,-0.3067423767429167
0.05 x 0.05,GCFR,Elevation,373.72604719358003,4.634778417663619
0.05 x 0.05,GCFR,Elevation,59.53273195461061,0.035586519375260174
0.05 x 0.05,GCFR,Elevation,397.77300463091547,4.986780088164344
0.05 x 0.05,GCFR,Elevation,222.20133629362417,2.4167451592808913
0.05 x 0.05,GCFR,Elevation,111.7017186087523,0.7992411521262843
0.05 x 0.05,GCFR,Elevation,38.81483430441843,-0.2676840545064881
0.05 x 0.05,GCFR,Elevation,88.17845971714327,0.4549054311917312
0.05 x 0.05,GCFR,Elevation,86.71424872445364,0.43347217017584677
