Elevation_mean,MAP_mean,PDQ_mean,Surface T_mean,NDVI_mean,CEC_mean,Clay_mean,Soil C_mean,pH_mean,Elevation_sd,MAP_sd,PDQ_sd,Surface T_sd,NDVI_sd,CEC_sd,Clay_sd,Soil C_sd,pH_sd
0.2895507352941176,0.2891433823529412,0.2879698529411765,0.2867661764705882,0.2895507352941176,0.2889746323529412,0.2882852941176471,0.2864389705882353,0.2869308823529412,0.03572684572671985,0.035087368253155705,0.03437645818649031,0.035935486772208564,0.036718092829970204,0.03644051048308351,0.03566584015269227,0.03496023031610051,0.03600852967513495
