Elevation,MAP,PDQ,Surface T,NDVI,CEC,Clay,Soil C,pH
0.33125,0.30367647058823527,0.2952205882352941,0.3073529411764706,0.22720588235294117,0.3356617647058823,0.3209558823529412,0.2577205882352941,0.2536764705882353
0.2639705882352941,0.29301470588235295,0.25477941176470587,0.26948529411764705,0.32830882352941176,0.3224264705882353,0.2911764705882353,0.29044117647058826,0.2676470588235294
0.2511029411764706,0.33198529411764705,0.2529411764705882,0.2908088235294118,0.2801470588235294,0.35,0.35808823529411765,0.29191176470588237,0.3139705882352941
0.3246323529411765,0.3202205882352941,0.3411764705882353,0.28860294117647056,0.3805147058823529,0.27941176470588236,0.30330882352941174,0.35294117647058826,0.31985294117647056
0.2636029411764706,0.28602941176470587,0.25588235294117645,0.2797794117647059,0.30330882352941174,0.3238970588235294,0.31727941176470587,0.2783088235294118,0.3069852941176471
0.2426470588235294,0.21507352941176472,0.21213235294117647,0.3095588235294118,0.2639705882352941,0.31433823529411764,0.29816176470588235,0.3113970588235294,0.26286764705882354
0.28566176470588234,0.2838235294117647,0.20698529411764705,0.275,0.3176470588235294,0.2621323529411765,0.2761029411764706,0.3875,0.2702205882352941
0.2827205882352941,0.3003676470588235,0.3261029411764706,0.29669117647058824,0.29044117647058826,0.26948529411764705,0.3235294117647059,0.28125,0.27058823529411763
0.2650735294117647,0.29007352941176473,0.29375,0.25036764705882353,0.3003676470588235,0.24448529411764705,0.28051470588235294,0.2485294117647059,0.2584558823529412
0.25441176470588234,0.2867647058823529,0.3139705882352941,0.28161764705882353,0.3047794117647059,0.2908088235294118,0.23933823529411766,0.2713235294117647,0.31691176470588234
0.23566176470588235,0.21470588235294116,0.25882352941176473,0.22169117647058822,0.28860294117647056,0.2363970588235294,0.24889705882352942,0.3272058823529412,0.3735294117647059
0.25588235294117645,0.3588235294117647,0.2621323529411765,0.27095588235294116,0.27095588235294116,0.27058823529411763,0.2827205882352941,0.26801470588235293,0.29963235294117646
0.3422794117647059,0.29963235294117646,0.2713235294117647,0.22720588235294117,0.30073529411764705,0.3698529411764706,0.29448529411764707,0.225,0.29044117647058826
0.29963235294117646,0.22977941176470587,0.3408088235294118,0.33308823529411763,0.31727941176470587,0.28051470588235294,0.3099264705882353,0.32279411764705884,0.2731617647058823
0.26176470588235295,0.29191176470588237,0.3069852941176471,0.29963235294117646,0.32941176470588235,0.23897058823529413,0.21654411764705883,0.2985294117647059,0.3
0.25,0.28823529411764703,0.2878676470588235,0.3014705882352941,0.28308823529411764,0.28455882352941175,0.30514705882352944,0.29963235294117646,0.24375
0.2639705882352941,0.27941176470588236,0.3220588235294118,0.34595588235294117,0.2974264705882353,0.3202205882352941,0.26838235294117646,0.28198529411764706,0.2867647058823529
0.19852941176470587,0.26029411764705884,0.2636029411764706,0.29963235294117646,0.34338235294117647,0.26691176470588235,0.25036764705882353,0.2889705882352941,0.20772058823529413
0.2613970588235294,0.23198529411764707,0.26286764705882354,0.25588235294117645,0.30919117647058825,0.28713235294117645,0.4091911764705882,0.28051470588235294,0.28860294117647056
0.2746323529411765,0.27095588235294116,0.25,0.30772058823529413,0.2580882352941177,0.27205882352941174,0.2852941176470588,0.3011029411764706,0.3088235294117647
0.2974264705882353,0.2525735294117647,0.29191176470588237,0.22242647058823528,0.2713235294117647,0.24448529411764705,0.2863970588235294,0.2852941176470588,0.33786764705882355
0.28602941176470587,0.27941176470588236,0.2797794117647059,0.29191176470588237,0.2977941176470588,0.25698529411764703,0.29926470588235293,0.28455882352941175,0.34558823529411764
0.31176470588235294,0.2893382352941177,0.2926470588235294,0.26948529411764705,0.29191176470588237,0.2647058823529412,0.24963235294117647,0.24558823529411763,0.29411764705882354
0.2698529411764706,0.3352941176470588,0.3088235294117647,0.26948529411764705,0.28198529411764706,0.26801470588235293,0.2301470588235294,0.3327205882352941,0.25882352941176473
0.29301470588235295,0.2566176470588235,0.2514705882352941,0.25919117647058826,0.33088235294117646,0.2952205882352941,0.3411764705882353,0.3191176470588235,0.27941176470588236
0.2852941176470588,0.2783088235294118,0.20441176470588235,0.35919117647058824,0.24227941176470588,0.27426470588235297,0.32941176470588235,0.31323529411764706,0.28713235294117645
0.27389705882352944,0.3371323529411765,0.3382352941176471,0.3628676470588235,0.31470588235294117,0.28566176470588234,0.32426470588235295,0.30073529411764705,0.36617647058823527
0.30808823529411766,0.28566176470588234,0.22169117647058822,0.3150735294117647,0.22830882352941176,0.3286764705882353,0.2647058823529412,0.2893382352941177,0.29301470588235295
0.3301470588235294,0.23786764705882352,0.26580882352941176,0.2985294117647059,0.23051470588235295,0.2716911764705882,0.325,0.27536764705882355,0.32794117647058824
0.31985294117647056,0.3356617647058823,0.3224264705882353,0.3025735294117647,0.32683823529411765,0.2775735294117647,0.2746323529411765,0.24338235294117647,0.27683823529411766
0.2713235294117647,0.30551470588235297,0.2849264705882353,0.3356617647058823,0.28345588235294117,0.3786764705882353,0.3180147058823529,0.28713235294117645,0.2757352941176471
0.35294117647058826,0.2908088235294118,0.3297794117647059,0.3452205882352941,0.2639705882352941,0.27683823529411766,0.2988970588235294,0.2551470588235294,0.31985294117647056
0.2599264705882353,0.27941176470588236,0.24816176470588236,0.31691176470588234,0.2691176470588235,0.2323529411764706,0.2775735294117647,0.32132352941176473,0.25183823529411764
