Elevation_mean,MAP_mean,PDQ_mean,Surface T_mean,NDVI_mean,CEC_mean,Clay_mean,Soil C_mean,pH_mean,Elevation_sd,MAP_sd,PDQ_sd,Surface T_sd,NDVI_sd,CEC_sd,Clay_sd,Soil C_sd,pH_sd
0.2848577205882353,0.28448970588235295,0.2833669117647059,0.2839801470588235,0.28406764705882354,0.2854330882352941,0.28468529411764704,0.2884044117647059,0.2855154411764706,0.04593540294878647,0.04454810683202067,0.044935589142642125,0.04406339975696285,0.046387775201499934,0.04581888269886284,0.0446066293746752,0.046379338284016754,0.04490778954178799
