region,hdgc,lon,lat,n_QDS,CEC_mean_value,CEC_roughness,Clay_mean_value,Clay_roughness,Elevation_mean_value,Elevation_roughness,MAP_mean_value,MAP_roughness,NDVI_mean_value,NDVI_roughness,PDQ_mean_value,PDQ_roughness,pH_mean_value,pH_roughness,Soil.C_mean_value,Soil.C_roughness,Surface.T_mean_value,Surface.T_roughness,PC1,PC2,HDS_richness,mean_QDS_richness,mean_QDS_turnover,add_turnover,add_turnover_prop,mul_turnover
GCFR,E020S32D,20.75,-32.75,4,16.50910711288452,1.6958688100179036,21.184579372406006,1.3959239323933919,1267.7092895507812,308.6708984375,216.3127784729004,37.512219746907554,22839003,7477040.666666666,33.094886779785156,5.730600992838541,64.99480152130127,3.7191727956136065,50.2881441116333,10.647104263305664,299.7594757080078,1.454010009765625,1.837826137746495,0.22952817693333005,380,123.5,0.901260320166598,256.5,0.675,3.076923076923077
GCFR,E020S33A,20.25,-33.25,4,13.403140306472778,2.222907861073812,21.70773410797119,1.6015822092692056,856.9589385986328,148.10244750976562,236.09077835083008,48.56974538167317,23209188.5,1415801,38.06322193145752,6.187032699584961,67.07785415649414,2.9111429850260415,38.15772581100464,11.495793342590332,300.0644073486328,3.102549235026042,1.3799167843016837,0.43196318690135294,653,215,0.886457043936862,438,0.6707503828483921,3.0372093023255813
GCFR,E020S33B,20.75,-33.25,4,13.064962148666382,1.9629658063252768,23.02934169769287,1.0288410186767578,838.9470367431641,180.78221638997394,187.4987564086914,77.74756876627605,18777156.5,4228925.666666666,35.02290391921997,13.8742036819458,68.32401657104492,3.9883626302083335,36.5917854309082,12.188213348388672,300.95521545410156,3.14617919921875,2.279630648658109,1.2063881772161915,1215,453.5,0.838202486350313,761.5,0.6267489711934157,2.679162072767365
GCFR,E020S33C,20.25,-33.75,4,14.133994579315186,3.4142236709594727,26.377856731414795,2.8597841262817383,672.479736328125,441.51146443684894,326.59529876708984,97.54889424641927,30415761.5,13099801.666666668,55.77452087402344,32.064135233561196,62.56355953216553,5.784953435262044,63.75108623504639,23.16099484761556,298.9553451538086,3.2512664794921875,4.330836066379164,0.6678945047092569,1467,466.75,0.903097732602443,1000.25,0.6818336741649625,3.143010176754151
GCFR,E020S33D,20.75,-33.75,4,12.486185550689697,3.289758046468099,27.098477840423584,1.1260271072387695,580.4197235107422,172.83161417643228,357.3397560119629,139.1792729695638,25086167,8258883.333333333,71.9473123550415,24.22916475931803,64.61534309387207,4.605805714925131,51.903242111206055,22.89080301920573,301.1273651123047,2.5284627278645835,3.354795437226819,1.3960157638512327,1893,685.5,0.848727900750127,1207.5,0.6378763866877971,2.761487964989059
GCFR,E020S34A,20.25,-34.25,4,12.798206090927124,2.0507715543111167,29.590786933898926,1.7677408854166665,137.44246864318848,17.640941619873047,443.1365966796875,100.70652262369791,39588184,4964380,82.51289749145508,32.340352376302086,61.392273902893066,1.9042199452718098,60.94853401184082,12.747974395751953,299.7650451660156,1.264495849609375,1.4156332545800367,1.6677212503442207,1906,675.75,0.860960782382811,1230.25,0.6454616998950682,2.820569737328894
GCFR,E021S33A,21.25,-33.25,4,13.532052278518677,2.646323362986247,23.571531772613525,1.5200153986612954,930.9771575927734,360.4728291829427,269.0274848937988,118.59412892659505,20492032.5,8237455,50.54686260223389,19.529133478800453,66.52823829650879,5.59671147664388,67.44808673858643,31.086926142374676,300.19596099853516,5.2979075113932295,3.9974528356245465,0.9449727235926849,1004,302.75,0.964917864503695,701.25,0.6984561752988048,3.3162675474814205
GCFR,E021S33B,21.75,-33.25,4,13.717305183410645,4.8904924392700195,23.960785388946533,2.0849281946818037,719.2019119262695,418.1294809977214,279.1429748535156,200.332763671875,23054882,16064775.666666668,44.813382625579834,23.990672747294106,66.13920021057129,9.388114929199219,57.90986442565918,48.755388259887695,300.6371536254883,8.0962982177734375,5.448724852574156,0.639649818377497,408,104.25,0.996216509473501,303.75,0.7444852941176471,3.9136690647482015
GCFR,E021S33C,21.25,-33.75,4,11.278785943984985,3.87741486231486,28.109726905822754,0.7288653055826823,483.7131805419922,263.26991780598956,329.9969062805176,57.08898162841797,26387658.5,8827412.333333334,63.548171043395996,12.049516677856445,64.23144149780273,4.3244476318359375,49.95126438140869,25.302770614624023,300.0922546386719,3.055267333984375,3.0627345634234544,0.8360551927578503,1681,600,0.857752710102162,1081,0.6430696014277216,2.8016666666666667
GCFR,E021S33D,21.75,-33.75,4,11.947546005249023,2.300879796346029,27.996724605560303,0.9927186965942383,366.1904640197754,244.2628606160482,337.9513931274414,123.36559549967448,35800556,9184673.333333334,66.81960582733154,20.890438715616863,61.412546157836914,4.321706136067708,61.80226707458496,32.857666015625,299.7454605102539,3.100163777669271,3.466726010099592,1.3802313267785842,906,284.75,0.921890759851809,621.25,0.6857064017660044,3.1817383669885864
