region,hdgc,CEC,Clay,Elevation,MAP,NDVI,PDQ,pH,Soil.C,Surface.T
GCFR,E016S28D,2.069844881693522,2.333462715148926,200.28781127929688,22.017735799153645,6963253.333333333,0.21341641743977866,6.8877309163411455,16.24414825439453,1.1282145182291667
GCFR,E017S28C,0.1843128204345703,7.4741566975911455,151.02518717447916,11.326004028320312,6026836,1.0313123067220051,5.97802734375,17.4597905476888,1.59185791015625
GCFR,E017S29A,3.0380707581837973,1.041640361150106,102.08055623372395,30.218585968017578,3256612.5,2.621235688527425,3.5196431477864585,7.7395830154418945,0.5026804606119791
GCFR,E017S29B,1.6506078243255615,5.324093500773111,119.35129801432292,41.62565358479818,3896503,2.3150013287862143,6.575469970703125,10.351224899291992,1.211888631184896
GCFR,E017S29C,2.4723358154296875,1.7400436401367188,128.03784688313803,16.392654418945312,992338.6666666666,4.694831848144531,1.103851318359375,9.794397989908854,2.5961100260416665
GCFR,E017S29D,2.624351978302002,2.7185484568277998,268.4828135172526,12.721972147623697,3531579.3333333335,3.2136494318644204,1.8246625264485676,5.306620915730795,0.9347941080729166
GCFR,E017S30A,1.0016098022460938,4.283856391906738,12.502845764160156,28.108993530273438,2130616,7.635463714599609,7.1745758056640625,0.3554058074951172,1.932586669921875
GCFR,E017S30B,3.635583241780599,5.216769854227702,304.4694239298502,14.844754536946615,3416239,1.9901582400004068,1.5397198994954429,10.872950871785482,2.5070343017578125
GCFR,E017S30D,2.607019106547038,2.374787966410319,127.99416605631511,19.191167195638023,1928590,12.637083371480305,5.2859954833984375,6.721000671386719,3.1039632161458335
GCFR,E018S29A,0.5401589870452881,1.5471031665802002,176.60134887695312,32.9215342203776,1682671.5,2.076723257700602,3.762530008951823,5.86149263381958,2.0299224853515625
GCFR,E018S29B,2.0144495964050293,0.13616466522216797,162.9556884765625,1.6967239379882812,1279161,3.458646774291992,3.8396759033203125,25.911128997802734,0.031646728515625
