region,qdgc,CEC,Clay,Elevation,MAP,NDVI,PDQ,pH,Soil.C,Surface.T
GCFR,E016S28BD,2.2474800745646157,2.381517251332601,132.77874755859375,30.747116088867188,1934218,0.6529595057169596,8.9681854248046875,11.834732055664062,3.1848551432291665
GCFR,E016S28DA,1.9803895950317383,3.488077759742737,66.693267822265625,24.140607198079426,4663390.666666667,1.3686384359995525,1.797692616780599,12.16978677113851,2.1467386881510415
GCFR,E016S28DB,1.20879069964091,2.4652237494786577,110.07875569661459,22.66150792439779,2167997,0.5751117865244547,4.514892578125,11.040817896525065,0.7999521891276042
GCFR,E016S28DD,2.8026041587193804,1.229481856028239,55.79783884684245,3.3945592244466147,1968229.3333333333,1.2139898141225178,5.007957458496094,3.5875511169433594,0.8410186767578125
GCFR,E016S29BB,0.7346178690592448,2.6383158365885415,124.61257934570312,12.952489217122396,3285976,5.7703908284505205,2.2802098592122397,8.397642771402994,2.36212158203125
GCFR,E017S28AA,3.538243293762207,2.376296043395996,293.3316192626953,6.544952392578125,3558388,2.164175033569336,5.947883605957031,0.42087554931640625,2.4765625
GCFR,E017S28AC,1.0010480880737305,6.241907993952434,279.00026448567706,42.066536585489914,6182584.333333333,2.1779767672220864,4.6191864013671875,11.756516774495442,4.150705973307291
GCFR,E017S28CA,1.3743936220804849,4.580521742502848,285.30687967936194,26.307957967122395,3833532.1666666665,1.3815902868906658,4.189776102701823,10.341216405232748,2.285090128580729
GCFR,E017S28CC,0.47988804181416833,6.890208880106608,215.46717834472656,8.31411616007487,5098555,1.2771655718485515,4.120050430297852,12.822394053141277,0.86328125
GCFR,E017S28CD,1.8195063273111978,2.30691925684611,101.19579060872395,17.013362884521484,5153247.5,2.0734179814656573,5.206544876098633,13.574411074320476,2.395696004231771
GCFR,E017S28DC,3.867518901824951,0.6838240623474121,57.5147705078125,17.44110107421875,253339,2.4736223220825195,3.5366592407226562,5.04649543762207,0.80621337890625
GCFR,E017S28DD,5.070266485214233,5.6029181480407715,77.87884521484375,3.3344879150390625,1832293,0.40645694732666016,13.573165893554688,6.708391189575195,4.431640625
GCFR,E017S29AA,2.4512677987416587,1.0966184933980307,94.57086690266927,19.676793416341145,1811032,0.9097983042399088,5.128252665201823,28.012311299641926,0.763458251953125
GCFR,E017S29AB,2.7153149445851645,2.135775089263916,121.78224182128906,2.243481953938802,3199183.5,0.9681375821431478,6.518805185953776,14.005349159240723,0.7281697591145833
GCFR,E017S29AC,3.8513331413269043,1.1114166577657063,40.34999338785807,10.13882319132487,1069704.3333333333,1.8226497968037922,2.888548533121745,10.509539922078451,1.4753316243489585
GCFR,E017S29AD,1.78091828028361,1.1398999691009521,66.17948404947916,16.37757110595703,940481.6666666666,0.4846037228902181,3.9156812032063804,6.036694844563803,1.3075968424479167
GCFR,E017S29BA,1.6038105487823486,4.795881430308024,161.15110270182294,34.248741149902344,3410233,3.245838801066081,4.344666798909505,13.59167766571045,1.4798329671223958
GCFR,E017S29BB,1.3304003874460855,1.1368461449941,81.09337361653647,23.687644958496094,1168451.5,1.03767728805542,5.410799662272136,20.201977729797363,2.5063120524088545
GCFR,E017S29BC,2.0024614334106445,1.9076469739278157,198.83783467610678,21.868932088216148,3299860,1.856191635131836,1.8575553894042969,3.7557303110758467,1.1015726725260415
GCFR,E017S29BD,1.5439387957255046,1.276532014211019,98.3096211751302,17.440582275390625,1103490.8333333333,1.1583062807718914,1.6868108113606772,14.48689079284668,0.7386830647786458
GCFR,E017S29CA,0.6962903340657552,2.162181854248047,22.798614501953125,11.645919799804688,4028701.3333333335,6.064786275227864,4.8797861735026045,2.127009709676107,1.4208577473958333
GCFR,E017S29CB,4.173043966293335,0.38617992401123047,63.92494837443034,7.075920104980469,2471071.3333333335,2.6758759816487627,4.642721811930338,8.614964803059896,1.0199686686197917
GCFR,E017S29CC,1.3585548400878906,1.882232666015625,43.333587646484375,31.065704345703125,333400,5.897947311401367,4.690643310546875,0.25711631774902344,1.156951904296875
GCFR,E017S29CD,1.7220350901285808,2.156998634338379,32.38099161783854,12.986895243326822,576261,0.9950984319051107,3.613595326741536,7.638140678405762,0.9091847737630209
GCFR,E017S29DA,0.933140754699707,2.7383664449055987,215.85020446777344,16.425211588541668,5877568.666666667,2.4876650174458823,1.5769271850585938,8.855117162068685,1.647059122721354
GCFR,E017S29DB,0.3985883394877116,0.7884017626444498,93.51114908854167,7.808214823404947,1583934.6666666667,0.8288569450378418,1.3379961649576821,6.476462682088217,0.15391031901041666
GCFR,E017S29DC,1.4648749033610027,2.3344205220540366,95.57773335774739,13.566744486490885,1117323.3333333333,1.2972489992777505,0.43512598673502606,5.394715627034505,0.9750264485677083
GCFR,E017S29DD,0.9820003509521484,3.1939469973246255,108.50096638997395,3.296478271484375,2913233,0.7583338419596355,0.9083582560221355,5.23541514078776,0.49446614583333337
GCFR,E017S30AB,1.3369547526041667,1.5001757939656575,27.14608637491862,10.514806111653646,1748404,2.2302042643229165,2.5605341593424478,2.2770379384358725,1.1324208577473958
GCFR,E017S30AD,0.7206827799479166,1.8160146077473958,47.38391621907552,18.681243896484375,1406797.3333333333,8.777940114339193,4.564267476399739,5.481820424397786,1.8136189778645833
GCFR,E017S30BA,2.4449170430501304,2.2218546867370605,102.588742574056,8.294591267903645,1878431,0.9757091204325359,1.3567708333333333,12.683018366495768,1.63232421875
GCFR,E017S30BB,2.087011019388835,2.9507397015889487,99.35560099283855,16.778783162434895,2343475,1.642753760019938,1.8036886850992837,12.426944096883139,1.469879150390625
GCFR,E017S30BC,1.7249402205149333,1.5976775487263997,120.02493794759114,18.46887715657552,2068369.3333333335,0.7942927678426106,1.4065221150716145,9.235827763875324,0.47503662109375
GCFR,E017S30BD,2.2173291842142744,3.261019706726074,221.76029459635416,31.749267578125,3366712,1.1338003476460774,1.2265332539876301,11.12565549214681,1.5758514404296875
GCFR,E017S30DA,3.461580514907837,2.0365211168924966,15.8642578125,8.308957417805988,1861653,2.6413070360819497,0.5473454793294271,4.532101631164551,1.6339111328125
GCFR,E017S30DB,0.883999506632487,1.3572904268900552,92.4365005493164,12.460044860839844,456090.3333333334,1.18696657816569,0.32437006632486975,6.282403945922852,0.6565093994140625
GCFR,E017S30DC,2.5845227241516113,0.6475677490234375,67.40752410888672,15.846817016601562,2032684,5.292125701904297,6.459236145019531,1.142242431640625,1.841033935546875
GCFR,E017S30DD,1.8297775586446126,0.9275172551472981,43.20989227294922,7.270540873209636,2499636.3333333335,2.839379151662191,1.8946723937988281,4.577393849690755,0.8309224446614584
GCFR,E017S31BB,1.8967278798421223,0.8395233154296875,107.68680572509766,19.189208984375,3010582.6666666665,2.1099840799967446,1.3152974446614583,8.025507609049479,0.8154296875
GCFR,E018S29AA,0.6779469648996989,0.7516028086344401,149.29537963867188,23.879198710123696,625506.5,0.8256400426228842,3.353014628092448,7.837229490280151,2.10302734375
GCFR,E018S29AB,0.8909250895182291,0.33683141072591144,79.97334798177083,7.985148111979167,803211.3333333334,1.4007066090901692,2.050654093424479,3.6543896993001304,1.4676106770833333
GCFR,E018S29AC,0.9132165908813477,1.5530025164286296,79.91246541341145,12.301233927408854,682162.1666666666,0.6054766972859701,2.538735707600911,6.017837206522624,1.1796722412109375
GCFR,E018S29AD,1.15204652150472,1.3528941472371419,47.453938802083336,18.55731201171875,2105849.3333333335,0.8624146779378256,2.2905120849609375,6.396288553873698,1.099365234375
GCFR,E018S29BA,0.463318665822347,0.5702982743581136,49.80951944986979,15.704453786214193,1411713.6666666667,1.330307960510254,0.38973363240559894,7.558706045150757,0.33438618977864587
GCFR,E018S29BB,1.3785653114318848,1.6110115051269531,54.09454345703125,4.6043701171875,1097497,0.10205268859863281,3.2900238037109375,24.997343063354492,1.344146728515625
GCFR,E018S29CA,1.7183825174967449,1.8256281216939292,42.50240071614583,19.433189392089844,766641.3333333334,1.4984753926595051,3.4406089782714844,8.332758585611979,1.3444722493489583
GCFR,E018S29CB,0.7651114463806152,0.7611640294392904,23.42237345377604,10.910092671712238,623099.6666666666,1.1591482162475586,2.8309529622395835,4.211936155954996,0.8505350748697917
GCFR,E018S29CC,1.0338447093963623,1.1104790369669595,87.81221516927084,9.830434163411457,1178254.8333333333,1.2781492869059246,1.1197967529296875,5.952947298685709,0.7555033365885416
GCFR,E018S29CD,0.658779223759969,0.8463538487752279,50.72467041015625,5.653760274251302,833173.1666666666,1.7264115015665689,1.6860707600911458,6.7612851460774746,0.548309326171875
GCFR,E018S30AA,1.7149006525675454,1.785837173461914,70.7791239420573,6.118288675944011,2319727.6666666665,1.1170368194580078,1.1721026102701824,4.479846954345703,0.7751210530598958
GCFR,E018S30AB,0.46339988708496094,0.7518293062845866,51.1405029296875,14.802637736002605,816865.5,1.8956313133239746,0.9569651285807292,9.430911382039387,0.7315724690755209
GCFR,E018S30AC,1.4520629247029624,1.195857365926107,90.64265950520833,26.461898803710938,4690634,2.717494487762451,1.3179912567138672,9.56293805440267,0.6455179850260417
GCFR,E018S30AD,0.40560976664225257,2.736047426859538,60.109130859375,18.996205647786457,3115350.6666666665,0.7847426732381185,2.543482462565104,13.567385037740072,0.9066111246744792
GCFR,E018S30BA,1.451536019643148,1.3216425577799478,15.605377197265625,3.860570271809896,1735895.8333333333,1.8561569849650066,3.044679005940755,1.864610989888509,0.37861124674479163
GCFR,E018S30BB,1.2213586171468098,2.4507139523824053,15.885732014973957,7.543434143066406,608052,0.8725191752115885,3.3182169596354165,4.659550348917643,0.43798828125
GCFR,E018S30BC,1.1675693988800049,0.34720420837402344,42.88984171549479,8.834147135416666,1498343,1.8766183853149414,2.138688405354818,5.377651850382487,0.8428497314453125
