model,AICc,delta_AICc,akaike_weights
non_elev,2179.351351718151,0,0.9986678313471391
full,2192.5905798018284,13.239228083677517,0.001332168652860957
elev,2267.2975259616533,87.94617424350236,7.982739763931775e-20
null,3099.3732813413963,920.0219296232453,1.656522839400154e-200
