model,AICc,delta_AICc,akaike_weights
full,2192.5905798018284,0,0.9299541546145458
soil,2197.7626279174583,5.172048115629877,0.07004313251002735
non_soil,2218.080342706446,25.48976290461769,2.712875426825053e-6
null,3099.3732813413963,906.7827015395678,1.1563778305439853e-197
