region,rank,richness,avg_QDS_richness,avg_QDS_turnover,HDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH,rank,richness,avg_QDS_richness,avg_QDS_turnover,HDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH,rank,richness,avg_QDS_richness,avg_QDS_turnover,HDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH
GCFR,species,434,200.5,0.9174506913530105,cell_278,863.1261730911776,204.8903634042219,24.268879344624377,303.58486003838703,20829377.994031683,13.848196063083389,23.20782818568587,52.04580603349846,67.73415475593183,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,207,200.5,0.7421210846391926,cell_278,863.1261730911776,204.8903634042219,24.268879344624377,303.58486003838703,20829377.994031683,13.848196063083389,23.20782818568587,52.04580603349846,67.73415475593183,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,62,200.5,0.5791323107229237,cell_278,863.1261730911776,204.8903634042219,24.268879344624377,303.58486003838703,20829377.994031683,13.848196063083389,23.20782818568587,52.04580603349846,67.73415475593183,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,325,190.66666666666666,0.9479163702000495,cell_279,1175.5507576654106,196.16484582034045,32.86977935649961,303.03912934531024,17420821.58756183,13.434756931175164,21.311172541733605,42.88468303559724,67.30230309632694,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,171,190.66666666666666,0.8204687824253041,cell_279,1175.5507576654106,196.16484582034045,32.86977935649961,303.03912934531024,17420821.58756183,13.434756931175164,21.311172541733605,42.88468303559724,67.30230309632694,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,51,190.66666666666666,0.7203332615097321,cell_279,1175.5507576654106,196.16484582034045,32.86977935649961,303.03912934531024,17420821.58756183,13.434756931175164,21.311172541733605,42.88468303559724,67.30230309632694,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1633,1521.25,0.8332111951995821,cell_306,348.6580619223861,275.0865426577926,20.162066884124506,301.26492302170595,31210229.40127106,10.484388872915217,20.587821186376416,55.88904415042925,63.06040232094727,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,426,1521.25,0.6221893658608577,cell_306,348.6580619223861,275.0865426577926,20.162066884124506,301.26492302170595,31210229.40127106,10.484388872915217,20.587821186376416,55.88904415042925,63.06040232094727,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,94,1521.25,0.4661721212087181,cell_306,348.6580619223861,275.0865426577926,20.162066884124506,301.26492302170595,31210229.40127106,10.484388872915217,20.587821186376416,55.88904415042925,63.06040232094727,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,2028,2611.75,0.8449832792489087,cell_307,606.5759283607221,259.88235898781954,20.491439111462928,301.5194802405712,24498294.768963136,12.306445396631492,19.907221647283503,56.905062091584966,65.82661125940113,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,463,2611.75,0.6187510744219704,cell_307,606.5759283607221,259.88235898781954,20.491439111462928,301.5194802405712,24498294.768963136,12.306445396631492,19.907221647283503,56.905062091584966,65.82661125940113,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,97,2611.75,0.4491810317257848,cell_307,606.5759283607221,259.88235898781954,20.491439111462928,301.5194802405712,24498294.768963136,12.306445396631492,19.907221647283503,56.905062091584966,65.82661125940113,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,421,291.75,0.7167849726228804,cell_308,555.1898740894329,181.9752618736546,14.866046859026719,305.70101172206927,15528054.12945924,12.114266682281627,20.082960879143148,49.33190095986083,69.81280924034381,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,215,291.75,0.54358422143031,cell_308,555.1898740894329,181.9752618736546,14.866046859026719,305.70101172206927,15528054.12945924,12.114266682281627,20.082960879143148,49.33190095986083,69.81280924034381,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,54,291.75,0.3659069332929354,cell_308,555.1898740894329,181.9752618736546,14.866046859026719,305.70101172206927,15528054.12945924,12.114266682281627,20.082960879143148,49.33190095986083,69.81280924034381,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,740,576.5,0.8330031586644513,cell_309,1001.5519618260408,213.24547009008413,26.633289246809902,302.4322648106584,21587360.188138474,13.189210428885026,21.03668233262897,49.56822807658854,66.55164274234204,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,270,576.5,0.6070386544148325,cell_309,1001.5519618260408,213.24547009008413,26.633289246809902,302.4322648106584,21587360.188138474,13.189210428885026,21.03668233262897,49.56822807658854,66.55164274234204,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,66,576.5,0.4120344341274574,cell_309,1001.5519618260408,213.24547009008413,26.633289246809902,302.4322648106584,21587360.188138474,13.189210428885026,21.03668233262897,49.56822807658854,66.55164274234204,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,255,162.66666666666666,0.9509710564141229,cell_310,1461.2381719041337,220.54119499190654,36.7377665537626,300.1000294280828,19027990.259575706,15.577830784420597,22.236045470019572,44.60716888854224,65.49992045700623,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,135,162.66666666666666,0.8419510994666979,cell_310,1461.2381719041337,220.54119499190654,36.7377665537626,300.1000294280828,19027990.259575706,15.577830784420597,22.236045470019572,44.60716888854224,65.49992045700623,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,34,162.66666666666666,0.6031887502475738,cell_310,1461.2381719041337,220.54119499190654,36.7377665537626,300.1000294280828,19027990.259575706,15.577830784420597,22.236045470019572,44.60716888854224,65.49992045700623,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,92,70.5,0.8586956521739131,cell_311,1445.9039051734032,208.70330528116767,20.973973857869847,300.4747419839053,17366362.96931471,16.1146594632649,21.854059816229338,42.57240902291265,66.67650154119464,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,74,70.5,0.7837837837837838,cell_311,1445.9039051734032,208.70330528116767,20.973973857869847,300.4747419839053,17366362.96931471,16.1146594632649,21.854059816229338,42.57240902291265,66.67650154119464,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,25,70.5,0.56,cell_311,1445.9039051734032,208.70330528116767,20.973973857869847,300.4747419839053,17366362.96931471,16.1146594632649,21.854059816229338,42.57240902291265,66.67650154119464,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,598,438,0.8636410600094944,cell_335,83.37796397792211,293.015579162273,23.68949724510541,301.00379488022327,34740230.22750137,10.481299342022467,19.371406538522546,48.93372612830235,59.03734240572897,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,284,438,0.6888168508024776,cell_335,83.37796397792211,293.015579162273,23.68949724510541,301.00379488022327,34740230.22750137,10.481299342022467,19.371406538522546,48.93372612830235,59.03734240572897,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,71,438,0.4700801114594218,cell_335,83.37796397792211,293.015579162273,23.68949724510541,301.00379488022327,34740230.22750137,10.481299342022467,19.371406538522546,48.93372612830235,59.03734240572897,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1407,1218.25,0.7772333574596462,cell_336,279.94686588965425,371.8835992976638,31.04035800031727,300.8038837506351,36300430.79818165,10.977087931178035,20.55796744098833,52.77473705013068,61.0106748013187,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,371,1218.25,0.524894857083894,cell_336,279.94686588965425,371.8835992976638,31.04035800031727,300.8038837506351,36300430.79818165,10.977087931178035,20.55796744098833,52.77473705013068,61.0106748013187,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,88,1218.25,0.3932429087607356,cell_336,279.94686588965425,371.8835992976638,31.04035800031727,300.8038837506351,36300430.79818165,10.977087931178035,20.55796744098833,52.77473705013068,61.0106748013187,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1900,1900.25,0.7828101771886637,cell_337,809.7278922225825,355.63055350656356,34.69609912641421,299.02543181049543,29499100.994948972,13.675586968892016,20.769834416320712,60.41598598384,62.77508218367275,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,450,1900.25,0.5295351820881994,cell_337,809.7278922225825,355.63055350656356,34.69609912641421,299.02543181049543,29499100.994948972,13.675586968892016,20.769834416320712,60.41598598384,62.77508218367275,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,98,1900.25,0.3840007879803137,cell_337,809.7278922225825,355.63055350656356,34.69609912641421,299.02543181049543,29499100.994948972,13.675586968892016,20.769834416320712,60.41598598384,62.77508218367275,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1022,649.5,0.9455617392798008,cell_338,656.085663063469,223.78932702530372,24.145311051336762,304.10046065929293,17196255.28847927,11.137857356570763,19.398522565612303,43.16685534984374,68.77049937071624,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,336,649.5,0.821028495334483,cell_338,656.085663063469,223.78932702530372,24.145311051336762,304.10046065929293,17196255.28847927,11.137857356570763,19.398522565612303,43.16685534984374,68.77049937071624,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,78,649.5,0.6140108189286101,cell_338,656.085663063469,223.78932702530372,24.145311051336762,304.10046065929293,17196255.28847927,11.137857356570763,19.398522565612303,43.16685534984374,68.77049937071624,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,232,89.5,0.9386276743044751,cell_339,865.3025778148386,212.66791620783624,26.435157328731393,302.4611164516823,23371139.942682993,12.623696856356275,21.05278683232019,45.42931083520181,66.75303629479961,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,124,89.5,0.7959098951410579,cell_339,865.3025778148386,212.66791620783624,26.435157328731393,302.4611164516823,23371139.942682993,12.623696856356275,21.05278683232019,45.42931083520181,66.75303629479961,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,35,89.5,0.6067868198110133,cell_339,865.3025778148386,212.66791620783624,26.435157328731393,302.4611164516823,23371139.942682993,12.623696856356275,21.05278683232019,45.42931083520181,66.75303629479961,NA,NA,NA,NA,NA,NA,NA,NA,NA
