model,AICc,delta_AICc,akaike_weights
non_elev,828.286581641989,0,0.9293731860862819
full,833.4407826271593,5.1542009851702915,0.0706268139137182
elev,970.1924602321974,141.90587859020843,1.4246891850635753e-31
null,27172.20753163776,26343.920949995772,0
