model,AICc,delta_AICc,akaike_weights
non_elev,1364.2579477282118,0,0.971238091547671
elev,1371.2971050385615,7.039157310349765,0.028760214338270217
full,1390.7789055249118,26.52095779670003,1.6918930014725273e-6
null,1404.05014544703,39.792197718818215,2.2210572898675972e-9
