model,AICc,delta_AICc,akaike_weights
full,833.4407826271593,0,0.7751279356121427
soil,835.9193474127613,2.4785647856020887,0.22447081554008447
non_soil,848.5731857673093,15.132403140150018,4.012488477727793e-4
null,27172.20753163776,26338.7667490106,0
