model,AICc,delta_AICc,akaike_weights
abs,826.4658793182454,0,0.6935617086858253
non_elev,828.286581641989,1.8207023237436033,0.2790773700673743
full,833.4407826271593,6.974903308913895,0.021208214071982524
soil,835.9193474127613,9.453468094515983,0.006141728210488245
non_soil,848.5731857673093,22.107306449063913,1.0978537953197365e-5
rough,868.8854462852197,42.419566966974344,4.2637641984780834e-10
elev,970.1924602321974,143.72658091395203,4.2781362415384e-32
null,27172.20753163776,26345.741652319513,0
