model,AICc,delta_AICc,akaike_weights
abs,1286.2744584245029,0,0.9999999999945888
rough,1338.1595849576893,51.885126533186394,5.411129490401197e-12
full,1390.7789055249118,104.50444710040892,2.0283721780771982e-23
null,1404.05014544703,117.77568702252711,2.662775251603954e-26
