region,Elevation,MAP,PDQ,Surface.T,NDVI,CEC,Clay,Soil.C,pH
GCFR,178.7473602294922,11.411811828613281,1.0627195358276367,2.736798095703125,3714603,2.127261161804199,2.3090328693389894,10.751850891113282,2.9129493713378904
GCFR,148.13673210144043,13.923026084899902,0.8395211696624756,2.1915130615234375,3291176.375,2.045860171318054,2.0324147045612335,4.693525791168213,5.2644944190979
GCFR,128.5710105895996,11.85272216796875,1.0442867875099182,2.2119598388671875,3536644,2.258982002735138,3.043574869632721,5.012234687805176,4.191329479217529
GCFR,83.73184967041016,12.138705730438232,1.433880627155304,2.0140342712402344,2765125.875,2.7284480929374695,2.0777297616004944,7.335039138793945,6.605024337768555
GCFR,100.50761222839355,6.2356696128845215,1.4817823767662048,1.0255928039550781,1713022.125,2.8693124651908875,1.3530543446540833,3.6743483543395996,3.3065929412841797
GCFR,62.28927866617838,8.337944666544596,0.8505187034606934,1.8216044108072917,839588.3333333334,1.7229194641113281,1.6832936604817708,2.3435084025065103,2.796218236287435
GCFR,124.57812754313152,20.941844940185547,0.8189961115519205,1.8046315511067708,2914715.3333333335,2.246381998062134,2.942017118136088,5.285979588826497,3.54753049214681
GCFR,126.70441627502441,10.21080207824707,1.1076902151107788,1.7341156005859375,3099865,2.2915961742401123,2.518386662006378,3.745528221130371,4.081676483154297
GCFR,98.69572067260742,13.248804092407227,0.7539663910865784,1.6445121765136719,2586169.125,1.4788959622383118,2.3594985008239746,4.222236156463623,4.500143527984619
GCFR,96.98149108886719,13.189777851104736,1.429766595363617,2.2382850646972656,3162995.25,1.5902360677719116,1.7611056566238403,5.247401237487793,2.498284339904785
GCFR,89.61446380615234,13.29834794998169,2.3689966797828674,1.1655845642089844,1997690.125,1.761124312877655,1.1301658153533936,2.08197021484375,2.809454917907715
GCFR,70.40916224888393,5.951719011579241,0.5210986137390137,0.9912065778459821,1075882.7142857143,2.5842257908412387,1.6404268401009696,1.8416802542550224,3.310822078159877
GCFR,106.71342468261719,6.882266362508138,0.30930519104003906,0.9928944905598959,874095.5,1.6847257614135742,1.4711116154988606,3.123804728190104,2.5220324198404946
GCFR,92.66612243652344,8.3670196533203125,0.5705849329630533,1.6558837890625,1019071.5,2.2663300037384033,1.7695752382278442,2.9976258277893066,4.346009254455566
GCFR,66.605499267578125,24.823984146118164,0.22781431674957275,2.1287155151367188,2396454.25,1.0946359634399414,0.8204718828201294,4.767502784729004,2.097187042236328
GCFR,125.58208792550224,16.65426962716239,0.5044570650373187,1.8339930943080358,2984748.4285714286,1.6059942245483398,3.056774411882673,6.159615107945034,3.130028315952846
GCFR,127.30074310302734,12.637035369873047,0.8112044334411621,1.3845367431640625,3186116,1.6192895770072937,4.373618870973587,3.6891660690307617,2.932295799255371
GCFR,81.17303848266602,14.751653671264648,0.7573965191841125,1.8795089721679688,2489330,1.215354859828949,3.1910499930381775,3.964686870574951,3.5241947174072266
GCFR,139.23860549926758,21.969104290008545,1.336254596710205,2.344146728515625,3828769.875,1.1452258229255676,3.2496370673179626,7.964028835296631,3.503243923187256
GCFR,87.33206939697266,13.905807495117188,1.5995162725448608,1.5401420593261719,2458748.625,1.8624059557914734,1.6666216254234314,3.248079299926758,2.3158655166625977
GCFR,86.64659118652344,7.831652641296387,0.9278820753097534,0.8295173645019531,1348741.5,1.4811770915985107,1.3316320776939392,1.7070331573486328,2.9294638633728027
GCFR,122.08251571655273,5.317640781402588,0.6086520552635193,1.6888771057128906,714608.125,1.7685575485229492,1.7406821846961975,1.3179893493652344,3.687075138092041
GCFR,147.0332292829241,12.684940973917643,0.7810073296229044,1.7303423200334822,1237704.142857143,1.7087465013776506,1.7494007519313268,2.746719632829939,3.8686866760253906
GCFR,59.099700927734375,18.7078119913737,0.5562868118286133,2.1090291341145835,1865391.3333333333,1.4758832057317097,1.2560863892237346,5.008694330851237,3.552534739176432
GCFR,111.04278945922852,17.19485569000244,0.4340146780014038,2.294677734375,2458059.625,1.7965756356716156,3.1042780578136444,5.742328643798828,3.6307387351989746
GCFR,160.6021270751953,9.018980026245117,0.7239954471588135,2.7766265869140625,3379386.625,1.801558494567871,4.98658612370491,3.95505952835083,3.4022812843322754
GCFR,223.56932830810547,24.09882354736328,0.8857718110084534,2.4263153076171875,5530748.625,1.3171025514602661,5.384788513183594,5.858565330505371,2.6122617721557617
GCFR,143.99526596069336,21.56226921081543,1.1304150819778442,2.529499053955078,3470104,2.0394116640090942,4.352839171886444,6.662104606628418,3.460052013397217
GCFR,148.43683624267578,23.839065074920654,1.6087293028831482,3.0881385803222656,3714711.125,1.2772929668426514,3.4208391308784485,7.381616592407227,3.0548291206359863
GCFR,145.3458366394043,15.641281127929688,1.5165520310401917,1.8293342590332031,2573107.625,1.4997711181640625,2.201155722141266,5.063258171081543,3.7575955390930176
