region,lon,lat,HDS_richness,mean_QDS_turnover,mean_QDS_richness,Elevation,MAP,PDQ,Surface.T,NDVI,CEC,Clay,Soil.C,pH,rough_Elevation,rough_MAP,rough_PDQ,rough_Surface.T,rough_NDVI,rough_CEC,rough_Clay,rough_Soil.C,rough_pH,PC1,PC2,add_turnover,add_turnover_prop,div_turnover
GCFR,17.7,-29.9,1003,0.830123675498324,381.5,546.3359783114,178.965193341573,13.2135737597217,304.484063834423,23054703.8398693,10.2096945738792,16.0300844764709,47.1253692245483,66.6071596908569,74.1846572498179,11.8896049534833,0.93405826008112,0.679237145969486,1536602.07879437,1.44005665328768,1.66108290248447,5.60471895429823,0.930621910095215,0.4508130060006704,0.905637677684957,621.5,0.6196410767696909,2.6290956749672345
GCFR,18.2,-29.9,159,0.951486535208143,58,887.71387257385,182.899131554498,15.2378368524084,304.197516884531,17961804.8747277,9.10070683002472,14.5849808979034,31.6900842857361,69.0952519989014,53.193353346182,9.19101064658459,0.94822832763911,0.615079829339135,915303.086419684,0.937931053373548,1.18985464731852,4.50103530671861,1.03400182088216,-0.5768583552381426,0.9996116898507321,101,0.6352201257861635,2.7413793103448274
GCFR,18.7,-29.9,843,0.901525876474059,277.25,982.438561839622,160.294805569119,20.8624261729572,305.306531692538,16000280.1606754,7.77184826135635,14.5822197794914,18.6569693386555,76.2532950639725,11.0195540711436,2.48078939524034,0.59814453547582,0.257878890613921,708118.872228161,0.556942714511284,0.912888245976397,2.44999051302198,1.3340992961138,-3.024352475985644,-0.7012603758235665,565.75,0.6711150652431791,3.040577096483318
GCFR,19.2,-29.9,23,1,7.66666666666667,904.708140400046,148.143782176669,22.307323369715,305.34105245517,14282745.0980392,6.74144829236544,14.2601368977473,15.1995234122643,79.5227185762846,7.77263027813736,1.72566045987333,0.343368792196167,0.147300825173368,518420.765100886,0.374485632074913,1.21907769084996,1.84452186760303,1.35121328332922,-4.256516658161207,-1.4187242415463988,15.33333333333333,0.6666666666666665,2.9999999999999987
GCFR,17.2,-30.4,609,0.891945992844899,267,89.2859268712699,159.340883831919,22.8483906350794,300.217332710862,21750800.1997095,11.1285987172808,8.76944453913408,35.0916411808559,35.7123260560135,27.2478615687837,28.6395365188934,7.20336567083954,1.70875385249264,1458173.70358114,2.03242902294578,3.05655912740168,8.83279865617384,10.7642745345401,3.4886667465456904,-0.2640241051118844,342,0.5615763546798029,2.2808988764044944
GCFR,17.7,-30.4,1003,0.830123675498324,381.5,340.29123952885,191.756712608337,13.320196679571,304.68229912854,25229221.5413943,9.14681297779083,16.1853714084625,43.4750497436523,66.2219572067261,49.5350520718134,9.2660176723386,1.12187237455412,0.629058563301867,1326542.57595003,1.06491280476252,1.2296145898766,5.79414963616265,1.13857020537059,-0.03522678556599684,0.8143556710275491,621.5,0.6196410767696909,2.6290956749672345
GCFR,18.2,-30.4,843,0.901525876474059,277.25,886.300465861828,205.276238897112,16.4549807104961,301.988860784314,23138365.2233116,10.8763261699677,19.4551307106018,51.7901043891907,65.7598797607422,88.5981422670373,14.5874929348039,1.0961381077479,0.790506656983794,1926497.24037752,0.899976959758335,1.30736613273621,6.6622369088067,0.94532406700982,0.5610854790343694,1.504738018748731,565.75,0.6711150652431791,3.040577096483318
GCFR,18.7,-30.4,243,0.962632687150332,68,932.641465861516,172.970685081482,22.0947783553636,304.693296568627,16449766.6394336,9.06305809497833,18.3274589920044,29.4174051094055,72.373268737793,28.1975325374188,4.8608859344765,0.72887788466346,0.541848329702248,1422508.28794477,0.586998270352681,0.718725154664781,2.91343045128716,1.34424528333876,-1.5722496176224259,0.5764587564631004,175,0.720164609053498,3.573529411764706
GCFR,19.2,-30.4,322,0.924277467440994,98.5,832.94133272229,152.518600328138,23.3952499762613,306.420546235778,11156778.4737352,10.3815303537581,18.5336178143819,22.6691005071004,73.7612940470378,27.3824867143803,3.89716623312719,0.652666951069337,0.396815610458864,1031604.10976287,1.04709685299342,1.14427002020824,2.19171615824287,1.29499292921978,-1.69077914566506,-0.14609280310213965,223.5,0.6940993788819876,3.269035532994924
GCFR,19.7,-30.4,33,0.96969696969697,17,888.447957147749,151.504092721378,25.75833646349,306.217317698321,11432432.5579905,12.381269903744,21.3089205797981,24.5762727400836,72.5872268676758,31.5038550618209,2.62314976047512,0.580457613146086,0.379867122230148,847801.038252897,0.978677271460953,0.62027302571928,1.11593701788246,0.341362340376825,-3.1716212856604074,0.8249500536824508,16,0.48484848484848486,1.9411764705882353
GCFR,17.7,-30.9,568,0.850622795272644,199.5,138.284833295912,180.059368275272,20.7310524627499,302.583738490767,24615438.1174083,9.37947437090751,13.2514629922393,35.1719496800349,51.0700455581148,32.935551515742,15.6855928385978,3.81439069423798,1.04274763452191,1379159.20888472,1.7869014267180101,2.06206262275453,6.67123984481244,6.29721649263948,2.1131873982440776,-0.1135057026643192,368.5,0.6487676056338029,2.8471177944862154
GCFR,18.2,-30.9,664,0.926690079236685,208,337.56167217173,176.22394015842,14.2276830576741,304.967484259259,22887020.9422658,7.33389189243317,16.5332961654663,38.0182008171082,67.643960647583,41.9850475361828,9.22585650055497,0.446310656032325,0.457758194141856,1257680.18034366,0.944986381000942,0.827680546442668,5.41477957195706,0.738027030097114,-1.1308277820673442,0.7697129690041072,456,0.6867469879518072,3.1923076923076925
GCFR,18.7,-30.9,692,0.885543547613174,231.75,470.330893778291,160.131736096276,16.1809635939398,305.480844934641,20231770.7244009,8.01507015228271,17.3141580963135,31.5827558898926,70.5851457214356,43.1982557651086,7.44317533540137,0.668461292883755,0.453440547083029,1251870.05567652,0.906864389313592,0.8175618563758,3.72970630645752,0.886330193413628,-1.2305726865318372,0.7884382814275719,460.25,0.6651011560693642,2.9859762675296655
GCFR,19.2,-30.9,1448,0.92182544053809,440.75,650.18993023048,189.084108024173,21.6918465037317,305.142066830065,20263983.5239652,11.2513224363327,21.8317215633392,45.0094497680664,69.3124871444702,63.9898557011545,11.4004398435428,1.00282626455969,0.825017822561123,2659370.18276433,1.06876988357968,1.33818857722812,7.98351249482897,1.30601925320095,0.905840390767341,0.9317247329896529,1007.25,0.695614640883978,3.285309132161089
GCFR,19.7,-30.9,786,0.915020844040658,256.5,913.727823647665,160.81237792748,25.7926071238041,305.684360021787,14855763.548475,12.2249056696892,22.8826240897179,42.1931059360504,71.2870817184448,29.7403156273973,5.4496297089625,0.610178161950304,0.439463271001561,1399490.85730766,0.846131643625321,0.743738012733283,4.51520338772781,0.696194873915778,-1.487061258123242,0.5838200538801388,529.5,0.6736641221374046,3.064327485380117
GCFR,17.7,-31.4,131,1,65.5,59.9002324507187,167.13708663405,23.981936625259,300.156664086687,25488409.8129993,14.4780128598213,7.22985293357461,45.5863100290298,22.829217997966,27.3023601450554,38.8786521201964,8.45039803570088,1.33812838252583,2517020.63025552,3.491903917657,3.50028676197836,11.5220302078932,11.0131329341206,4.337803180558168,-0.7491822213797265,65.5,0.5,2
GCFR,18.2,-31.4,664,0.926690079236685,208,165.463654033509,186.642456777472,19.2717062255105,303.612338275009,24570831.2983313,8.59424357665213,16.6561334624868,37.6933537533409,59.9548382609424,29.8779505931681,11.3422277845956,2.12489746583079,0.62490488081324,1864523.8047972,1.359894498504,1.32026098421385,6.93652829539905,3.65539175957368,1.0285058540140635,-0.10508630591285287,456,0.6867469879518072,3.1923076923076925
GCFR,18.7,-31.4,1542,0.791161670398233,621.25,182.096122796326,168.072938158247,13.6806473738107,306.02626372549,18703127.3965142,6.64744746685028,17.5046221351624,35.7401539230347,70.423694152832,29.409984998771,11.9628381034474,0.665919908427242,0.586563398692807,2101514.33974815,1.05108442995283,0.950226469039917,4.32256996790568,1.18603524949816,-0.3637599933309046,0.3270245040689541,920.75,0.5971141374837873,2.482092555331992
GCFR,19.2,-31.4,1448,0.92182544053809,440.75,647.70963276588,251.786548938751,18.4391984417372,303.764867429194,27395039.8692811,13.4030220174789,24.3362335968018,56.6741878128052,65.8339427185059,66.7008493436133,16.2182658730024,1.06421910360759,0.85371755628176,2529131.56620663,1.12742584016588,1.19380080752903,6.99684215121798,1.01230420854357,0.8583648926794344,1.2075393506955312,1007.25,0.695614640883978,3.285309132161089
GCFR,19.7,-31.4,786,0.915020844040658,256.5,988.503913485432,200.787274172041,28.0530507379511,303.620215631808,20890688.8888889,14.7341969203949,25.0641536903381,57.9500219726563,66.9843919754028,72.8057673376085,14.5289745208363,1.24957635316852,0.882050859356075,1692327.03643173,1.28763299306234,0.786217782762316,4.65948960834079,1.09143475850423,0.37567836401837806,1.5414609370097394,529.5,0.6736641221374046,3.064327485380117
GCFR,20.2,-31.4,324,0.947765536836428,119.666666666667,1070.19408283051,159.935248346926,29.0313943435443,305.016663974658,14360587.7344553,12.7016187974776,22.010326144339,35.3591612454118,69.3657918469659,24.2881141654737,6.48566422541632,0.868060275220407,0.558628492581218,1508753.42874655,0.841641817682743,0.994356382547819,5.28922377069421,1.00662067645093,-0.7845273901948429,0.3339847795323373,204.333333333333,0.6306584362139908,2.707520891364895
GCFR,18.2,-31.9,540,0.807407407407407,322,102.164501368323,214.928915177343,24.2386410153803,301.295946204871,28532720.0695094,11.3455774325591,11.7920543590726,46.7805902774517,39.8957259432908,25.8958117441466,27.0555850245416,5.74321367517103,0.958080783490087,1381481.47839375,2.44559987081131,2.54077274254507,6.19482815920652,8.05271876264485,2.659751903066498,-0.5400654262191686,218,0.40370370370370373,1.6770186335403727
GCFR,18.7,-31.9,1634,0.833704208863897,605.5,273.970062418249,216.999976005554,15.804240893658,302.786812254902,27997747.6034858,8.81474421977997,20.1675517272949,51.2071217727661,65.1159452819824,77.245611475127,15.9236773733445,1.05150431764794,0.829180071411259,2501443.96029999,0.992762520578172,0.806726794772678,4.88577168358697,0.804958716498481,0.304968019283202,1.6785601950046145,1028.5,0.629436964504284,2.698596201486375
GCFR,19.2,-31.9,2027,0.845592425690427,783,494.645667663611,217.751725408766,17.1983952787536,302.558279084967,26059754.711329,11.5706289672852,20.7719724845886,53.0322983932495,66.0117673110962,72.3213748091608,12.830508262493,1.10945510257641,0.800650968288531,1775011.07480019,0.943336000972324,0.914813724093967,5.12696413252089,0.837711847093371,0.0952892899329712,1.5885046000195089,1244,0.613714849531327,2.5887611749680715
GCFR,19.7,-31.9,421,0.71678497262288,180,647.491029846235,196.784505564372,19.0244732158777,304.354282734205,19400665.6045751,13.1167244434357,22.0366813468933,49.4567962265015,68.9014379882812,81.6681116339148,15.5772848423616,1.48520070408157,1.06095826676347,2466940.94045014,1.18964131779141,1.05036034478082,4.9356421746148,1.16356757269965,0.9768919140544089,1.5479307763574393,241,0.5724465558194775,2.338888888888889
GCFR,20.2,-31.9,740,0.834937379499541,279.5,1209.30955854302,209.021056457096,32.6809164697325,302.04974046841,19199999.3464053,13.4433473491669,21.3862264251709,43.256754283905,66.707324180603,66.8020207745982,12.9009550400134,1.64504095608383,0.764982089687711,1811056.40696859,0.809605326255162,0.774453816678789,5.69370774878396,0.825960019429525,0.08832442094094894,1.7680635365688226,460.5,0.6222972972972973,2.6475849731663685
GCFR,20.7,-31.9,257,0.975485528207061,72,1332.51855439347,195.490157995274,35.2160475562779,301.446182565619,17422218.7856624,14.654737722306,21.5526069459461,42.4304963520595,66.2875681377593,50.1785126540387,8.62216605067884,1.87338017364447,0.741628713368054,953607.701413865,1.00094915884332,0.551422580245401,4.9138591362866,0.73217324983506,-0.6108506679992068,1.7791509360606579,185,0.7198443579766537,3.5694444444444446
GCFR,21.7,-31.9,141,0.943262411347518,74.5,1428.49956528776,205.227269313954,18.3261147135938,301.245801217039,17613552.7946811,14.6490054952687,22.3627638323554,34.5091480715521,67.4286984410779,43.6969216260685,9.66645284092896,4.46368792544028,0.766626907659617,1083500.7909826,0.926873060230616,0.379543189396934,7.22246273575288,1.08828119435595,-0.04984093749763735,1.9897099308773476,66.5,0.4716312056737589,1.8926174496644295
GCFR,18.2,-32.4,600,0.864697723601967,253.666666666667,63.0850133305545,268.882745363559,28.4850486135203,299.179058848287,30739587.2865275,13.9500491380692,9.75907965157181,57.1941154956818,32.252483260259,27.2930969473045,32.85446462766,6.21729920079808,1.07503672540846,2101920.13421744,3.011288305767,3.21625097862942,8.46974822835317,9.80323566376773,3.568428180220642,-0.7773685231443089,346.33333333333303,0.5772222222222217,2.3653088042049903
GCFR,18.7,-32.4,1634,0.833704208863897,605.5,266.701589150161,291.02161342197,21.4531729423767,301.827340359477,31641928.6764705,9.98087923526764,21.2861025619507,53.9372824478149,63.3941725158691,72.5010010814019,18.9767684272484,1.17379576856668,0.649490329218104,2570736.56802219,1.23492907683055,0.962424952189127,6.51353605482313,1.2422526550293,0.7742561015954976,1.1631135842786469,1028.5,0.629436964504284,2.698596201486375
GCFR,19.2,-32.4,2027,0.845592425690427,783,828.56734050731,317.823507177565,26.1234190561392,298.873927941176,28928259.1230938,13.9793671417236,20.3318652629852,68.0693573760986,62.7911824035645,147.442930864627,23.0402491213951,2.05716257336878,1.17170850883563,2343638.56511736,1.11856903394063,0.936044865714179,6.805887582567,1.39001143985324,1.5781883414747544,2.2413122701495984,1244,0.613714849531327,2.5887611749680715
GCFR,19.7,-32.4,1022,0.945561739279801,298.25,410.232708543219,178.156764945984,13.6456641537721,306.850540849673,11794051.5795207,11.3085511779785,18.4954675102234,44.6850950241089,71.6295315551758,41.9181686699307,10.7727016006281,1.44864251972403,0.974242162914549,1563648.21169204,0.829118835661147,1.23906370480855,3.58109681023492,1.1041933186849,0.019774534765340496,1.0855279699088893,723.75,0.7081702544031311,3.426655490360436
GCFR,20.2,-32.4,232,0.938627674304475,68.75,803.140338898638,199.846511573792,21.5526956150437,303.617427723312,21526430.7461873,12.8280380964279,20.5956516075134,52.8059567451477,67.0424510574341,106.030678465222,20.3308860192476,2.58600523590785,1.18624019002663,2403228.31336234,1.37246421919929,0.950950917137993,6.56457471635607,1.23125453101264,1.6256503712860668,1.9701533682165182,163.25,0.7036637931034483,3.3745454545454545
GCFR,20.7,-32.4,380,0.901260320166598,123.5,1465.95263949116,227.22870811038501,38.3885461416438,299.99372962963,19921584.5860567,15.5805628108978,22.4240786743164,43.9884861564636,65.3168146514893,61.0400258963328,10.5597724382377,2.95996242891113,0.59342432824981906,1380332.07455819,0.879392472373115,0.637537206013998,6.30147637049357,0.843241466946072,-0.08098359767976224,1.7917308244598815,256.5,0.675,3.076923076923077
GCFR,21.2,-32.4,97,0.952898550724638,36.6666666666667,1390.09364844312,207.453742508195,22.8032358192335,300.737236312399,17046056.3784692,15.8768609295721,21.6125494500865,44.5632285449816,66.817632716635,75.6667721070505,13.8857656124006,6.24554930425293,0.85142546074052206,1334517.76756393,1.27285503642653,0.552237903421874,9.0297753178555,1.18469548709151,1.05630386552434,2.173527677495705,60.3333333333333,0.621993127147766,2.6454545454545433
GCFR,21.7,-32.4,141,0.943262411347518,74.5,1241.53807437966,216.967821751953,30.3403166402723,301.094427326486,18755415.4995332,14.9991856302534,22.0432596206665,44.5725296111334,66.3490489778065,125.771296783016,23.2908889162137,9.96096580335167,1.40247233373802,2134545.63615565,1.13130599064802,0.790553506125308,8.3683438300726,1.5992532833183,2.300298070791169,2.6539031324057003,66.5,0.4716312056737589,1.8926174496644295
GCFR,17.7,-32.9,52,0.980769230769231,26.5,36.4855281307202,204.474647356116,19.4539046897669,296.103388404745,36642713.6561694,18.851772181193,5.15264748749049,71.5104977925618,15.1782796209788,15.0333452185297,49.6109793474389,6.87433011049942,1.68719564908152,1828406.01028552,6.2246566864927,3.33801022001658,13.0436356412292,9.97100312972909,4.524057984468526,-1.2180362132366107,25.5,0.49038461538461536,1.9622641509433962
GCFR,18.2,-32.9,1236,0.873665622543437,447.25,47.6319640205999,295.777418754533,21.6072806290669,300.416351762927,35336409.9873868,12.2831054975589,17.005544935083,52.3128034671148,50.9977863580361,15.0960098016273,14.7896163811848,2.30420636770757,0.737361952938137,1787995.40111843,2.40821547311529,2.42390974106901,6.46675413744475,5.89299148771505,1.82333663527249,-1.297903225285424,788.75,0.6381472491909385,2.7635550586920066
GCFR,18.7,-32.9,1144,0.877065903690899,384.25,168.173689206943,373.861649521722,31.1083701122237,301.757222875817,37343228.2407407,9.86424443244934,20.2740893363953,46.6703381919861,61.3515910339355,59.2327811693427,21.5217852312253,1.32291863620759,0.699410784313723,2230582.05337683,1.32923803488413,0.804635473887126,5.7924086104499,0.897946438259549,0.5523123964305258,1.3290923990062395,759.75,0.6641171328671329,2.977228366948601
GCFR,19.2,-32.9,1898,0.782759396920888,777.25,838.228727821418,426.364162279765,40.9936668271399,297.84891416122,35196288.0446624,14.9215623474121,21.9780804634094,67.607525100708,60.1625155639648,149.474733464782,36.1932151323483,2.38806420095312,1.17260620915031,3262819.96792531,1.23717195457882,0.966971107059055,8.08020969390869,1.41000104268392,2.149906293413715,2.2245573170421515,1120.75,0.5904899894625922,2.441942746863943
GCFR,19.7,-32.9,1407,0.864236787303941,498,792.649499802049,247.192141647339,31.4934647070724,302.09513251634,18509090.9313726,11.4004341411591,19.4900340557098,41.7320659446716,68.0770502090454,83.7232020337527,20.3301467285627,2.49937478743426,1.08737420116194,1558501.41914786,0.713505278163486,0.83362413406372,3.94264100180732,1.21848076290554,0.49609304554692935,2.176762685804767,909,0.6460554371002132,2.825301204819277
GCFR,20.2,-32.9,653,0.886457043936862,215,809.705549245112,208.11348757214,28.0468293565306,302.780541013072,22876469.9618736,11.8942879867554,21.0855974960327,40.2789381790161,67.1820325469971,63.9828390299178,12.8337232168221,1.65751027068288,0.758885021786494,1769305.49806337,0.962451169225904,0.844456375969781,5.1872779083252,0.783690982394748,0.13252091664091964,1.6256884632186455,438,0.6707503828483921,3.0372093023255813
GCFR,20.7,-32.9,1215,0.838202486350313,453.5,1038.19990066404,196.923891031477,34.4444729739141,301.16525462963,20933398.3932462,14.6875627422333,21.011794757843,44.1421397972107,67.2244181442261,70.4403120472115,12.2854480086433,2.24171760314727,0.594142943597189,1519205.86722338,0.853607867558797,0.749455038706462,4.21342792934842,0.813964093526205,-0.23042033087800318,1.7617417500632642,761.5,0.6267489711934157,2.679162072767365
GCFR,21.2,-32.9,1004,0.964917864503695,302.75,995.701854431924,199.014604102241,36.2145738695395,301.642693211788,15398450.4357298,13.9781874271861,21.1338784401877,44.7239739602072,68.1736146358022,71.9494938641815,12.0876276648226,3.34144584029715,0.831258621961887,1088220.18624157,0.639968561090423,0.626701736729047,7.47986449377346,0.777413516786895,0.020027443493917996,2.3965189636282216,701.25,0.6984561752988048,3.3162675474814205
GCFR,22.2,-32.9,1335,0.931732654923501,428,758.383087577666,169.383008526821,31.7801896706158,304.571819652698,14894375.400487,13.4287405014038,24.2672866372501,36.2280422659481,69.6501592748305,50.8567599255375,10.3976284044414,2.86379219304452,0.645096642723904,1238034.13258455,0.974856516326509,0.644925917920167,4.96856717653746,0.762188126059139,-0.25616299110442875,1.689992782034619,907,0.6794007490636704,3.119158878504673
GCFR,22.7,-32.9,596,0.977922381550411,167.25,935.789097819186,205.821371700146,32.4726372621678,303.600048293391,13451010.4393609,12.6477794647217,24.6712678909302,30.3090304692586,70.6339235941569,29.733474644884,2.55907305533013,1.84657772552618,0.307815338223771,926007.818173543,0.544459534132922,0.451977750107094,4.55290098240767,0.475170335820112,-2.4254204347521986,1.2693453106988701,428.75,0.7193791946308725,3.563527653213752
GCFR,23.2,-32.9,586,0.92519201628599,183.25,843.019121690671,212.857774693479,29.7378761626273,302.951713753602,16021901.486401,11.2879028935586,25.7918749163228,25.7028957182361,70.1361969978579,28.7938661214454,10.3901219886433,2.22411646262225,0.656105759099737,1051992.97412113,0.882841740421191,0.589618715065538,8.09594948332064,0.653833226381176,-0.45484209746207727,1.4057851517268567,402.75,0.6872866894197952,3.197817189631651
GCFR,23.7,-32.9,232,0.963060428849903,61.25,853.965755706326,317.552067494532,43.6382153849853,299.537926843252,26188357.4131407,13.6272820673491,25.9363908265766,44.3105323942084,65.0126819610596,71.989548583508,41.7962639858981,5.98380151561328,1.4732161272485,3628742.22977442,1.0170644242164,0.847013255388615,10.8284052929583,1.93678601558943,2.6682843788172943,2.0432398674705623,170.75,0.7359913793103449,3.7877551020408164
GCFR,24.2,-32.9,240,0.956875160146188,87.3333333333333,781.487794549041,304.905380650571,36.2629180149725,300.85807619539,26636027.6917786,13.5715760180825,28.7599676031815,46.0049359171014,65.2966139943976,59.6552982891507,43.1236965606131,4.17204945471131,1.29930781770148,3977006.12199065,0.679518870024653,0.772444583300062,9.78409607850619,1.99631331729809,2.1243708977525335,1.9480653011040505,152.66666666666669,0.6361111111111112,2.748091603053436
GCFR,18.2,-33.4,1236,0.873665622543437,447.25,72.4391753178791,388.244576581319,33.4163955543224,298.850918502706,42940106.5688331,14.7503136941942,14.197869071268,70.3139969777253,37.3368945796554,27.0272681875849,38.708366135473,6.226590036723,0.902468840010119,2655353.65144763,1.9279559286044201,3.53374176443215,7.16299091967197,7.21077029686742,3.2003840210467303,-0.6367901650606284,788.75,0.6381472491909385,2.7635550586920066
GCFR,18.7,-33.4,3029,0.71424354072772,1345.5,150.478375879979,461.59254840427,35.0055371084872,301.277726470588,41584905.3376906,10.4573163509369,21.7318139076233,48.2468824005127,59.751907882690404,36.2922451112244,17.7125842256899,1.77322527991401,0.430164639312516,1482421.16618246,1.08585004170736,1.07669799910651,4.59959747314453,0.699385685390897,-0.29172234410390263,0.8114161734886157,1683.5,0.555793991416309,2.251207729468599
GCFR,19.2,-33.4,3040,0.712178383939485,1370.5,539.3917259283,553.051078041924,52.7492660095921,297.238833061002,42870530.2015251,15.1918255710602,23.7807931900024,73.0417015075684,57.747854385376,169.544017085055,59.0222087436252,4.29282877223946,1.43719805737109,3908529.50254158,1.33834902975294,1.39226943122016,11.9603626039293,1.79357448154026,3.338087123085755,2.27082298508396,1669.5,0.5491776315789474,2.2181685516234952
GCFR,19.7,-33.4,1407,0.864236787303941,498,982.604083057595,353.240194218953,40.6864362205435,297.626898093682,28856648.093682,15.6628047084808,23.6706786727905,67.0643501853943,62.0207759475708,155.517122659759,39.9456217645716,2.53181627970797,1.34323099733721,3302158.67223422,1.01866245375739,0.86632393942939,8.53994053522746,1.59085586971707,2.2194329554528434,2.46153587385045,909,0.6460554371002132,2.825301204819277
