var,rel.inf
rough_Elevation,31.4180144628012
rough_PDQ,15.296730981626993
rough_NDVI,11.38738282858915
rough_MAP,8.394086335774407
Clay,7.065412913532654
CEC,5.051170858723359
rough_Soil.C,4.947820720876652
Surface.T,3.2755889893253753
rough_Surface.T,2.994461423485569
pH,2.6675732744594467
MAP,2.6373205466661793
Elevation,2.249000907213566
rough_CEC,1.929663374304834
PDQ,0.6857723826206171
