var,rel.inf
Clay,24.18421788780231
rough_Clay,14.51453929908229
rough_CEC,13.786950397850939
rough_Surface.T,9.79548845413936
rough_Elevation,9.237575463532448
MAP,8.097725045993258
PDQ,7.18999207701125
Elevation,3.661024285362373
rough_Soil.C,3.5459411433150416
CEC,2.6342089327361142
rough_MAP,1.8620874106759637
pH,1.4902496024986582
