var,rel.inf
rough_NDVI,24.066272814818767
CEC,19.91554542581477
rough_CEC,14.996929951544363
rough_Elevation,10.136257058031111
rough_Surface.T,5.593986998447475
Elevation,5.1503569899534325
MAP,4.219933062519562
rough_MAP,2.9882399429272333
rough_Soil.C,2.7588090091694646
Clay,2.638524635400719
pH,2.610786545126858
rough_PDQ,1.9056835813927389
PDQ,1.635948942224535
Surface.T,1.38272504262898
